110	NM_018963	chr21	-	39479273	39607582	39480821	39607287	42	39479273,39490293,39492558,39494014,39496120,39499903,39503790,39504581,39506461,39507276,39509032,39511947,39512300,39518203,39518881,39522295,39523107,39525972,39526168,39530390,39532274,39541496,39544591,39549440,39552282,39558255,39558686,39563694,39564078,39568169,39569968,39571046,39572538,39573943,39587606,39589538,39590060,39592227,39606636,39606867,39607036,39607238,	39481213,39491211,39493458,39494182,39496341,39500070,39503943,39504725,39506503,39507349,39509158,39512068,39512456,39518265,39518993,39522378,39523232,39526080,39526294,39530580,39532369,39541628,39544685,39549624,39552468,39558481,39558815,39563829,39564229,39568268,39570009,39571147,39572609,39574044,39587828,39589699,39590159,39592378,39606696,39606897,39607095,39607582,	0	BRWD1	cmpl	cmpl	1,1,1,1,2,0,0,0,0,2,2,1,1,2,1,2,0,0,0,2,0,0,2,1,1,0,0,0,2,2,0,1,2,0,0,1,1,0,0,0,1,0,
934	NM_194255	chr21	-	45759056	45786813	45759999	45782301	6	45759056,45770158,45775111,45775730,45782112,45786709,	45760482,45770300,45775313,45776490,45782350,45786813,	0	SLC19A1	cmpl	cmpl	0,2,1,0,0,-1,
99	NR_049807	chr21	-	27581692	28205400	28205400	28205400	5	27581692,27581762,27796912,28205192,28205384,	27581706,27581765,27796932,28205205,28205400,	0	MIR5009	unk	unk	-1,-1,-1,-1,-1,
929	NR_027129	chr21	-	45179068	45184256	45184256	45184256	4	45179068,45179969,45181881,45183935,	45179439,45180233,45182025,45184256,	0	C21orf67	unk	unk	-1,-1,-1,-1,
929	NR_027128	chr21	-	45177626	45184256	45184256	45184256	4	45177626,45179276,45179969,45183935,	45178711,45179439,45180233,45184256,	0	C21orf67	unk	unk	-1,-1,-1,-1,
116	NM_001160230	chr21	+	45318920	45470906	45415999	45469898	12	45318920,45372744,45415952,45420072,45424672,45426927,45427704,45429265,45448897,45465178,45466360,45469889,	45319136,45372916,45416027,45421007,45424787,45427096,45427853,45429434,45449079,45465357,45466450,45470906,	0	ADARB1	cmpl	cmpl	-1,-1,0,1,0,1,2,1,2,1,0,0,
695	NM_144770	chr21	+	14510336	14522564	14510378	14521485	5	14510336,14513754,14515288,14518629,14521071,	14510474,14513917,14515361,14518729,14522564,	0	RBM11	cmpl	cmpl	0,0,1,2,0,
850	NM_000219	chr21	-	34740855	34806443	34743412	34743802	4	34740855,34752821,34805268,34806194,	34743852,34752932,34805483,34806443,	0	KCNE1	cmpl	cmpl	0,-1,-1,-1,
880	NM_001136155	chr21	-	38673819	38792298	38677194	38717313	9	38673819,38684786,38685450,38686167,38694365,38696348,38697297,38717201,38792156,	38677715,38684834,38685507,38686236,38694437,38696429,38697501,38717353,38792298,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,0,-1,
13	NM_001136154	chr21	-	38673819	38955574	38677194	38869494	12	38673819,38684786,38685450,38686167,38694365,38696348,38697297,38717201,38739196,38869455,38878637,38955451,	38677715,38684834,38685507,38686236,38694437,38696429,38697501,38717353,38739414,38869541,38878739,38955574,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
940	NM_058181	chr21	+	46530694	46542093	46531255	46541976	5	46530694,46531211,46535675,46540503,46541880,	46531079,46531465,46535804,46540572,46542093,	0	YBEY	cmpl	cmpl	-1,0,0,0,0,
940	NM_058180	chr21	-	46545474	46568213	46546340	46567080	8	46545474,46546826,46555797,46559057,46559815,46561549,46562353,46566980,	46546496,46546918,46555909,46559222,46559889,46561610,46562562,46568213,	0	C21orf58	cmpl	cmpl	0,1,0,0,1,0,1,0,
938	NM_058175	chr21	+	46342460	46374147	46355818	46373270	28	46342460,46355791,46356320,46357145,46358349,46360213,46360350,46360718,46360992,46361111,46361741,46362215,46362955,46363371,46364129,46364856,46365402,46365897,46366449,46366837,46367216,46368992,46369226,46369607,46369806,46370126,46370844,46373244,	46342515,46355933,46356919,46357166,46358415,46360267,46360395,46360745,46361019,46361156,46361795,46362278,46363018,46363461,46364192,46364919,46365465,46365960,46366500,46366873,46367279,46369055,46369262,46369653,46369959,46370579,46370883,46374147,	0	COL6A2	cmpl	cmpl	-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
117	NM_006657	chr21	-	46380603	46399909	46381328	46399865	15	46380603,46381326,46381580,46382849,46383221,46389758,46390159,46390607,46394460,46394729,46395899,46396233,46397248,46398490,46399811,	46380836,46381415,46381676,46382988,46383265,46389920,46390289,46390669,46394592,46394867,46396079,46396322,46397377,46398674,46399909,	0	FTCD	cmpl	cmpl	-1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,
871	NM_006052	chr21	-	37517595	37561703	37519714	37561465	8	37517595,37521824,37522393,37526547,37527532,37532630,37534666,37561408,	37519797,37521977,37522544,37526622,37527613,37532780,37534810,37561703,	0	DSCR3	cmpl	cmpl	1,1,0,0,0,0,0,0,
14	NM_001001572	chr21	+	42946930	43068687	43037007	43068472	16	42946930,43025248,43026534,43036954,43044294,43047168,43052177,43053506,43054003,43055261,43058559,43061366,43062205,43063881,43065617,43068458,	42947062,43025303,43026605,43037039,43044376,43047243,43052264,43053611,43054086,43055418,43058673,43061471,43062334,43063977,43065699,43068687,	0	PDE9A	cmpl	cmpl	-1,-1,-1,0,2,0,0,0,0,2,0,0,0,0,0,1,
818	NM_001128598	chr21	-	30583333	30583703	30583370	30583679	1	30583333,	30583703,	0	KRTAP25-1	cmpl	cmpl	0,
907	NM_001098402	chr21	-	42280008	42303565	42284072	42287273	3	42280008,42296074,42303429,	42287286,42296139,42303565,	0	ZBTB21	cmpl	cmpl	0,-1,-1,
840	NR_024102	chr21	-	33459645	33464411	33464411	33464411	4	33459645,33462617,33463870,33464315,	33459867,33462756,33464008,33464411,	0	C21orf54	unk	unk	-1,-1,-1,-1,
745	NR_024090	chr21	-	21036783	21097297	21097297	21097297	8	21036783,21072606,21072831,21075537,21075758,21076495,21080224,21097183,	21038022,21072736,21072951,21075663,21075850,21076635,21080277,21097297,	0	LINC00320	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
901	NR_024100	chr21	-	41435296	41441861	41441861	41441861	2	41435296,41441758,	41437212,41441861,	0	LINC00323	unk	unk	-1,-1,
930	NR_024089	chr21	-	45243554	45249070	45249070	45249070	2	45243554,45248786,	45243999,45249070,	0	LINC00162	unk	unk	-1,-1,
12	NM_001136129	chr21	-	26174731	26465009	26175851	26464809	15	26174731,26185904,26191755,26199206,26205923,26248774,26249811,26269253,26270137,26276527,26316026,26345186,26347422,26384129,26464752,	26175953,26186051,26191856,26199260,26206145,26248874,26249940,26269412,26270212,26276661,26316229,26345380,26347535,26384259,26465009,	0	APP	cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,
12	NM_001136130	chr21	-	26174731	26465009	26175851	26464809	17	26174731,26185904,26191755,26199206,26205923,26248774,26249811,26269253,26270137,26276527,26291545,26294200,26316026,26345186,26347422,26384129,26464752,	26175953,26186051,26191856,26199260,26206145,26248874,26249940,26269412,26270212,26276661,26291602,26294368,26316229,26345380,26347535,26384259,26465009,	0	APP	cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,
117	NM_006031	chr21	+	46568463	46690110	46568570	46689668	47	46568463,46570718,46578738,46590469,46591084,46591798,46593353,46594025,46595770,46597445,46598328,46599794,46601316,46607822,46610926,46626036,46630174,46633084,46633541,46635012,46635506,46641606,46642355,46642576,46643931,46645892,46646672,46655530,46657178,46660410,46662545,46666311,46670172,46671963,46672736,46674351,46674848,46675870,46680244,46681319,46682504,46684423,46685195,46686837,46688150,46689034,46689624,	46568624,46570931,46579110,46590550,46591340,46591854,46593528,46594162,46595882,46597668,46598410,46599969,46601534,46608277,46611482,46626183,46630326,46633227,46633774,46635175,46635719,46641836,46642472,46642597,46644138,46646063,46646825,46656409,46657334,46661181,46662648,46666466,46670313,46672137,46672932,46674574,46674999,46676557,46680489,46681422,46682678,46684543,46685425,46686914,46688289,46689162,46690110,	0	PCNT	cmpl	cmpl	0,0,0,0,0,1,0,1,0,1,2,0,1,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,2,1,2,1,
842	NM_001040192	chr21	-	33782107	33785893	33782403	33783570	2	33782107,33785778,	33783601,33785893,	0	DNAJC28	cmpl	cmpl	0,-1,
112	NM_002463	chr21	+	41655819	41702739	41670703	41702030	14	41655819,41670632,41671585,41673813,41676206,41684361,41689383,41691409,41692693,41692992,41695766,41697063,41700540,41701787,	41655852,41670952,41671778,41673948,41676361,41684500,41689582,41691488,41692816,41693134,41695925,41697140,41700795,41702739,	0	MX2	cmpl	cmpl	-1,0,0,1,1,0,1,2,0,0,1,1,0,0,
789	NM_052954	chr21	-	26760398	26867452	26762690	26867130	4	26760398,26774461,26860455,26867057,	26762821,26774619,26860558,26867452,	0	CYYR1	cmpl	cmpl	1,2,1,0,
909	NM_207174	chr21	+	42513076	42590423	42513150	42589571	15	42513076,42518849,42564248,42566481,42570073,42575452,42577738,42579058,42581067,42581389,42583228,42584270,42584676,42587720,42589342,	42513225,42519093,42564366,42566614,42570124,42575598,42577862,42579173,42581216,42581491,42583397,42584371,42584835,42587839,42590423,	0	ABCG1	cmpl	cmpl	0,0,1,2,0,0,2,0,1,0,0,1,0,0,2,
910	NM_032404	chr21	-	42665064	42682327	42665939	42681645	10	42665064,42668893,42669718,42673294,42675242,42676210,42677147,42678586,42681580,42682106,	42665957,42669046,42669864,42673390,42675412,42676376,42677191,42678712,42681704,42682327,	0	TMPRSS3	cmpl	cmpl	0,0,1,1,2,1,2,2,0,-1,
927	NM_198698	chr21	-	44898557	44899004	44898620	44898959	1	44898557,	44899004,	0	KRTAP12-4	cmpl	cmpl	0,
927	NM_198697	chr21	+	44902276	44902686	44902324	44902615	1	44902276,	44902686,	0	KRTAP12-3	cmpl	cmpl	0,
926	NM_198696	chr21	-	44802333	44803071	44802360	44803026	1	44802333,	44803071,	0	KRTAP10-3	cmpl	cmpl	0,
927	NM_198695	chr21	+	44856423	44857299	44856445	44857225	1	44856423,	44857299,	0	KRTAP10-8	cmpl	cmpl	0,
926	NM_198694	chr21	-	44823991	44824909	44824067	44824883	1	44823991,	44824909,	0	KRTAP10-5	cmpl	cmpl	0,
926	NM_198693	chr21	-	44794745	44795816	44795001	44795769	1	44794745,	44795816,	0	KRTAP10-2	cmpl	cmpl	0,
926	NM_198691	chr21	-	44783495	44784506	44783612	44784461	1	44783495,	44784506,	0	KRTAP10-1	cmpl	cmpl	0,
927	NM_198688	chr21	-	44835576	44836814	44835695	44836793	1	44835576,	44836814,	0	KRTAP10-6	cmpl	cmpl	0,
926	NM_198687	chr21	+	44818033	44819415	44818063	44819269	1	44818033,	44819415,	0	KRTAP10-4	cmpl	cmpl	0,
928	NM_003343	chr21	-	45012922	45046179	45015719	45046091	6	45012922,45017889,45021641,45032262,45032402,45046048,	45015832,45018030,45021760,45032308,45032438,45046179,	0	UBE2G2	cmpl	cmpl	1,1,2,1,1,0,
849	NM_172201	chr21	+	34658192	34665310	34664647	34665019	2	34658192,34664635,	34658320,34665310,	0	KCNE2	cmpl	cmpl	-1,0,
14	NM_001001582	chr21	+	42946930	43068687	42947045	43068472	19	42946930,42981095,42992146,43024948,43025248,43026534,43036954,43044294,43047168,43052177,43053506,43054003,43055261,43058559,43061366,43062205,43063881,43065617,43068458,	42947062,42981173,42992190,43025128,43025303,43026605,43037039,43044376,43047243,43052264,43053611,43054086,43055418,43058673,43061471,43062334,43063977,43065699,43068687,	0	PDE9A	cmpl	cmpl	0,2,2,1,1,2,1,2,0,0,0,0,2,0,0,0,0,0,1,
114	NM_007031	chr21	-	43773499	43903802	43774061	43902405	9	43773499,43836533,43858138,43874630,43877580,43888597,43900895,43902369,43903694,	43774270,43836637,43858256,43874763,43877730,43888701,43901046,43902629,43903802,	0	HSF2BP	cmpl	cmpl	1,2,1,0,0,1,0,0,-1,
11	NM_001207066	chr21	+	17807094	17887768	17807318	17887382	8	17807094,17841215,17845937,17853164,17854890,17855526,17859616,17887340,	17807361,17841382,17846142,17853320,17855013,17855665,17859800,17887768,	0	CXADR	cmpl	cmpl	0,1,0,1,1,1,2,0,
11	NM_001207065	chr21	+	17807094	17864300	17807318	17859676	3	17807094,17841215,17859616,	17807361,17841382,17864300,	0	CXADR	cmpl	cmpl	0,1,0,
11	NM_001207064	chr21	+	17807094	17864300	17807318	17859804	4	17807094,17841215,17845937,17859616,	17807361,17841382,17846142,17864300,	0	CXADR	cmpl	cmpl	0,1,0,1,
11	NM_001207063	chr21	+	17807094	17864300	17807318	17859804	5	17807094,17841215,17845937,17853164,17859616,	17807361,17841382,17846142,17853320,17864300,	0	CXADR	cmpl	cmpl	0,1,0,1,1,
903	NM_002462	chr21	+	41719847	41753011	41725867	41752555	17	41719847,41721002,41721551,41724329,41725846,41729633,41730811,41733490,41734683,41735512,41737584,41739244,41739796,41742933,41744963,41746417,41752324,	41720060,41721101,41721663,41724405,41725972,41729826,41730949,41733645,41734822,41735711,41737663,41739367,41739938,41743092,41745040,41746666,41753011,	0	MX1	cmpl	cmpl	-1,-1,-1,-1,0,0,1,1,0,1,2,0,0,1,1,0,0,
894	NR_039917	chr21	-	40506148	40506228	40506228	40506228	1	40506148,	40506228,	0	MIR4760	unk	unk	-1,
850	NM_001127669	chr21	-	34740855	34753772	34743412	34743802	3	34740855,34752821,34753696,	34743852,34752904,34753772,	0	KCNE1	cmpl	cmpl	0,-1,-1,
850	NM_001127670	chr21	-	34740855	34749977	34743412	34743802	2	34740855,34749553,	34743852,34749977,	0	KCNE1	cmpl	cmpl	0,-1,
850	NM_001127668	chr21	-	34740855	34753772	34743412	34743802	3	34740855,34752821,34753696,	34743852,34752932,34753772,	0	KCNE1	cmpl	cmpl	0,-1,-1,
942	NM_001535	chr21	+	46879934	46909583	46881291	46908667	11	46879934,46881235,46887874,46888645,46892797,46893914,46903084,46905172,46906139,46907722,46908634,	46880103,46881330,46887979,46888828,46892959,46894079,46903260,46905302,46906276,46907894,46909583,	0	PRMT2	cmpl	cmpl	-1,0,0,0,0,0,0,2,0,2,0,
13	NR_073202	chr21	-	40306212	41140909	41140909	41140909	33	40306212,40336167,40337874,40345754,40349521,40356665,40368833,40372514,40373948,40377704,40379398,40380966,40387517,40417991,40427650,40436354,40438287,40461014,40472723,40480927,40481687,40482838,40569893,40589851,40605877,40631897,40632915,40641466,40647261,40662895,40986605,41002249,41140414,	40307183,40336470,40338072,40345904,40349637,40356696,40368850,40372774,40374137,40377803,40379562,40381084,40387671,40418125,40427806,40436501,40438528,40461085,40472891,40481056,40481784,40483035,40570067,40589971,40606156,40632173,40633212,40641742,40647540,40663042,40986752,41002567,41140909,	0	DSCAM	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
13	NM_001389	chr21	-	40306212	41140909	40306830	41140457	33	40306212,40336167,40337874,40345754,40349521,40356665,40368833,40372483,40373948,40377704,40379398,40380966,40387517,40417991,40427650,40436354,40438287,40461014,40472723,40480927,40481687,40482838,40569893,40589851,40605877,40631897,40632915,40641466,40647261,40662895,40986605,41002249,41140414,	40307183,40336470,40338072,40345904,40349637,40356696,40369010,40372774,40374137,40377803,40379562,40381084,40387671,40418125,40427806,40436501,40438528,40461085,40472891,40481056,40481784,40483035,40570067,40589971,40606156,40632173,40633212,40641742,40647540,40663042,40986752,41002567,41140909,	0	DSCAM	cmpl	cmpl	1,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,
918	NR_026863	chr21	-	43706401	43722531	43722531	43722531	4	43706401,43715819,43720279,43722371,	43706569,43716002,43720347,43722531,	0	LINC00313	unk	unk	-1,-1,-1,-1,
924	NM_015259	chr21	-	44471149	44485262	44473344	44485128	7	44471149,44474364,44475590,44479582,44481177,44482758,44485114,	44473355,44474400,44475755,44479873,44481528,44482799,44485262,	0	ICOSLG	cmpl	cmpl	1,1,1,1,1,2,0,
819	NM_181623	chr21	+	30734516	30734969	30734516	30734930	1	30734516,	30734969,	0	KRTAP15-1	cmpl	cmpl	0,
818	NM_181621	chr21	-	30665579	30666428	30665874	30666402	1	30665579,	30666428,	0	KRTAP13-2	cmpl	cmpl	0,
820	NM_181620	chr21	+	30895310	30895457	30895310	30895457	1	30895310,	30895457,	0	KRTAP22-1	cmpl	cmpl	0,
821	NM_181619	chr21	-	31049327	31049567	31049327	31049567	1	31049327,	31049567,	0	KRTAP21-1	cmpl	cmpl	0,
821	NM_181617	chr21	-	31041139	31041391	31041139	31041391	1	31041139,	31041391,	0	KRTAP21-2	cmpl	cmpl	0,
820	NM_181615	chr21	+	30910644	30910815	30910644	30910815	1	30910644,	30910815,	0	KRTAP20-1	cmpl	cmpl	0,
819	NM_181610	chr21	-	30791044	30791299	30791044	30791299	1	30791044,	30791299,	0	KRTAP19-4	cmpl	cmpl	0,
819	NM_181608	chr21	-	30781379	30781538	30781379	30781538	1	30781379,	30781538,	0	KRTAP19-2	cmpl	cmpl	0,
841	NM_000628	chr21	+	33560534	33591409	33560640	33590532	7	33560534,33562568,33570770,33573926,33577268,33582278,33590358,	33560689,33562692,33570928,33574093,33577416,33582436,33591409,	0	IL10RB	cmpl	cmpl	0,1,2,1,0,1,0,
723	NR_024354	chr21	-	18129859	18179796	18179796	18179796	3	18129859,18134682,18179649,	18130014,18134841,18179796,	0	CHODL-AS1	unk	unk	-1,-1,-1,
13	NM_001243429	chr21	-	38673819	38878739	38677194	38717313	9	38673819,38684786,38685450,38686167,38696348,38697297,38717201,38869455,38878637,	38677715,38684834,38685507,38686236,38696429,38697501,38717353,38869541,38878739,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,0,-1,-1,
13	NM_001243428	chr21	-	38673819	38954461	38677194	38869494	12	38673819,38684786,38685450,38686167,38694365,38696348,38697297,38717201,38739196,38869455,38878637,38954315,	38677715,38684834,38685507,38686236,38694437,38696429,38697501,38717353,38739414,38869541,38878739,38954461,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
809	NM_020152	chr21	+	29374743	29470073	29380052	29469084	9	29374743,29379263,29380004,29385692,29385859,29386630,29443380,29454132,29468903,	29374900,29379335,29380109,29385768,29385953,29386773,29443442,29454248,29470073,	0	MAP3K7CL	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,
103	NM_014586	chr21	+	32167498	32298248	32167858	32293368	11	32167498,32218650,32234347,32240218,32253025,32262432,32268737,32277709,32284312,32289951,32292709,	32168119,32218943,32234403,32240354,32253153,32262568,32268900,32277793,32284360,32290132,32298248,	0	HUNK	cmpl	cmpl	0,0,2,1,2,1,2,0,0,0,1,
13	NM_005441	chr21	+	36679558	36710995	36680304	36710534	14	36679558,36680227,36681765,36685718,36688714,36691582,36693688,36696925,36702928,36703541,36705630,36707051,36709462,36710442,	36679619,36680430,36681898,36685836,36688818,36691679,36693773,36697019,36702998,36703633,36705772,36707483,36709557,36710995,	0	CHAF1B	cmpl	cmpl	-1,0,0,1,2,1,2,0,1,2,1,2,2,1,
927	NM_198699	chr21	+	44941514	44942387	44941544	44942282	1	44941514,	44942387,	0	KRTAP10-12	cmpl	cmpl	0,
113	NM_015500	chr21	-	42178287	42247068	42182301	42246826	14	42178287,42192230,42194799,42198901,42200169,42200837,42202636,42205509,42207775,42211282,42212033,42215149,42235324,42246547,	42182522,42192540,42194927,42199015,42200344,42200962,42202701,42205618,42207899,42211405,42212138,42215263,42235423,42247068,	0	C2CD2	cmpl	cmpl	1,0,1,1,0,1,2,1,0,0,0,0,0,0,
104	NM_014825	chr21	-	32605200	32687183	32609099	32687090	39	32605200,32610647,32611857,32613397,32614711,32615981,32616658,32618671,32619409,32627496,32628342,32631273,32631583,32632886,32635645,32638749,32639553,32641135,32643483,32644883,32646889,32648112,32649038,32649628,32651716,32653975,32655186,32656071,32657335,32660797,32662582,32666686,32667826,32669577,32672624,32677601,32678492,32679724,32686948,	32609281,32611247,32612099,32613595,32614821,32616125,32616765,32618783,32619570,32627599,32628514,32631337,32631694,32633080,32635704,32638936,32639755,32641991,32643663,32645102,32647086,32648283,32649177,32649745,32651836,32654088,32655303,32656201,32657509,32660935,32662778,32666811,32667952,32669663,32672721,32677734,32678644,32679864,32687183,	0	URB1	cmpl	cmpl	1,1,2,2,0,0,1,0,1,0,2,1,1,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,1,0,
939	NM_003906	chr21	-	46479475	46529664	46479609	46529628	28	46479475,46481170,46485152,46487143,46487806,46489148,46490648,46490969,46495870,46498733,46499117,46501130,46503280,46505134,46505621,46508458,46509662,46510266,46511323,46514742,46516902,46517729,46519527,46521868,46524334,46524838,46527956,46528409,	46479768,46481321,46485359,46487273,46488064,46489539,46490746,46491228,46496024,46498868,46499186,46501328,46503433,46505248,46505753,46508559,46509865,46510508,46511484,46514905,46517171,46517927,46519667,46522059,46524479,46524917,46528180,46529664,	0	MCM3AP	cmpl	cmpl	0,2,2,1,1,0,1,0,2,2,2,2,2,2,2,0,1,2,0,2,0,0,1,2,1,0,1,0,
12	NM_001204302	chr21	-	26174731	26465009	26175851	26464809	16	26174731,26185904,26191755,26205923,26248774,26249811,26269253,26270137,26276527,26294200,26316026,26345186,26347422,26384129,26406166,26464752,	26175953,26186051,26191856,26206145,26248874,26249940,26269412,26270212,26276661,26294368,26316229,26345380,26347535,26384259,26406334,26465009,	0	APP	cmpl	cmpl	0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,
1	NM_000874	chr21	+	33524100	33556932	33536097	33556891	9	33524100,33536014,33537847,33539125,33540892,33542883,33546836,33554771,33556735,	33524391,33536152,33537889,33539249,33541065,33543029,33547005,33554902,33556932,	0	IFNAR2	cmpl	cmpl	-1,0,1,1,2,1,0,1,0,
808	NM_006447	chr21	+	29318808	29348678	29322105	29348379	18	29318808,29322064,29324786,29329028,29330462,29331467,29332526,29333217,29333672,29334800,29336204,29336663,29337614,29340858,29342952,29344283,29347993,29348257,	29318969,29322166,29324965,29329132,29330566,29331655,29332622,29333348,29333760,29334879,29336296,29336720,29337791,29341513,29343047,29344370,29348150,29348678,	0	USP16	cmpl	cmpl	-1,0,1,0,2,1,0,0,2,0,1,0,0,0,1,0,0,1,
938	NM_001849	chr21	+	46342460	46377191	46355818	46376894	28	46342460,46355791,46356320,46357145,46358349,46360213,46360350,46360718,46360992,46361111,46361741,46362215,46362955,46363371,46364129,46364856,46365402,46365897,46366449,46366837,46367216,46368992,46369226,46369607,46369806,46370126,46370844,46376295,	46342515,46355933,46356919,46357166,46358415,46360267,46360395,46360745,46361019,46361156,46361795,46362278,46363018,46363461,46364192,46364919,46365465,46365960,46366500,46366873,46367279,46369055,46369262,46369653,46369959,46370579,46370883,46377191,	0	COL6A2	cmpl	cmpl	-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
924	NM_000383	chr21	+	44530148	44542530	44530317	44542038	14	44530148,44530867,44531288,44531827,44532655,44533967,44534298,44535405,44536612,44537303,44538099,44538711,44540693,44541966,	44530449,44531042,44531444,44531902,44532769,44534113,44534379,44535521,44536712,44537486,44538221,44538814,44540756,44542530,	0	AIRE	cmpl	cmpl	0,0,1,1,1,1,0,0,2,0,0,2,0,0,
82	NM_001187	chr21	-	10079666	10120808	10119413	10120608	5	10079666,10081596,10111612,10119413,10120594,	10080194,10081688,10111624,10119518,10120808,	0	BAGE	incmpl	cmpl	-1,-1,-1,2,0,
101	NM_001186	chr21	+	29593090	29640340	29615472	29637025	5	29593090,29615412,29620250,29623678,29636590,	29593145,29615706,29621585,29623885,29640340,	0	BACH1	cmpl	cmpl	-1,0,0,0,0,
109	NM_002240	chr21	-	37918655	38210611	37919330	38134854	4	37918655,38008383,38134829,38210056,	37919656,38009304,38134881,38210611,	0	KCNJ6	cmpl	cmpl	1,1,0,-1,
14	NM_001001580	chr21	+	42946930	43068687	43026603	43068472	14	42946930,43026534,43044294,43047168,43052177,43053506,43054003,43055261,43058559,43061366,43062205,43063881,43065617,43068458,	42947062,43026605,43044376,43047243,43052264,43053611,43054086,43055418,43058673,43061471,43062334,43063977,43065699,43068687,	0	PDE9A	cmpl	cmpl	-1,0,2,0,0,0,0,2,0,0,0,0,0,1,
941	NM_206890	chr21	+	46703289	46791548	46703472	46791387	21	46703289,46729097,46734940,46741328,46742922,46748701,46753597,46755757,46773432,46776467,46777864,46778344,46778925,46781564,46781786,46782823,46784217,46786096,46789477,46790221,46791255,	46703563,46729169,46735060,46741448,46743174,46748830,46753717,46755955,46773524,46776578,46777988,46778454,46779028,46781629,46781880,46782943,46784332,46786236,46789614,46790302,46791548,	0	DIP2A	cmpl	cmpl	0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,2,1,0,0,
