chrBase	chr	base	strand	coverage	freqC	freqT
chr21.9825714	chr21	9825714	*	120	80.8333333333333	19.1666666666667
chr21.9825716	chr21	9825716	*	120	80	20
chr21.9825718	chr21	9825718	*	134	78.3582089552239	21.6417910447761
chr21.9825730	chr21	9825730	*	182	62.0879120879121	37.9120879120879
chr21.9825741	chr21	9825741	*	128	54.6875	45.3125
chr21.9825746	chr21	9825746	*	128	63.28125	36.71875
chr21.9825748	chr21	9825748	*	115	70.4347826086957	29.5652173913043
chr21.9825757	chr21	9825757	*	142	68.3098591549296	31.6901408450704
chr21.9825769	chr21	9825769	*	257	72.7626459143969	27.2373540856031
chr21.9825901	chr21	9825901	*	196	71.9387755102041	28.0612244897959
chr21.9825903	chr21	9825903	*	196	75	25
chr21.9825905	chr21	9825905	*	196	73.469387755102	26.530612244898
chr21.9825911	chr21	9825911	*	196	70.9183673469388	29.0816326530612
chr21.9825914	chr21	9825914	*	335	81.1940298507463	18.8059701492537
chr21.9825917	chr21	9825917	*	337	78.6350148367952	21.3649851632047
chr21.9825920	chr21	9825920	*	337	80.7121661721068	19.2878338278932
chr21.9825931	chr21	9825931	*	337	76.5578635014837	23.4421364985163
chr21.9825933	chr21	9825933	*	337	81.8991097922849	18.1008902077151
chr21.9825935	chr21	9825935	*	337	79.8219584569733	20.1780415430267
chr21.9826033	chr21	9826033	*	433	80.1385681293303	19.8614318706697
chr21.9826037	chr21	9826037	*	433	87.7598152424942	12.2401847575058
chr21.9826047	chr21	9826047	*	443	84.6501128668172	15.3498871331828
chr21.9826057	chr21	9826057	*	443	83.2957110609481	16.7042889390519
chr21.9826062	chr21	9826062	*	307	84.6905537459283	15.3094462540717
chr21.9826070	chr21	9826070	*	307	83.0618892508143	16.9381107491857
chr21.9826075	chr21	9826075	*	330	68.7878787878788	31.2121212121212
chr21.9826080	chr21	9826080	*	65	63.0769230769231	36.9230769230769
chr21.9826083	chr21	9826083	*	65	67.6923076923077	32.3076923076923
chr21.9826085	chr21	9826085	*	65	63.0769230769231	36.9230769230769
chr21.9826092	chr21	9826092	*	121	70.2479338842975	29.7520661157025
chr21.9826098	chr21	9826098	*	140	74.2857142857143	25.7142857142857
chr21.9826103	chr21	9826103	*	140	74.2857142857143	25.7142857142857
chr21.9826291	chr21	9826291	*	275	81.8181818181818	18.1818181818182
chr21.9826295	chr21	9826295	*	278	67.2661870503597	32.7338129496403
chr21.9826306	chr21	9826306	*	299	61.2040133779264	38.7959866220736
chr21.9826311	chr21	9826311	*	51	45.0980392156863	54.9019607843137
chr21.9826325	chr21	9826325	*	109	45.8715596330275	54.1284403669725
chr21.9826330	chr21	9826330	*	137	46.7153284671533	53.2846715328467
chr21.9826338	chr21	9826338	*	138	36.231884057971	63.768115942029
chr21.9826344	chr21	9826344	*	171	76.6081871345029	23.3918128654971
chr21.9826348	chr21	9826348	*	162	66.6666666666667	33.3333333333333
chr21.9826350	chr21	9826350	*	162	79.0123456790123	20.9876543209877
chr21.9826358	chr21	9826358	*	144	79.1666666666667	20.8333333333333
chr21.9826472	chr21	9826472	*	252	89.2857142857143	10.7142857142857
chr21.9826476	chr21	9826476	*	252	82.1428571428571	17.8571428571429
chr21.9826483	chr21	9826483	*	277	83.7545126353791	16.2454873646209
chr21.9826491	chr21	9826491	*	75	65.3333333333333	34.6666666666667
chr21.9826495	chr21	9826495	*	39	69.2307692307692	30.7692307692308
chr21.9826545	chr21	9826545	*	382	62.82722513089	37.17277486911
chr21.9826552	chr21	9826552	*	361	73.9612188365651	26.0387811634349
chr21.9826554	chr21	9826554	*	254	82.6771653543307	17.3228346456693
chr21.9826559	chr21	9826559	*	268	79.4776119402985	20.5223880597015
chr21.9826566	chr21	9826566	*	268	76.865671641791	23.134328358209
chr21.9826570	chr21	9826570	*	268	73.5074626865672	26.4925373134328
chr21.9826573	chr21	9826573	*	268	78.3582089552239	21.6417910447761
chr21.9826648	chr21	9826648	*	255	86.6666666666667	13.3333333333333
chr21.9826650	chr21	9826650	*	255	86.6666666666667	13.3333333333333
chr21.9826652	chr21	9826652	*	255	89.0196078431373	10.9803921568627
chr21.9826654	chr21	9826654	*	255	87.0588235294118	12.9411764705882
chr21.9826656	chr21	9826656	*	255	81.9607843137255	18.0392156862745
chr21.9826658	chr21	9826658	*	255	88.2352941176471	11.7647058823529
chr21.9826660	chr21	9826660	*	255	83.921568627451	16.078431372549
chr21.9826662	chr21	9826662	*	255	85.4901960784314	14.5098039215686
chr21.9826668	chr21	9826668	*	255	76.8627450980392	23.1372549019608
chr21.9826671	chr21	9826671	*	312	89.4230769230769	10.5769230769231
chr21.9826681	chr21	9826681	*	165	47.2727272727273	52.7272727272727
chr21.9826685	chr21	9826685	*	134	54.4776119402985	45.5223880597015
chr21.9826772	chr21	9826772	*	0	0	0
chr21.9826810	chr21	9826810	*	106	61.3207547169811	38.6792452830189
chr21.9826813	chr21	9826813	*	106	66.9811320754717	33.0188679245283
chr21.9826815	chr21	9826815	*	106	67.9245283018868	32.0754716981132
chr21.9826820	chr21	9826820	*	95	73.6842105263158	26.3157894736842
chr21.9826825	chr21	9826825	*	107	62.6168224299065	37.3831775700935
chr21.9826940	chr21	9826940	*	451	88.2483370288248	11.7516629711752
chr21.9826946	chr21	9826946	*	451	90.2439024390244	9.75609756097561
chr21.9826948	chr21	9826948	*	451	88.0266075388027	11.9733924611973
chr21.9827093	chr21	9827093	*	0	0	0
chr21.9827129	chr21	9827129	*	51	41.1764705882353	58.8235294117647
chr21.9827133	chr21	9827133	*	54	51.8518518518518	48.1481481481481
chr21.9827183	chr21	9827183	*	75	60	40
chr21.9827186	chr21	9827186	*	71	57.7464788732394	42.2535211267606
chr21.9827190	chr21	9827190	*	59	44.0677966101695	55.9322033898305
chr21.9827203	chr21	9827203	*	40	72.5	27.5
chr21.9827205	chr21	9827205	*	40	72.5	27.5
chr21.9827216	chr21	9827216	*	27	77.7777777777778	22.2222222222222
chr21.9827243	chr21	9827243	*	64	32.8125	67.1875
chr21.9827258	chr21	9827258	*	82	71.9512195121951	28.0487804878049
chr21.9827264	chr21	9827264	*	127	55.9055118110236	44.0944881889764
chr21.9827268	chr21	9827268	*	254	84.251968503937	15.748031496063
chr21.9827275	chr21	9827275	*	258	78.6821705426357	21.3178294573643
chr21.9827279	chr21	9827279	*	262	61.8320610687023	38.1679389312977
chr21.9827335	chr21	9827335	*	37	45.945945945946	54.0540540540541
chr21.9827338	chr21	9827338	*	29	48.2758620689655	51.7241379310345
chr21.9827341	chr21	9827341	*	35	28.5714285714286	71.4285714285714
chr21.9827350	chr21	9827350	*	35	34.2857142857143	65.7142857142857
chr21.9827354	chr21	9827354	*	37	35.1351351351351	64.8648648648649
chr21.9827373	chr21	9827373	*	37	35.1351351351351	64.8648648648649
chr21.9827521	chr21	9827521	*	59	45.7627118644068	54.2372881355932
chr21.9827547	chr21	9827547	*	69	39.1304347826087	60.8695652173913
chr21.9829442	chr21	9829442	*	73	42.4657534246575	57.5342465753425
chr21.9829457	chr21	9829457	*	73	23.2876712328767	76.7123287671233
chr21.9829537	chr21	9829537	*	90	0	100
chr21.9830820	chr21	9830820	*	57	0	100
chr21.9846767	chr21	9846767	*	0	0	0
chr21.9846778	chr21	9846778	*	0	0	0
chr21.9856622	chr21	9856622	*	139	10.7913669064748	89.2086330935252
chr21.9868226	chr21	9868226	*	0	0	0
chr21.9876255	chr21	9876255	*	176	21.5909090909091	78.4090909090909
chr21.9876267	chr21	9876267	*	177	14.6892655367232	85.3107344632768
chr21.9876433	chr21	9876433	*	344	0.581395348837209	99.4186046511628
chr21.9876466	chr21	9876466	*	342	63.4502923976608	36.5497076023392
chr21.9876962	chr21	9876962	*	25	60	40
chr21.9876981	chr21	9876981	*	25	0	100
chr21.9876998	chr21	9876998	*	25	0	100
chr21.9877894	chr21	9877894	*	0	0	0
chr21.9877898	chr21	9877898	*	0	0	0
chr21.9877916	chr21	9877916	*	0	0	0
chr21.9877923	chr21	9877923	*	0	0	0
chr21.9877926	chr21	9877926	*	0	0	0
chr21.9877929	chr21	9877929	*	0	0	0
chr21.9877931	chr21	9877931	*	0	0	0
chr21.9878697	chr21	9878697	*	0	0	0
chr21.9878715	chr21	9878715	*	0	0	0
chr21.9878728	chr21	9878728	*	0	0	0
chr21.9878748	chr21	9878748	*	0	0	0
chr21.9879239	chr21	9879239	*	10	30	70
chr21.9879270	chr21	9879270	*	10	60	40
chr21.9879278	chr21	9879278	*	10	90	10
chr21.9879433	chr21	9879433	*	67	73.134328358209	26.865671641791
chr21.9879438	chr21	9879438	*	67	73.134328358209	26.865671641791
chr21.9879449	chr21	9879449	*	67	0	100
chr21.9880072	chr21	9880072	*	267	58.8014981273408	41.1985018726592
chr21.9880095	chr21	9880095	*	77	57.1428571428571	42.8571428571429
chr21.9880112	chr21	9880112	*	267	36.3295880149813	63.6704119850187
chr21.9880234	chr21	9880234	*	295	62.3728813559322	37.6271186440678
chr21.9880241	chr21	9880241	*	295	53.5593220338983	46.4406779661017
chr21.9880252	chr21	9880252	*	295	36.6101694915254	63.3898305084746
chr21.9880263	chr21	9880263	*	295	13.8983050847458	86.1016949152542
chr21.9880272	chr21	9880272	*	314	49.6815286624204	50.3184713375796
chr21.9880318	chr21	9880318	*	19	89.4736842105263	10.5263157894737
chr21.9880933	chr21	9880933	*	11	27.2727272727273	72.7272727272727
chr21.9880973	chr21	9880973	*	11	18.1818181818182	81.8181818181818
chr21.9881116	chr21	9881116	*	15	26.6666666666667	73.3333333333333
chr21.9881138	chr21	9881138	*	15	26.6666666666667	73.3333333333333
chr21.9881161	chr21	9881161	*	15	33.3333333333333	66.6666666666667
chr21.9881830	chr21	9881830	*	11	100	0
chr21.9881835	chr21	9881835	*	11	63.6363636363636	36.3636363636364
chr21.9881837	chr21	9881837	*	11	90.9090909090909	9.09090909090909
chr21.9881840	chr21	9881840	*	11	63.6363636363636	36.3636363636364
chr21.9882012	chr21	9882012	*	0	0	0
chr21.9882015	chr21	9882015	*	0	0	0
chr21.9882048	chr21	9882048	*	204	49.0196078431373	50.9803921568627
chr21.9882051	chr21	9882051	*	205	24.390243902439	75.609756097561
chr21.9882066	chr21	9882066	*	252	55.952380952381	44.047619047619
chr21.9882072	chr21	9882072	*	254	56.2992125984252	43.7007874015748
chr21.9882080	chr21	9882080	*	254	55.5118110236221	44.4881889763779
chr21.9882095	chr21	9882095	*	254	80.3149606299213	19.6850393700787
chr21.9882100	chr21	9882100	*	49	97.9591836734694	2.04081632653061
chr21.9882110	chr21	9882110	*	49	93.8775510204082	6.12244897959184
chr21.9882113	chr21	9882113	*	172	92.4418604651163	7.55813953488372
chr21.9882118	chr21	9882118	*	123	93.4959349593496	6.50406504065041
chr21.9882147	chr21	9882147	*	123	74.7967479674797	25.2032520325203
chr21.9882164	chr21	9882164	*	433	85.2193995381062	14.7806004618938
chr21.9882201	chr21	9882201	*	312	5.12820512820513	94.8717948717949
chr21.9882210	chr21	9882210	*	38	2.63157894736842	97.3684210526316
chr21.9882218	chr21	9882218	*	38	15.7894736842105	84.2105263157895
chr21.9882226	chr21	9882226	*	38	2.63157894736842	97.3684210526316
chr21.9882246	chr21	9882246	*	38	13.1578947368421	86.8421052631579
chr21.9887370	chr21	9887370	*	132	33.3333333333333	66.6666666666667
chr21.9906578	chr21	9906578	*	188	13.8297872340426	86.1702127659574
chr21.9907170	chr21	9907170	*	0	0	0
chr21.9907202	chr21	9907202	*	0	0	0
chr21.9907967	chr21	9907967	*	0	0	0
chr21.9908009	chr21	9908009	*	0	0	0
chr21.9908125	chr21	9908125	*	0	0	0
chr21.9908148	chr21	9908148	*	0	0	0
chr21.9908338	chr21	9908338	*	395	33.4177215189873	66.5822784810127
chr21.9908425	chr21	9908425	*	356	21.3483146067416	78.6516853932584
chr21.9908475	chr21	9908475	*	354	16.6666666666667	83.3333333333333
chr21.9909015	chr21	9909015	*	28	64.2857142857143	35.7142857142857
chr21.9909021	chr21	9909021	*	28	50	50
chr21.9909027	chr21	9909027	*	28	53.5714285714286	46.4285714285714
chr21.9909204	chr21	9909204	*	25	92	8
chr21.9909208	chr21	9909208	*	25	72	28
chr21.9909210	chr21	9909210	*	24	75	25
chr21.9909217	chr21	9909217	*	25	52	48
chr21.9909249	chr21	9909249	*	25	32	68
chr21.9909268	chr21	9909268	*	0	0	0
chr21.9909273	chr21	9909273	*	0	0	0
chr21.9909450	chr21	9909450	*	15	40	60
chr21.9909491	chr21	9909491	*	15	40	60
chr21.9909697	chr21	9909697	*	0	0	0
chr21.9909700	chr21	9909700	*	0	0	0
chr21.9909714	chr21	9909714	*	0	0	0
chr21.9909737	chr21	9909737	*	0	0	0
chr21.9909863	chr21	9909863	*	82	84.1463414634146	15.8536585365854
chr21.9909866	chr21	9909866	*	82	82.9268292682927	17.0731707317073
chr21.9909892	chr21	9909892	*	82	68.2926829268293	31.7073170731707
chr21.9910169	chr21	9910169	*	28	10.7142857142857	89.2857142857143
chr21.9910192	chr21	9910192	*	274	36.8613138686131	63.1386861313869
chr21.9910217	chr21	9910217	*	247	85.4251012145749	14.5748987854251
chr21.9910228	chr21	9910228	*	247	76.1133603238866	23.8866396761134
chr21.9910350	chr21	9910350	*	388	30.9278350515464	69.0721649484536
chr21.9910499	chr21	9910499	*	0	0	0
chr21.9910529	chr21	9910529	*	0	0	0
chr21.9910547	chr21	9910547	*	204	45.5882352941176	54.4117647058823
chr21.9910627	chr21	9910627	*	187	25.1336898395722	74.8663101604278
chr21.9911633	chr21	9911633	*	0	0	0
chr21.9912328	chr21	9912328	*	152	86.8421052631579	13.1578947368421
chr21.9912335	chr21	9912335	*	155	69.0322580645161	30.9677419354839
chr21.9912343	chr21	9912343	*	155	85.8064516129032	14.1935483870968
chr21.9912347	chr21	9912347	*	155	83.8709677419355	16.1290322580645
chr21.9912354	chr21	9912354	*	155	87.741935483871	12.258064516129
chr21.9912385	chr21	9912385	*	138	65.2173913043478	34.7826086956522
chr21.9912404	chr21	9912404	*	138	81.1594202898551	18.8405797101449
chr21.9912410	chr21	9912410	*	136	52.2058823529412	47.7941176470588
chr21.9913589	chr21	9913589	*	49	55.1020408163265	44.8979591836735
chr21.9913613	chr21	9913613	*	49	73.469387755102	26.530612244898
chr21.9913629	chr21	9913629	*	49	65.3061224489796	34.6938775510204
chr21.9913712	chr21	9913712	*	481	33.2640332640333	66.7359667359667
chr21.9913738	chr21	9913738	*	0	0	0
chr21.9913766	chr21	9913766	*	137	34.3065693430657	65.6934306569343
chr21.9913769	chr21	9913769	*	137	17.5182481751825	82.4817518248175
chr21.9913799	chr21	9913799	*	68	55.8823529411765	44.1176470588235
chr21.9913833	chr21	9913833	*	327	53.2110091743119	46.7889908256881
chr21.9913849	chr21	9913849	*	306	44.4444444444444	55.5555555555556
chr21.9913885	chr21	9913885	*	347	44.3804034582133	55.6195965417867
chr21.9913890	chr21	9913890	*	347	42.9394812680115	57.0605187319885
chr21.9913936	chr21	9913936	*	348	48.2758620689655	51.7241379310345
chr21.9922572	chr21	9922572	*	0	0	0
chr21.9922579	chr21	9922579	*	0	0	0
chr21.9922704	chr21	9922704	*	0	0	0
chr21.9922710	chr21	9922710	*	0	0	0
chr21.9922713	chr21	9922713	*	0	0	0
chr21.9922720	chr21	9922720	*	0	0	0
chr21.9922736	chr21	9922736	*	0	0	0
chr21.9922744	chr21	9922744	*	0	0	0
