chrBase	chr	base	strand	coverage	freqC	freqT
chr21.9483491	chr21	9483491	*	53	86.7924528301887	13.2075471698113
chr21.9483494	chr21	9483494	*	53	100	0
chr21.9483496	chr21	9483496	*	53	100	0
chr21.9483512	chr21	9483512	*	0	0	0
chr21.9483515	chr21	9483515	*	0	0	0
chr21.9483518	chr21	9483518	*	0	0	0
chr21.9483521	chr21	9483521	*	0	0	0
chr21.9483523	chr21	9483523	*	0	0	0
chr21.9483535	chr21	9483535	*	0	0	0
chr21.9483573	chr21	9483573	*	105	95.2380952380952	4.76190476190476
chr21.9483576	chr21	9483576	*	105	95.2380952380952	4.76190476190476
chr21.9483579	chr21	9483579	*	105	92.3809523809524	7.61904761904762
chr21.9483581	chr21	9483581	*	105	98.0952380952381	1.9047619047619
chr21.9483599	chr21	9483599	*	105	100	0
chr21.9483602	chr21	9483602	*	105	94.2857142857143	5.71428571428571
chr21.9483621	chr21	9483621	*	115	29.5652173913043	70.4347826086957
chr21.9483637	chr21	9483637	*	12	0	100
chr21.9483640	chr21	9483640	*	12	100	0
chr21.9483643	chr21	9483643	*	12	91.6666666666667	8.33333333333333
chr21.9483660	chr21	9483660	*	12	50	50
chr21.9483663	chr21	9483663	*	12	100	0
chr21.9483666	chr21	9483666	*	12	100	0
chr21.9483668	chr21	9483668	*	12	100	0
chr21.9483728	chr21	9483728	*	25	72	28
chr21.9483731	chr21	9483731	*	25	96	4
chr21.9483733	chr21	9483733	*	25	100	0
chr21.9483751	chr21	9483751	*	25	100	0
chr21.9483754	chr21	9483754	*	25	100	0
chr21.9483756	chr21	9483756	*	25	100	0
chr21.9483768	chr21	9483768	*	25	100	0
chr21.9483773	chr21	9483773	*	25	100	0
chr21.9540128	chr21	9540128	*	139	8.63309352517986	91.3669064748201
chr21.9540174	chr21	9540174	*	195	10.2564102564103	89.7435897435898
chr21.9540219	chr21	9540219	*	56	0	100
chr21.9540282	chr21	9540282	*	36	0	100
chr21.9540320	chr21	9540320	*	36	13.8888888888889	86.1111111111111
chr21.9540324	chr21	9540324	*	95	14.7368421052632	85.2631578947368
chr21.9540330	chr21	9540330	*	95	5.26315789473684	94.7368421052632
chr21.9540372	chr21	9540372	*	59	0	100
chr21.9540739	chr21	9540739	*	0	0	0
chr21.9540742	chr21	9540742	*	0	0	0
chr21.9540763	chr21	9540763	*	0	0	0
chr21.9540771	chr21	9540771	*	0	0	0
chr21.9541149	chr21	9541149	*	25	0	100
chr21.9541171	chr21	9541171	*	37	5.40540540540541	94.5945945945946
chr21.9541212	chr21	9541212	*	12	8.33333333333333	91.6666666666667
chr21.9545015	chr21	9545015	*	216	0	100
chr21.9574704	chr21	9574704	*	28	0	100
chr21.9574716	chr21	9574716	*	28	0	100
chr21.9593701	chr21	9593701	*	16	0	100
chr21.9593781	chr21	9593781	*	94	0	100
chr21.9647763	chr21	9647763	*	70	87.1428571428571	12.8571428571429
chr21.9647766	chr21	9647766	*	70	40	60
chr21.9647779	chr21	9647779	*	70	71.4285714285714	28.5714285714286
chr21.9647787	chr21	9647787	*	70	65.7142857142857	34.2857142857143
chr21.9647867	chr21	9647867	*	431	58.7006960556845	41.2993039443155
chr21.9647873	chr21	9647873	*	431	27.6102088167053	72.3897911832947
chr21.9647876	chr21	9647876	*	431	45.707656612529	54.292343387471
chr21.9647880	chr21	9647880	*	431	35.7308584686775	64.2691415313225
chr21.9647890	chr21	9647890	*	132	26.5151515151515	73.4848484848485
chr21.9647903	chr21	9647903	*	143	18.8811188811189	81.1188811188811
chr21.9647924	chr21	9647924	*	11	0	100
chr21.9647941	chr21	9647941	*	204	2.45098039215686	97.5490196078431
chr21.9647974	chr21	9647974	*	379	0.263852242744063	99.7361477572559
chr21.9647997	chr21	9647997	*	183	3.82513661202186	96.1748633879781
chr21.9648024	chr21	9648024	*	182	3.84615384615385	96.1538461538462
chr21.9650410	chr21	9650410	*	0	0	0
chr21.9652867	chr21	9652867	*	47	0	100
chr21.9652926	chr21	9652926	*	0	0	0
chr21.9652937	chr21	9652937	*	0	0	0
chr21.9652972	chr21	9652972	*	0	0	0
chr21.9653101	chr21	9653101	*	195	24.6153846153846	75.3846153846154
chr21.9662046	chr21	9662046	*	44	0	100
chr21.9662054	chr21	9662054	*	44	0	100
chr21.9662060	chr21	9662060	*	44	0	100
chr21.9662072	chr21	9662072	*	44	0	100
chr21.9662084	chr21	9662084	*	44	0	100
chr21.9664821	chr21	9664821	*	184	0	100
chr21.9664867	chr21	9664867	*	35	0	100
chr21.9676591	chr21	9676591	*	0	0	0
chr21.9676609	chr21	9676609	*	0	0	0
chr21.9678294	chr21	9678294	*	0	0	0
chr21.9695485	chr21	9695485	*	130	0.769230769230769	99.2307692307692
chr21.9696110	chr21	9696110	*	11	0	100
chr21.9699571	chr21	9699571	*	17	0	100
chr21.9699585	chr21	9699585	*	18	5.55555555555556	94.4444444444444
chr21.9699607	chr21	9699607	*	18	11.1111111111111	88.8888888888889
chr21.9700244	chr21	9700244	*	39	0	100
chr21.9700274	chr21	9700274	*	49	40.8163265306122	59.1836734693878
chr21.9700296	chr21	9700296	*	10	70	30
chr21.9700320	chr21	9700320	*	10	0	100
chr21.9700395	chr21	9700395	*	0	0	0
chr21.9701263	chr21	9701263	*	173	1.73410404624277	98.2658959537572
chr21.9701281	chr21	9701281	*	173	0	100
chr21.9701496	chr21	9701496	*	226	0	100
chr21.9701527	chr21	9701527	*	225	0.444444444444444	99.5555555555556
chr21.9701531	chr21	9701531	*	226	2.65486725663717	97.3451327433628
chr21.9704093	chr21	9704093	*	0	0	0
chr21.9704111	chr21	9704111	*	0	0	0
chr21.9704137	chr21	9704137	*	0	0	0
chr21.9704143	chr21	9704143	*	0	0	0
chr21.9704243	chr21	9704243	*	19	42.1052631578947	57.8947368421053
chr21.9704246	chr21	9704246	*	19	31.5789473684211	68.4210526315789
chr21.9704263	chr21	9704263	*	19	73.6842105263158	26.3157894736842
chr21.9704269	chr21	9704269	*	19	47.3684210526316	52.6315789473684
chr21.9704272	chr21	9704272	*	19	94.7368421052632	5.26315789473684
chr21.9704275	chr21	9704275	*	19	84.2105263157895	15.7894736842105
chr21.9704292	chr21	9704292	*	19	94.7368421052632	5.26315789473684
chr21.9708838	chr21	9708838	*	93	1.0752688172043	98.9247311827957
chr21.9708881	chr21	9708881	*	93	2.1505376344086	97.8494623655914
chr21.9708883	chr21	9708883	*	93	0	100
chr21.9708895	chr21	9708895	*	108	2.77777777777778	97.2222222222222
chr21.9708936	chr21	9708936	*	109	1.8348623853211	98.1651376146789
chr21.9708939	chr21	9708939	*	109	22.0183486238532	77.9816513761468
chr21.9708982	chr21	9708982	*	23	17.3913043478261	82.6086956521739
chr21.9708995	chr21	9708995	*	23	39.1304347826087	60.8695652173913
chr21.9709006	chr21	9709006	*	23	39.1304347826087	60.8695652173913
chr21.9709019	chr21	9709019	*	23	47.8260869565217	52.1739130434783
chr21.9709141	chr21	9709141	*	52	0	100
chr21.9709149	chr21	9709149	*	52	13.4615384615385	86.5384615384615
chr21.9709161	chr21	9709161	*	52	42.3076923076923	57.6923076923077
chr21.9709173	chr21	9709173	*	52	90.3846153846154	9.61538461538462
chr21.9709175	chr21	9709175	*	52	96.1538461538462	3.84615384615385
chr21.9709187	chr21	9709187	*	50	98	2
chr21.9825532	chr21	9825532	*	52	44.2307692307692	55.7692307692308
chr21.9825539	chr21	9825539	*	166	15.6626506024096	84.3373493975904
chr21.9825546	chr21	9825546	*	115	21.7391304347826	78.2608695652174
chr21.9825550	chr21	9825550	*	116	20.6896551724138	79.3103448275862
chr21.9825698	chr21	9825698	*	285	64.5614035087719	35.4385964912281
chr21.9825702	chr21	9825702	*	285	78.5964912280702	21.4035087719298
chr21.9825704	chr21	9825704	*	186	76.8817204301075	23.1182795698925
chr21.9825711	chr21	9825711	*	266	69.5488721804511	30.4511278195489
chr21.9825714	chr21	9825714	*	176	70.4545454545455	29.5454545454545
chr21.9825716	chr21	9825716	*	176	77.2727272727273	22.7272727272727
chr21.9825718	chr21	9825718	*	197	77.6649746192893	22.3350253807107
chr21.9825730	chr21	9825730	*	274	51.4598540145985	48.5401459854015
chr21.9825741	chr21	9825741	*	208	39.9038461538462	60.0961538461538
chr21.9825746	chr21	9825746	*	207	58.4541062801932	41.5458937198068
chr21.9825748	chr21	9825748	*	198	56.5656565656566	43.4343434343434
chr21.9825757	chr21	9825757	*	270	48.8888888888889	51.1111111111111
chr21.9825769	chr21	9825769	*	419	69.9284009546539	30.0715990453461
chr21.9825901	chr21	9825901	*	0	0	0
chr21.9825903	chr21	9825903	*	0	0	0
chr21.9825905	chr21	9825905	*	0	0	0
chr21.9825911	chr21	9825911	*	0	0	0
chr21.9825914	chr21	9825914	*	0	0	0
chr21.9825917	chr21	9825917	*	0	0	0
chr21.9825920	chr21	9825920	*	0	0	0
chr21.9825931	chr21	9825931	*	0	0	0
chr21.9825933	chr21	9825933	*	0	0	0
chr21.9825935	chr21	9825935	*	0	0	0
chr21.9826033	chr21	9826033	*	0	0	0
chr21.9826037	chr21	9826037	*	0	0	0
chr21.9826047	chr21	9826047	*	0	0	0
chr21.9826057	chr21	9826057	*	0	0	0
chr21.9826062	chr21	9826062	*	0	0	0
chr21.9826070	chr21	9826070	*	0	0	0
chr21.9826075	chr21	9826075	*	0	0	0
chr21.9826080	chr21	9826080	*	174	78.1609195402299	21.8390804597701
chr21.9826083	chr21	9826083	*	174	77.0114942528736	22.9885057471264
chr21.9826085	chr21	9826085	*	167	73.0538922155689	26.9461077844311
chr21.9826092	chr21	9826092	*	228	73.2456140350877	26.7543859649123
chr21.9826098	chr21	9826098	*	240	82.9166666666667	17.0833333333333
chr21.9826103	chr21	9826103	*	240	74.5833333333333	25.4166666666667
chr21.9826291	chr21	9826291	*	0	0	0
chr21.9826295	chr21	9826295	*	0	0	0
chr21.9826306	chr21	9826306	*	0	0	0
chr21.9826311	chr21	9826311	*	152	51.9736842105263	48.0263157894737
chr21.9826325	chr21	9826325	*	311	43.4083601286174	56.5916398713826
chr21.9826330	chr21	9826330	*	362	46.9613259668508	53.0386740331492
chr21.9826338	chr21	9826338	*	358	34.3575418994413	65.6424581005587
chr21.9826344	chr21	9826344	*	412	77.6699029126214	22.3300970873786
chr21.9826348	chr21	9826348	*	404	72.029702970297	27.970297029703
chr21.9826350	chr21	9826350	*	403	74.9379652605459	25.0620347394541
chr21.9826358	chr21	9826358	*	329	77.5075987841945	22.4924012158055
chr21.9826472	chr21	9826472	*	0	0	0
chr21.9826476	chr21	9826476	*	0	0	0
chr21.9826483	chr21	9826483	*	0	0	0
chr21.9826491	chr21	9826491	*	200	72.5	27.5
chr21.9826495	chr21	9826495	*	83	84.3373493975904	15.6626506024096
chr21.9826545	chr21	9826545	*	0	0	0
chr21.9826552	chr21	9826552	*	0	0	0
chr21.9826554	chr21	9826554	*	395	79.2405063291139	20.7594936708861
chr21.9826559	chr21	9826559	*	398	76.3819095477387	23.6180904522613
chr21.9826566	chr21	9826566	*	398	73.3668341708543	26.6331658291457
chr21.9826570	chr21	9826570	*	399	62.1553884711779	37.844611528822
chr21.9826573	chr21	9826573	*	399	76.4411027568922	23.5588972431078
chr21.9826648	chr21	9826648	*	0	0	0
chr21.9826650	chr21	9826650	*	0	0	0
chr21.9826652	chr21	9826652	*	0	0	0
chr21.9826654	chr21	9826654	*	0	0	0
chr21.9826656	chr21	9826656	*	0	0	0
chr21.9826658	chr21	9826658	*	0	0	0
chr21.9826660	chr21	9826660	*	0	0	0
chr21.9826662	chr21	9826662	*	0	0	0
chr21.9826668	chr21	9826668	*	0	0	0
chr21.9826671	chr21	9826671	*	0	0	0
chr21.9826681	chr21	9826681	*	407	42.2604422604423	57.7395577395577
chr21.9826685	chr21	9826685	*	325	46.4615384615385	53.5384615384615
chr21.9826772	chr21	9826772	*	481	49.8960498960499	50.1039501039501
chr21.9826810	chr21	9826810	*	256	60.15625	39.84375
chr21.9826813	chr21	9826813	*	256	69.53125	30.46875
chr21.9826815	chr21	9826815	*	256	68.75	31.25
chr21.9826820	chr21	9826820	*	213	79.3427230046948	20.6572769953052
chr21.9826825	chr21	9826825	*	230	73.4782608695652	26.5217391304348
chr21.9826940	chr21	9826940	*	0	0	0
chr21.9826946	chr21	9826946	*	0	0	0
chr21.9826948	chr21	9826948	*	0	0	0
chr21.9827093	chr21	9827093	*	0	0	0
chr21.9827129	chr21	9827129	*	30	50	50
chr21.9827133	chr21	9827133	*	32	43.75	56.25
chr21.9827183	chr21	9827183	*	52	30.7692307692308	69.2307692307692
chr21.9827186	chr21	9827186	*	51	25.4901960784314	74.5098039215686
chr21.9827190	chr21	9827190	*	35	11.4285714285714	88.5714285714286
chr21.9827203	chr21	9827203	*	33	15.1515151515152	84.8484848484848
chr21.9827205	chr21	9827205	*	33	6.06060606060606	93.9393939393939
chr21.9827216	chr21	9827216	*	21	9.52380952380952	90.4761904761905
chr21.9827243	chr21	9827243	*	0	0	0
chr21.9827258	chr21	9827258	*	0	0	0
chr21.9827264	chr21	9827264	*	0	0	0
chr21.9827268	chr21	9827268	*	0	0	0
chr21.9827275	chr21	9827275	*	0	0	0
chr21.9827279	chr21	9827279	*	0	0	0
chr21.9827335	chr21	9827335	*	54	81.4814814814815	18.5185185185185
chr21.9827338	chr21	9827338	*	56	60.7142857142857	39.2857142857143
chr21.9827341	chr21	9827341	*	49	46.9387755102041	53.0612244897959
chr21.9827350	chr21	9827350	*	44	81.8181818181818	18.1818181818182
chr21.9827354	chr21	9827354	*	44	59.0909090909091	40.9090909090909
chr21.9827373	chr21	9827373	*	37	37.8378378378378	62.1621621621622
chr21.9827521	chr21	9827521	*	59	40.6779661016949	59.3220338983051
chr21.9827547	chr21	9827547	*	59	16.9491525423729	83.0508474576271
chr21.9829442	chr21	9829442	*	47	44.6808510638298	55.3191489361702
chr21.9829457	chr21	9829457	*	48	6.25	93.75
chr21.9829537	chr21	9829537	*	117	4.27350427350427	95.7264957264957
chr21.9830820	chr21	9830820	*	106	0	100
chr21.9846767	chr21	9846767	*	0	0	0
chr21.9846778	chr21	9846778	*	0	0	0
chr21.9856622	chr21	9856622	*	117	0	100
chr21.9868226	chr21	9868226	*	0	0	0
chr21.9876255	chr21	9876255	*	478	0.209205020920502	99.7907949790795
chr21.9876267	chr21	9876267	*	480	0.208333333333333	99.7916666666667
chr21.9876433	chr21	9876433	*	0	0	0
chr21.9876466	chr21	9876466	*	0	0	0
chr21.9876962	chr21	9876962	*	52	9.61538461538462	90.3846153846154
chr21.9876981	chr21	9876981	*	56	0	100
chr21.9876998	chr21	9876998	*	53	0	100
chr21.9877894	chr21	9877894	*	0	0	0
chr21.9877898	chr21	9877898	*	0	0	0
chr21.9877916	chr21	9877916	*	0	0	0
chr21.9877923	chr21	9877923	*	0	0	0
chr21.9877926	chr21	9877926	*	0	0	0
chr21.9877929	chr21	9877929	*	0	0	0
chr21.9877931	chr21	9877931	*	0	0	0
chr21.9878697	chr21	9878697	*	0	0	0
chr21.9878715	chr21	9878715	*	0	0	0
chr21.9878728	chr21	9878728	*	0	0	0
chr21.9878748	chr21	9878748	*	0	0	0
chr21.9879239	chr21	9879239	*	41	0	100
chr21.9879270	chr21	9879270	*	41	0	100
chr21.9879278	chr21	9879278	*	41	2.4390243902439	97.5609756097561
chr21.9879433	chr21	9879433	*	40	95	5
chr21.9879438	chr21	9879438	*	40	100	0
chr21.9879449	chr21	9879449	*	40	0	100
chr21.9880072	chr21	9880072	*	392	50.765306122449	49.234693877551
chr21.9880095	chr21	9880095	*	138	55.7971014492754	44.2028985507246
chr21.9880112	chr21	9880112	*	394	28.9340101522843	71.0659898477157
chr21.9880234	chr21	9880234	*	155	43.2258064516129	56.7741935483871
chr21.9880241	chr21	9880241	*	156	29.4871794871795	70.5128205128205
chr21.9880252	chr21	9880252	*	156	22.4358974358974	77.5641025641026
chr21.9880263	chr21	9880263	*	156	5.76923076923077	94.2307692307692
chr21.9880272	chr21	9880272	*	171	25.7309941520468	74.2690058479532
chr21.9880318	chr21	9880318	*	16	93.75	6.25
chr21.9880933	chr21	9880933	*	93	0	100
chr21.9880973	chr21	9880973	*	94	12.7659574468085	87.2340425531915
chr21.9881116	chr21	9881116	*	88	0	100
chr21.9881138	chr21	9881138	*	88	0	100
chr21.9881161	chr21	9881161	*	88	11.3636363636364	88.6363636363636
chr21.9881830	chr21	9881830	*	0	0	0
chr21.9881835	chr21	9881835	*	0	0	0
chr21.9881837	chr21	9881837	*	0	0	0
chr21.9881840	chr21	9881840	*	0	0	0
chr21.9882012	chr21	9882012	*	0	0	0
chr21.9882015	chr21	9882015	*	0	0	0
chr21.9882048	chr21	9882048	*	272	29.4117647058824	70.5882352941177
chr21.9882051	chr21	9882051	*	272	11.7647058823529	88.2352941176471
chr21.9882066	chr21	9882066	*	299	26.4214046822742	73.5785953177257
chr21.9882072	chr21	9882072	*	299	33.7792642140468	66.2207357859532
chr21.9882080	chr21	9882080	*	299	35.7859531772575	64.2140468227425
chr21.9882095	chr21	9882095	*	299	57.8595317725752	42.1404682274247
chr21.9882100	chr21	9882100	*	28	100	0
chr21.9882110	chr21	9882110	*	28	100	0
chr21.9882113	chr21	9882113	*	103	96.1165048543689	3.88349514563107
chr21.9882118	chr21	9882118	*	75	82.6666666666667	17.3333333333333
chr21.9882147	chr21	9882147	*	75	64	36
chr21.9882164	chr21	9882164	*	0	0	0
chr21.9882201	chr21	9882201	*	452	0.884955752212389	99.1150442477876
chr21.9882210	chr21	9882210	*	30	0	100
chr21.9882218	chr21	9882218	*	30	3.33333333333333	96.6666666666667
chr21.9882226	chr21	9882226	*	30	0	100
chr21.9882246	chr21	9882246	*	30	3.33333333333333	96.6666666666667
chr21.9887370	chr21	9887370	*	93	2.1505376344086	97.8494623655914
chr21.9906578	chr21	9906578	*	199	0.50251256281407	99.4974874371859
chr21.9907170	chr21	9907170	*	0	0	0
chr21.9907202	chr21	9907202	*	0	0	0
chr21.9907967	chr21	9907967	*	0	0	0
chr21.9908009	chr21	9908009	*	0	0	0
chr21.9908125	chr21	9908125	*	0	0	0
chr21.9908148	chr21	9908148	*	0	0	0
chr21.9908338	chr21	9908338	*	347	22.7665706051873	77.2334293948127
chr21.9908425	chr21	9908425	*	373	15.8176943699732	84.1823056300268
chr21.9908475	chr21	9908475	*	373	10.9919571045576	89.0080428954424
chr21.9909015	chr21	9909015	*	354	36.7231638418079	63.2768361581921
chr21.9909021	chr21	9909021	*	361	20.7756232686981	79.2243767313019
chr21.9909027	chr21	9909027	*	361	21.0526315789474	78.9473684210526
chr21.9909204	chr21	9909204	*	163	22.0858895705521	77.9141104294479
chr21.9909208	chr21	9909208	*	164	23.780487804878	76.219512195122
chr21.9909210	chr21	9909210	*	164	20.1219512195122	79.8780487804878
chr21.9909217	chr21	9909217	*	164	18.9024390243902	81.0975609756098
chr21.9909249	chr21	9909249	*	233	20.6008583690987	79.3991416309013
chr21.9909268	chr21	9909268	*	72	27.7777777777778	72.2222222222222
chr21.9909273	chr21	9909273	*	73	20.5479452054795	79.4520547945205
chr21.9909450	chr21	9909450	*	269	13.3828996282528	86.6171003717472
chr21.9909491	chr21	9909491	*	268	24.6268656716418	75.3731343283582
chr21.9909697	chr21	9909697	*	0	0	0
chr21.9909700	chr21	9909700	*	0	0	0
chr21.9909714	chr21	9909714	*	0	0	0
chr21.9909737	chr21	9909737	*	10	100	0
chr21.9909863	chr21	9909863	*	60	88.3333333333333	11.6666666666667
chr21.9909866	chr21	9909866	*	60	100	0
chr21.9909892	chr21	9909892	*	58	1.72413793103448	98.2758620689655
chr21.9910169	chr21	9910169	*	190	10	90
chr21.9910192	chr21	9910192	*	0	0	0
chr21.9910217	chr21	9910217	*	324	64.1975308641975	35.8024691358025
chr21.9910228	chr21	9910228	*	324	52.4691358024691	47.5308641975309
chr21.9910350	chr21	9910350	*	441	14.0589569160998	85.9410430839002
chr21.9910499	chr21	9910499	*	0	0	0
chr21.9910529	chr21	9910529	*	0	0	0
chr21.9910547	chr21	9910547	*	132	23.4848484848485	76.5151515151515
chr21.9910627	chr21	9910627	*	104	32.6923076923077	67.3076923076923
chr21.9911633	chr21	9911633	*	0	0	0
chr21.9912328	chr21	9912328	*	73	80.8219178082192	19.1780821917808
chr21.9912335	chr21	9912335	*	74	27.027027027027	72.972972972973
chr21.9912343	chr21	9912343	*	74	45.945945945946	54.0540540540541
chr21.9912347	chr21	9912347	*	74	58.1081081081081	41.8918918918919
chr21.9912354	chr21	9912354	*	74	64.8648648648649	35.1351351351351
chr21.9912385	chr21	9912385	*	75	57.3333333333333	42.6666666666667
chr21.9912404	chr21	9912404	*	75	50.6666666666667	49.3333333333333
chr21.9912410	chr21	9912410	*	74	50	50
chr21.9913589	chr21	9913589	*	62	30.6451612903226	69.3548387096774
chr21.9913613	chr21	9913613	*	62	32.258064516129	67.741935483871
chr21.9913629	chr21	9913629	*	62	38.7096774193548	61.2903225806452
chr21.9913712	chr21	9913712	*	0	0	0
chr21.9913738	chr21	9913738	*	0	0	0
chr21.9913766	chr21	9913766	*	100	25	75
chr21.9913769	chr21	9913769	*	100	2	98
chr21.9913799	chr21	9913799	*	80	42.5	57.5
chr21.9913833	chr21	9913833	*	234	45.7264957264957	54.2735042735043
chr21.9913849	chr21	9913849	*	198	40.4040404040404	59.5959595959596
chr21.9913885	chr21	9913885	*	249	41.3654618473896	58.6345381526104
chr21.9913890	chr21	9913890	*	252	38.0952380952381	61.9047619047619
chr21.9913936	chr21	9913936	*	250	24	76
chr21.9922572	chr21	9922572	*	0	0	0
chr21.9922579	chr21	9922579	*	0	0	0
chr21.9922704	chr21	9922704	*	0	0	0
chr21.9922710	chr21	9922710	*	0	0	0
chr21.9922713	chr21	9922713	*	0	0	0
chr21.9922720	chr21	9922720	*	0	0	0
chr21.9922736	chr21	9922736	*	0	0	0
chr21.9922744	chr21	9922744	*	0	0	0
chr21.9925249	chr21	9925249	*	0	0	0
chr21.9925600	chr21	9925600	*	0	0	0
chr21.9925618	chr21	9925618	*	0	0	0
chr21.9925628	chr21	9925628	*	0	0	0
chr21.9925634	chr21	9925634	*	0	0	0
chr21.9926528	chr21	9926528	*	0	0	0
chr21.9926536	chr21	9926536	*	0	0	0
chr21.9926539	chr21	9926539	*	0	0	0
chr21.9926547	chr21	9926547	*	0	0	0
chr21.9926559	chr21	9926559	*	0	0	0
chr21.9926563	chr21	9926563	*	0	0	0
chr21.9926567	chr21	9926567	*	0	0	0
chr21.9926585	chr21	9926585	*	20	85	15
chr21.9926594	chr21	9926594	*	20	80	20
chr21.9926601	chr21	9926601	*	22	0	100
chr21.9926626	chr21	9926626	*	58	36.2068965517241	63.7931034482759
chr21.9926631	chr21	9926631	*	38	97.3684210526316	2.63157894736842
chr21.9926633	chr21	9926633	*	38	100	0
chr21.9926653	chr21	9926653	*	168	86.3095238095238	13.6904761904762
chr21.9926673	chr21	9926673	*	130	94.6153846153846	5.38461538461539
chr21.9926682	chr21	9926682	*	130	96.1538461538462	3.84615384615385
chr21.9926684	chr21	9926684	*	130	100	0
chr21.9926686	chr21	9926686	*	130	92.3076923076923	7.69230769230769
chr21.9926693	chr21	9926693	*	90	73.3333333333333	26.6666666666667
chr21.9926701	chr21	9926701	*	130	67.6923076923077	32.3076923076923
chr21.9926882	chr21	9926882	*	0	0	0
chr21.9926886	chr21	9926886	*	11	36.3636363636364	63.6363636363636
