chrBase	chr	base	strand	coverage	freqC	freqT
chr21.43143375	chr21	43143375	R	41	92.68	7.32
chr21.43143404	chr21	43143404	R	47	97.87	2.13
chr21.43143410	chr21	43143410	R	47	100	0
chr21.43143413	chr21	43143413	R	47	95.74	4.26
chr21.43143413	chr21	43143413	F	10	100	0
chr21.43143712	chr21	43143712	F	37	100	0
chr21.43143740	chr21	43143740	F	37	78.38	21.62
chr21.43143901	chr21	43143901	R	34	100	0
chr21.43143901	chr21	43143901	F	54	100	0
chr21.43144101	chr21	43144101	F	35	8.57	91.43
chr21.43144109	chr21	43144109	F	35	2.86	97.14
chr21.43144111	chr21	43144111	F	35	5.71	94.29
chr21.43144119	chr21	43144119	F	34	2.94	97.06
chr21.43144174	chr21	43144174	R	21	4.76	95.24
chr21.43144215	chr21	43144215	R	54	29.63	70.37
chr21.43144251	chr21	43144251	F	42	23.81	76.19
chr21.43144291	chr21	43144291	F	17	82.35	17.65
chr21.43144366	chr21	43144366	R	12	91.67	8.33
chr21.43144392	chr21	43144392	R	12	100	0
chr21.43145168	chr21	43145168	R	40	92.5	7.5
chr21.43145207	chr21	43145207	R	65	100	0
chr21.43145311	chr21	43145311	R	46	91.3	8.7
chr21.43145348	chr21	43145348	R	55	96.36	3.64
chr21.43145820	chr21	43145820	F	13	100	0
chr21.43146356	chr21	43146356	F	26	88.46	11.54
chr21.43146400	chr21	43146400	F	10	100	0
chr21.43147063	chr21	43147063	R	12	100	0
chr21.43147079	chr21	43147079	R	12	100	0
chr21.43147835	chr21	43147835	R	16	100	0
chr21.43147852	chr21	43147852	R	17	88.24	11.76
chr21.43147855	chr21	43147855	R	17	100	0
chr21.43147858	chr21	43147858	R	17	100	0
chr21.43152864	chr21	43152864	F	135	97.04	2.96
chr21.43152882	chr21	43152882	F	131	98.47	1.53
chr21.43152890	chr21	43152890	F	134	95.52	4.48
chr21.43152921	chr21	43152921	R	12	83.33	16.67
chr21.43152933	chr21	43152933	R	28	100	0
chr21.43152942	chr21	43152942	R	30	100	0
chr21.43152946	chr21	43152946	R	30	93.33	6.67
chr21.43152955	chr21	43152955	R	30	93.33	6.67
chr21.43153669	chr21	43153669	R	28	100	0
chr21.43153678	chr21	43153678	F	45	97.78	2.22
chr21.43153678	chr21	43153678	R	28	100	0
chr21.43153702	chr21	43153702	F	44	93.18	6.82
chr21.43153758	chr21	43153758	R	22	95.45	4.55
chr21.43153760	chr21	43153760	R	22	95.45	4.55
chr21.43153767	chr21	43153767	F	12	100	0
chr21.43153767	chr21	43153767	R	22	100	0
chr21.43153773	chr21	43153773	F	19	36.84	63.16
chr21.43153779	chr21	43153779	F	19	94.74	5.26
chr21.43153788	chr21	43153788	F	19	100	0
chr21.43153797	chr21	43153797	F	16	100	0
chr21.43153868	chr21	43153868	R	26	84.62	15.38
chr21.43153890	chr21	43153890	R	34	94.12	5.88
chr21.43153903	chr21	43153903	R	34	100	0
chr21.43154317	chr21	43154317	R	15	80	20
chr21.43154349	chr21	43154349	R	16	100	0
chr21.43155158	chr21	43155158	F	10	90	10
chr21.43156066	chr21	43156066	F	37	100	0
chr21.43156081	chr21	43156081	F	36	97.22	2.78
chr21.43156390	chr21	43156390	R	21	95.24	4.76
chr21.43156417	chr21	43156417	R	67	89.55	10.45
chr21.43156432	chr21	43156432	R	60	91.67	8.33
chr21.43156978	chr21	43156978	R	23	69.57	30.43
chr21.43157007	chr21	43157007	R	23	100	0
chr21.43158729	chr21	43158729	F	26	92.31	7.69
chr21.43158769	chr21	43158769	F	14	100	0
chr21.43158865	chr21	43158865	R	20	100	0
chr21.43166040	chr21	43166040	F	13	100	0
chr21.43166048	chr21	43166048	F	13	100	0
chr21.43166056	chr21	43166056	F	13	100	0
chr21.43166070	chr21	43166070	F	10	100	0
chr21.43166072	chr21	43166072	F	10	100	0
chr21.43167977	chr21	43167977	R	22	100	0
chr21.43168007	chr21	43168007	R	24	100	0
chr21.43172083	chr21	43172083	F	28	0	100
chr21.43172121	chr21	43172121	F	26	0	100
chr21.43172123	chr21	43172123	F	25	0	100
chr21.43172181	chr21	43172181	R	29	0	100
chr21.43172188	chr21	43172188	R	23	0	100
chr21.43172211	chr21	43172211	R	35	0	100
chr21.43172217	chr21	43172217	R	35	0	100
chr21.43172221	chr21	43172221	R	36	0	100
chr21.43172432	chr21	43172432	R	50	0	100
chr21.43172440	chr21	43172440	R	57	0	100
chr21.43172443	chr21	43172443	R	55	0	100
chr21.43172452	chr21	43172452	R	57	0	100
chr21.43172464	chr21	43172464	R	57	0	100
chr21.43172474	chr21	43172474	R	57	0	100
chr21.43172735	chr21	43172735	F	19	0	100
chr21.43172739	chr21	43172739	F	20	0	100
chr21.43172745	chr21	43172745	F	20	0	100
chr21.43172752	chr21	43172752	F	17	0	100
chr21.43172758	chr21	43172758	F	18	0	100
chr21.43172761	chr21	43172761	F	15	0	100
chr21.43172803	chr21	43172803	R	14	0	100
chr21.43172822	chr21	43172822	R	50	0	100
chr21.43172840	chr21	43172840	R	51	0	100
chr21.43172847	chr21	43172847	R	51	0	100
chr21.43173074	chr21	43173074	F	35	0	100
chr21.43173081	chr21	43173081	F	35	0	100
chr21.43173106	chr21	43173106	F	28	0	100
chr21.43173631	chr21	43173631	R	26	84.62	15.38
chr21.43173637	chr21	43173637	R	27	96.3	3.7
chr21.43173657	chr21	43173657	R	28	75	25
chr21.43179204	chr21	43179204	F	10	100	0
chr21.43186180	chr21	43186180	F	55	0	100
chr21.43186188	chr21	43186188	F	71	0	100
chr21.43186194	chr21	43186194	F	72	0	100
chr21.43186221	chr21	43186221	F	42	0	100
chr21.43186278	chr21	43186278	R	10	0	100
chr21.43186288	chr21	43186288	R	11	0	100
chr21.43186305	chr21	43186305	R	13	0	100
chr21.43186330	chr21	43186330	R	14	0	100
chr21.43186335	chr21	43186335	F	40	0	100
chr21.43186335	chr21	43186335	R	14	0	100
chr21.43186340	chr21	43186340	F	40	0	100
chr21.43186378	chr21	43186378	F	31	0	100
chr21.43186380	chr21	43186380	F	27	0	100
chr21.43186382	chr21	43186382	F	15	0	100
chr21.43186523	chr21	43186523	R	14	0	100
chr21.43186534	chr21	43186534	R	15	0	100
chr21.43186543	chr21	43186543	R	15	0	100
chr21.43186548	chr21	43186548	F	81	0	100
chr21.43186548	chr21	43186548	R	15	0	100
chr21.43186553	chr21	43186553	F	81	0	100
chr21.43186590	chr21	43186590	F	27	0	100
chr21.43186592	chr21	43186592	F	11	0	100
chr21.43186606	chr21	43186606	R	21	0	100
chr21.43186628	chr21	43186628	R	25	0	100
chr21.43186630	chr21	43186630	R	24	0	100
chr21.43186646	chr21	43186646	R	25	0	100
chr21.43186646	chr21	43186646	F	92	0	100
chr21.43186656	chr21	43186656	F	92	0	100
chr21.43186658	chr21	43186658	F	92	0	100
chr21.43186669	chr21	43186669	F	88	0	100
chr21.43186683	chr21	43186683	F	60	0	100
chr21.43186692	chr21	43186692	F	13	0	100
chr21.43187109	chr21	43187109	F	20	0	100
chr21.43187113	chr21	43187113	F	20	0	100
chr21.43187115	chr21	43187115	F	20	0	100
chr21.43189586	chr21	43189586	R	17	100	0
chr21.43189614	chr21	43189614	R	31	100	0
chr21.43189619	chr21	43189619	R	30	100	0
chr21.43189621	chr21	43189621	R	31	100	0
chr21.43189625	chr21	43189625	R	31	96.77	3.23
chr21.43189625	chr21	43189625	F	10	100	0
chr21.43198321	chr21	43198321	F	24	100	0
chr21.43202180	chr21	43202180	R	11	100	0
chr21.43206599	chr21	43206599	F	67	100	0
chr21.43206610	chr21	43206610	F	67	100	0
chr21.43207916	chr21	43207916	R	24	100	0
chr21.43212811	chr21	43212811	F	22	100	0
chr21.43212890	chr21	43212890	R	17	82.35	17.65
chr21.43212896	chr21	43212896	R	17	82.35	17.65
chr21.43212901	chr21	43212901	F	37	94.59	5.41
chr21.43212901	chr21	43212901	R	17	100	0
chr21.43216217	chr21	43216217	R	13	76.92	23.08
chr21.43216226	chr21	43216226	R	13	92.31	7.69
chr21.43216241	chr21	43216241	R	12	91.67	8.33
chr21.43216322	chr21	43216322	R	20	90	10
chr21.43216362	chr21	43216362	R	24	100	0
chr21.43218369	chr21	43218369	R	11	100	0
chr21.43218419	chr21	43218419	F	33	93.94	6.06
chr21.43218482	chr21	43218482	R	32	100	0
chr21.43218486	chr21	43218486	R	33	93.94	6.06
chr21.43218505	chr21	43218505	R	34	100	0
chr21.43220194	chr21	43220194	R	16	56.25	43.75
chr21.43220214	chr21	43220214	R	18	94.44	5.56
chr21.43220224	chr21	43220224	R	18	77.78	22.22
chr21.43220226	chr21	43220226	R	18	94.44	5.56
chr21.43220230	chr21	43220230	R	18	100	0
chr21.43223999	chr21	43223999	F	24	95.83	4.17
chr21.43225593	chr21	43225593	R	10	100	0
chr21.43225598	chr21	43225598	R	12	91.67	8.33
chr21.43225627	chr21	43225627	R	12	100	0
chr21.43225766	chr21	43225766	F	17	100	0
chr21.43225774	chr21	43225774	F	17	100	0
chr21.43227393	chr21	43227393	F	16	75	25
chr21.43227415	chr21	43227415	F	16	100	0
chr21.43227419	chr21	43227419	F	15	100	0
chr21.43231287	chr21	43231287	F	20	45	55
chr21.43231297	chr21	43231297	F	17	100	0
chr21.43231301	chr21	43231301	F	16	100	0
chr21.43231653	chr21	43231653	R	15	80	20
chr21.43231662	chr21	43231662	R	15	100	0
chr21.43234491	chr21	43234491	F	69	100	0
chr21.43239956	chr21	43239956	F	11	100	0
chr21.43239970	chr21	43239970	F	10	100	0
chr21.43240080	chr21	43240080	R	16	100	0
chr21.43248941	chr21	43248941	F	13	100	0
chr21.43248945	chr21	43248945	F	13	92.31	7.69
chr21.43248950	chr21	43248950	F	13	92.31	7.69
chr21.43248966	chr21	43248966	F	11	100	0
chr21.43248999	chr21	43248999	R	25	100	0
chr21.43249005	chr21	43249005	R	36	100	0
chr21.43249029	chr21	43249029	R	51	96.08	3.92
chr21.43249034	chr21	43249034	R	51	96.08	3.92
chr21.43249045	chr21	43249045	R	51	100	0
chr21.43250756	chr21	43250756	R	10	90	10
chr21.43252900	chr21	43252900	F	11	100	0
chr21.43258312	chr21	43258312	R	11	100	0
chr21.43258330	chr21	43258330	R	11	100	0
chr21.43264961	chr21	43264961	R	34	100	0
chr21.43267022	chr21	43267022	F	48	64.58	35.42
chr21.43267039	chr21	43267039	F	25	52	48
chr21.43267376	chr21	43267376	F	36	0	100
chr21.43267399	chr21	43267399	F	35	0	100
chr21.43267406	chr21	43267406	F	35	0	100
chr21.43267412	chr21	43267412	F	26	0	100
chr21.43267414	chr21	43267414	F	29	0	100
chr21.43267583	chr21	43267583	F	16	0	100
chr21.43267590	chr21	43267590	F	16	0	100
chr21.43267596	chr21	43267596	F	16	0	100
chr21.43267612	chr21	43267612	F	12	0	100
chr21.43267623	chr21	43267623	F	10	0	100
chr21.43267637	chr21	43267637	R	11	0	100
chr21.43267640	chr21	43267640	R	21	0	100
chr21.43267642	chr21	43267642	R	21	0	100
chr21.43267654	chr21	43267654	R	25	0	100
chr21.43267661	chr21	43267661	R	25	0	100
chr21.43267667	chr21	43267667	F	12	0	100
chr21.43267667	chr21	43267667	R	25	0	100
chr21.43267677	chr21	43267677	F	12	0	100
chr21.43267965	chr21	43267965	F	18	0	100
chr21.43267968	chr21	43267968	F	18	0	100
chr21.43267977	chr21	43267977	F	18	0	100
chr21.43267985	chr21	43267985	F	18	0	100
chr21.43267996	chr21	43267996	F	14	0	100
chr21.43267999	chr21	43267999	F	10	0	100
chr21.43268055	chr21	43268055	R	17	0	100
chr21.43268067	chr21	43268067	R	19	0	100
chr21.43268082	chr21	43268082	F	19	0	100
chr21.43268082	chr21	43268082	R	21	0	100
chr21.43268085	chr21	43268085	F	19	0	100
chr21.43268087	chr21	43268087	F	19	0	100
chr21.43268093	chr21	43268093	F	19	0	100
chr21.43268095	chr21	43268095	F	19	0	100
chr21.43268336	chr21	43268336	R	12	0	100
chr21.43268338	chr21	43268338	R	13	0	100
chr21.43268344	chr21	43268344	R	14	0	100
chr21.43268346	chr21	43268346	R	14	0	100
chr21.43268361	chr21	43268361	R	14	0	100
chr21.43268475	chr21	43268475	R	25	0	100
chr21.43268482	chr21	43268482	R	30	0	100
chr21.43268494	chr21	43268494	R	31	0	100
chr21.43268507	chr21	43268507	R	31	0	100
chr21.43268654	chr21	43268654	F	19	0	100
chr21.43268669	chr21	43268669	F	19	0	100
chr21.43268817	chr21	43268817	R	10	0	100
chr21.43268822	chr21	43268822	R	13	0	100
chr21.43268828	chr21	43268828	R	14	0	100
chr21.43268839	chr21	43268839	R	14	0	100
chr21.43268848	chr21	43268848	R	14	0	100
chr21.43268856	chr21	43268856	R	14	0	100
chr21.43278809	chr21	43278809	F	29	96.55	3.45
chr21.43278834	chr21	43278834	F	28	100	0
chr21.43278899	chr21	43278899	R	30	93.33	6.67
chr21.43292953	chr21	43292953	R	26	100	0
chr21.43294677	chr21	43294677	R	25	0	100
chr21.43296173	chr21	43296173	R	15	93.33	6.67
chr21.43296187	chr21	43296187	R	15	86.67	13.33
chr21.43296187	chr21	43296187	F	11	100	0
chr21.43296213	chr21	43296213	F	11	81.82	18.18
chr21.43296434	chr21	43296434	R	26	100	0
chr21.43302673	chr21	43302673	F	18	100	0
chr21.43302703	chr21	43302703	F	16	100	0
chr21.43304617	chr21	43304617	F	44	50	50
chr21.43304770	chr21	43304770	R	57	100	0
chr21.43304805	chr21	43304805	R	49	100	0
chr21.43309498	chr21	43309498	R	33	100	0
chr21.43309508	chr21	43309508	R	34	100	0
chr21.43309508	chr21	43309508	F	16	93.75	6.25
chr21.43311994	chr21	43311994	F	23	100	0
chr21.43312000	chr21	43312000	F	23	100	0
chr21.43312006	chr21	43312006	F	23	100	0
chr21.43315064	chr21	43315064	R	13	100	0
chr21.43315066	chr21	43315066	R	11	81.82	18.18
chr21.43315069	chr21	43315069	R	13	100	0
chr21.43315083	chr21	43315083	R	14	78.57	21.43
chr21.43315093	chr21	43315093	R	14	85.71	14.29
chr21.43321972	chr21	43321972	F	40	100	0
chr21.43322016	chr21	43322016	F	11	100	0
chr21.43330104	chr21	43330104	F	24	100	0
chr21.43331726	chr21	43331726	F	42	100	0
chr21.43331726	chr21	43331726	R	23	100	0
chr21.43331737	chr21	43331737	F	42	100	0
chr21.43331760	chr21	43331760	F	39	100	0
chr21.43331910	chr21	43331910	R	34	100	0
chr21.43332002	chr21	43332002	R	28	92.86	7.14
chr21.43332011	chr21	43332011	R	29	96.55	3.45
chr21.43332030	chr21	43332030	R	29	100	0
chr21.43332035	chr21	43332035	F	13	100	0
chr21.43332035	chr21	43332035	R	29	100	0
chr21.43332654	chr21	43332654	F	38	94.74	5.26
chr21.43332698	chr21	43332698	F	24	95.83	4.17
chr21.43332779	chr21	43332779	F	34	97.06	2.94
chr21.43332782	chr21	43332782	F	34	88.24	11.76
chr21.43332788	chr21	43332788	F	32	96.88	3.12
chr21.43332811	chr21	43332811	F	21	100	0
chr21.43332875	chr21	43332875	R	17	94.12	5.88
chr21.43333766	chr21	43333766	F	12	100	0
chr21.43333944	chr21	43333944	R	11	72.73	27.27
chr21.43333950	chr21	43333950	R	11	100	0
chr21.43334884	chr21	43334884	F	31	96.77	3.23
chr21.43334889	chr21	43334889	F	31	100	0
chr21.43334903	chr21	43334903	F	31	100	0
chr21.43334987	chr21	43334987	R	162	100	0
chr21.43335567	chr21	43335567	F	12	58.33	41.67
chr21.43337826	chr21	43337826	F	21	47.62	52.38
chr21.43337898	chr21	43337898	R	13	7.69	92.31
chr21.43347053	chr21	43347053	F	43	97.67	2.33
chr21.43347072	chr21	43347072	F	43	95.35	4.65
chr21.43347082	chr21	43347082	F	41	100	0
chr21.43347088	chr21	43347088	F	40	97.5	2.5
chr21.43347135	chr21	43347135	R	10	100	0
chr21.43347151	chr21	43347151	R	10	100	0
chr21.43347730	chr21	43347730	F	18	100	0
chr21.43347765	chr21	43347765	R	10	100	0
chr21.43348298	chr21	43348298	R	13	100	0
chr21.43348301	chr21	43348301	R	13	100	0
chr21.43348327	chr21	43348327	R	13	76.92	23.08
chr21.43348327	chr21	43348327	F	42	90.48	9.52
chr21.43348358	chr21	43348358	F	40	57.5	42.5
chr21.43348461	chr21	43348461	R	12	100	0
chr21.43349501	chr21	43349501	F	15	100	0
chr21.43349509	chr21	43349509	F	16	75	25
chr21.43349699	chr21	43349699	F	62	93.55	6.45
chr21.43349958	chr21	43349958	R	11	90.91	9.09
chr21.43350410	chr21	43350410	F	55	100	0
chr21.43350424	chr21	43350424	F	55	94.55	5.45
chr21.43350509	chr21	43350509	R	33	100	0
chr21.43350530	chr21	43350530	F	73	97.26	2.74
chr21.43350546	chr21	43350546	F	73	94.52	5.48
chr21.43350548	chr21	43350548	F	72	100	0
chr21.43350576	chr21	43350576	F	36	86.11	13.89
chr21.43351162	chr21	43351162	R	12	100	0
chr21.43351162	chr21	43351162	F	42	97.62	2.38
chr21.43351193	chr21	43351193	F	30	90	10
chr21.43351224	chr21	43351224	R	92	97.83	2.17
chr21.43351226	chr21	43351226	R	90	100	0
chr21.43351243	chr21	43351243	R	95	98.95	1.05
chr21.43351255	chr21	43351255	R	95	100	0
chr21.43351366	chr21	43351366	R	36	100	0
chr21.43351380	chr21	43351380	R	36	97.22	2.78
chr21.43351849	chr21	43351849	F	11	100	0
chr21.43351875	chr21	43351875	F	11	81.82	18.18
chr21.43352055	chr21	43352055	F	51	100	0
chr21.43352065	chr21	43352065	F	51	100	0
chr21.43352090	chr21	43352090	F	10	80	20
chr21.43352208	chr21	43352208	F	23	100	0
chr21.43352239	chr21	43352239	F	23	86.96	13.04
chr21.43352330	chr21	43352330	R	12	75	25
chr21.43352388	chr21	43352388	F	13	100	0
chr21.43352392	chr21	43352392	F	13	100	0
chr21.43352396	chr21	43352396	F	13	100	0
chr21.43352419	chr21	43352419	F	13	92.31	7.69
chr21.43352503	chr21	43352503	R	16	100	0
chr21.43352511	chr21	43352511	R	16	93.75	6.25
chr21.43352524	chr21	43352524	R	16	87.5	12.5
chr21.43353069	chr21	43353069	R	11	100	0
chr21.43353091	chr21	43353091	F	52	98.08	1.92
chr21.43353091	chr21	43353091	R	11	100	0
chr21.43353101	chr21	43353101	F	51	98.04	1.96
chr21.43353113	chr21	43353113	F	52	80.77	19.23
chr21.43353123	chr21	43353123	F	45	93.33	6.67
chr21.43353182	chr21	43353182	F	10	0	100
chr21.43353250	chr21	43353250	R	16	100	0
chr21.43355864	chr21	43355864	R	17	94.12	5.88
chr21.43356111	chr21	43356111	F	22	100	0
chr21.43356124	chr21	43356124	F	22	86.36	13.64
chr21.43356132	chr21	43356132	F	21	95.24	4.76
chr21.43356147	chr21	43356147	F	20	100	0
chr21.43356182	chr21	43356182	R	35	94.29	5.71
chr21.43356198	chr21	43356198	R	43	88.37	11.63
chr21.43356216	chr21	43356216	R	43	100	0
chr21.43356868	chr21	43356868	F	20	70	30
chr21.43356875	chr21	43356875	F	20	85	15
chr21.43356898	chr21	43356898	F	20	100	0
chr21.43356905	chr21	43356905	F	19	94.74	5.26
chr21.43357001	chr21	43357001	R	36	83.33	16.67
chr21.43357032	chr21	43357032	R	36	100	0
chr21.43357814	chr21	43357814	F	16	93.75	6.25
chr21.43357838	chr21	43357838	F	15	100	0
chr21.43357915	chr21	43357915	R	18	100	0
chr21.43357943	chr21	43357943	R	18	83.33	16.67
chr21.43358963	chr21	43358963	F	58	100	0
chr21.43359102	chr21	43359102	R	16	100	0
chr21.43359105	chr21	43359105	R	17	64.71	35.29
chr21.43359140	chr21	43359140	R	28	100	0
chr21.43359170	chr21	43359170	F	14	92.86	7.14
chr21.43359178	chr21	43359178	F	14	100	0
chr21.43359236	chr21	43359236	R	62	66.13	33.87
chr21.43359274	chr21	43359274	R	67	98.51	1.49
chr21.43359351	chr21	43359351	R	10	90	10
chr21.43360442	chr21	43360442	F	36	100	0
chr21.43360452	chr21	43360452	F	36	86.11	13.89
chr21.43360470	chr21	43360470	F	36	72.22	27.78
chr21.43360490	chr21	43360490	F	15	100	0
chr21.43360576	chr21	43360576	R	59	100	0
chr21.43360580	chr21	43360580	R	73	100	0
chr21.43360621	chr21	43360621	F	16	100	0
chr21.43360621	chr21	43360621	R	102	94.12	5.88
chr21.43361400	chr21	43361400	R	12	100	0
chr21.43362895	chr21	43362895	F	59	91.53	8.47
chr21.43363042	chr21	43363042	R	16	56.25	43.75
chr21.43363045	chr21	43363045	R	15	100	0
chr21.43363045	chr21	43363045	F	16	93.75	6.25
chr21.43363070	chr21	43363070	F	16	68.75	31.25
chr21.43365239	chr21	43365239	F	20	85	15
chr21.43365405	chr21	43365405	R	12	100	0
chr21.43365416	chr21	43365416	R	21	100	0
chr21.43365436	chr21	43365436	R	26	100	0
chr21.43365451	chr21	43365451	F	17	52.94	47.06
chr21.43365451	chr21	43365451	R	26	100	0
chr21.43365468	chr21	43365468	F	18	100	0
chr21.43366445	chr21	43366445	F	70	88.57	11.43
