chrBase	chr	base	strand	coverage	freqC	freqT
chr21.43044883	chr21	43044883	F	17	76.47	23.53
chr21.43047566	chr21	43047566	F	44	100	0
chr21.43047578	chr21	43047578	F	44	86.36	13.64
chr21.43047686	chr21	43047686	R	45	100	0
chr21.43052133	chr21	43052133	F	17	82.35	17.65
chr21.43052356	chr21	43052356	R	39	100	0
chr21.43052368	chr21	43052368	R	14	71.43	28.57
chr21.43052398	chr21	43052398	R	14	100	0
chr21.43053230	chr21	43053230	F	186	90.32	9.68
chr21.43053297	chr21	43053297	R	138	94.2	5.8
chr21.43053512	chr21	43053512	R	12	33.33	66.67
chr21.43053518	chr21	43053518	R	12	91.67	8.33
chr21.43053552	chr21	43053552	R	12	100	0
chr21.43054272	chr21	43054272	F	35	97.14	2.86
chr21.43054272	chr21	43054272	R	157	100	0
chr21.43054327	chr21	43054327	R	95	96.84	3.16
chr21.43054353	chr21	43054353	R	100	91	9
chr21.43054370	chr21	43054370	R	102	96.08	3.92
chr21.43054373	chr21	43054373	R	102	99.02	0.98
chr21.43054816	chr21	43054816	F	12	41.67	58.33
chr21.43054877	chr21	43054877	R	229	62.01	37.99
chr21.43060236	chr21	43060236	F	130	98.46	1.54
chr21.43060238	chr21	43060238	F	131	0	100
chr21.43060260	chr21	43060260	F	128	99.22	0.78
chr21.43060271	chr21	43060271	F	121	96.69	3.31
chr21.43060439	chr21	43060439	F	97	94.85	5.15
chr21.43060507	chr21	43060507	R	172	91.86	8.14
chr21.43060527	chr21	43060527	R	174	95.4	4.6
chr21.43060566	chr21	43060566	R	10	90	10
chr21.43060566	chr21	43060566	F	185	95.14	4.86
chr21.43060742	chr21	43060742	R	13	100	0
chr21.43060768	chr21	43060768	R	14	100	0
chr21.43060775	chr21	43060775	F	30	86.67	13.33
chr21.43060775	chr21	43060775	R	14	100	0
chr21.43060884	chr21	43060884	R	77	100	0
chr21.43060884	chr21	43060884	F	66	98.48	1.52
chr21.43060901	chr21	43060901	F	65	96.92	3.08
chr21.43060901	chr21	43060901	R	160	93.75	6.25
chr21.43060906	chr21	43060906	F	64	96.88	3.12
chr21.43060934	chr21	43060934	R	169	96.45	3.55
chr21.43060941	chr21	43060941	R	170	96.47	3.53
chr21.43063007	chr21	43063007	R	188	95.74	4.26
chr21.43063007	chr21	43063007	F	10	100	0
chr21.43063014	chr21	43063014	F	10	100	0
chr21.43063023	chr21	43063023	F	10	100	0
chr21.43063152	chr21	43063152	R	146	98.63	1.37
chr21.43063158	chr21	43063158	R	147	96.6	3.4
chr21.43063335	chr21	43063335	R	12	100	0
chr21.43063447	chr21	43063447	R	54	72.22	27.78
chr21.43063570	chr21	43063570	R	127	96.85	3.15
chr21.43063725	chr21	43063725	R	19	100	0
chr21.43063749	chr21	43063749	R	20	80	20
chr21.43064447	chr21	43064447	F	35	97.14	2.86
chr21.43064705	chr21	43064705	R	107	94.39	5.61
chr21.43066966	chr21	43066966	R	13	100	0
chr21.43066974	chr21	43066974	R	13	100	0
chr21.43067005	chr21	43067005	R	14	100	0
chr21.43070300	chr21	43070300	F	18	100	0
chr21.43070308	chr21	43070308	F	18	100	0
chr21.43071355	chr21	43071355	F	37	0	100
chr21.43071362	chr21	43071362	F	37	0	100
chr21.43071389	chr21	43071389	F	37	0	100
chr21.43071610	chr21	43071610	F	79	11.39	88.61
chr21.43071703	chr21	43071703	R	30	6.67	93.33
chr21.43074581	chr21	43074581	F	44	47.73	52.27
chr21.43074601	chr21	43074601	F	44	45.45	54.55
chr21.43074603	chr21	43074603	F	44	45.45	54.55
chr21.43074605	chr21	43074605	F	43	48.84	51.16
chr21.43074611	chr21	43074611	F	44	47.73	52.27
chr21.43074617	chr21	43074617	F	41	53.66	46.34
chr21.43074620	chr21	43074620	F	42	47.62	52.38
chr21.43074659	chr21	43074659	R	66	16.67	83.33
chr21.43074667	chr21	43074667	R	65	33.85	66.15
chr21.43074683	chr21	43074683	R	63	44.44	55.56
chr21.43074694	chr21	43074694	R	63	46.03	53.97
chr21.43074702	chr21	43074702	R	63	39.68	60.32
chr21.43074898	chr21	43074898	R	83	75.9	24.1
chr21.43074900	chr21	43074900	R	84	73.81	26.19
chr21.43074905	chr21	43074905	R	84	91.67	8.33
chr21.43076499	chr21	43076499	R	10	60	40
chr21.43076523	chr21	43076523	R	11	90.91	9.09
chr21.43078173	chr21	43078173	F	47	95.74	4.26
chr21.43078183	chr21	43078183	F	47	95.74	4.26
chr21.43078185	chr21	43078185	F	46	93.48	6.52
chr21.43078237	chr21	43078237	F	18	94.44	5.56
chr21.43078237	chr21	43078237	R	341	98.24	1.76
chr21.43078332	chr21	43078332	R	89	97.75	2.25
chr21.43078346	chr21	43078346	R	90	96.67	3.33
chr21.43078352	chr21	43078352	R	91	96.7	3.3
chr21.43095960	chr21	43095960	F	105	100	0
chr21.43097654	chr21	43097654	F	22	100	0
chr21.43127186	chr21	43127186	F	34	100	0
chr21.43127209	chr21	43127209	F	33	96.97	3.03
chr21.43130302	chr21	43130302	F	194	97.94	2.06
chr21.43130365	chr21	43130365	R	131	93.89	6.11
chr21.43130853	chr21	43130853	F	10	70	30
chr21.43130879	chr21	43130879	F	10	90	10
chr21.43130885	chr21	43130885	F	10	100	0
chr21.43130955	chr21	43130955	R	25	100	0
chr21.43130971	chr21	43130971	R	27	96.3	3.7
chr21.43131193	chr21	43131193	R	79	94.94	5.06
chr21.43131210	chr21	43131210	R	81	95.06	4.94
chr21.43131214	chr21	43131214	R	81	0	100
chr21.43131232	chr21	43131232	R	81	95.06	4.94
chr21.43131499	chr21	43131499	R	64	71.88	28.12
chr21.43131512	chr21	43131512	R	64	62.5	37.5
chr21.43131524	chr21	43131524	R	64	68.75	31.25
chr21.43132017	chr21	43132017	R	14	100	0
chr21.43132028	chr21	43132028	R	15	100	0
chr21.43132057	chr21	43132057	R	15	100	0
chr21.43134644	chr21	43134644	F	10	90	10
chr21.43134679	chr21	43134679	F	10	100	0
chr21.43135050	chr21	43135050	R	19	100	0
chr21.43135094	chr21	43135094	R	19	89.47	10.53
chr21.43135094	chr21	43135094	F	86	100	0
chr21.43135437	chr21	43135437	R	21	90.48	9.52
chr21.43135485	chr21	43135485	R	21	90.48	9.52
chr21.43135980	chr21	43135980	F	27	92.59	7.41
chr21.43136003	chr21	43136003	F	26	88.46	11.54
chr21.43136025	chr21	43136025	F	25	100	0
chr21.43137809	chr21	43137809	F	87	94.25	5.75
chr21.43137863	chr21	43137863	R	27	92.59	7.41
chr21.43143252	chr21	43143252	R	25	0	100
chr21.43143275	chr21	43143275	R	24	95.83	4.17
chr21.43143278	chr21	43143278	R	25	96	4
chr21.43143288	chr21	43143288	R	24	100	0
chr21.43143298	chr21	43143298	R	25	88	12
chr21.43143365	chr21	43143365	R	53	98.11	1.89
chr21.43143371	chr21	43143371	R	54	92.59	7.41
chr21.43143375	chr21	43143375	R	52	84.62	15.38
chr21.43143404	chr21	43143404	R	55	89.09	10.91
chr21.43143410	chr21	43143410	R	55	94.55	5.45
chr21.43143413	chr21	43143413	R	55	100	0
chr21.43143413	chr21	43143413	F	11	100	0
chr21.43143712	chr21	43143712	F	509	98.04	1.96
chr21.43143740	chr21	43143740	F	498	96.79	3.21
chr21.43143901	chr21	43143901	R	39	100	0
chr21.43143901	chr21	43143901	F	81	91.36	8.64
chr21.43144060	chr21	43144060	R	55	0	100
chr21.43144101	chr21	43144101	F	52	0	100
chr21.43144101	chr21	43144101	R	55	0	100
chr21.43144109	chr21	43144109	F	52	0	100
chr21.43144111	chr21	43144111	F	51	0	100
chr21.43144119	chr21	43144119	F	50	0	100
chr21.43144174	chr21	43144174	R	150	2.67	97.33
chr21.43144215	chr21	43144215	R	150	5.33	94.67
chr21.43144230	chr21	43144230	R	12	0	100
chr21.43144248	chr21	43144248	R	12	0	100
chr21.43144251	chr21	43144251	R	12	8.33	91.67
chr21.43144251	chr21	43144251	F	66	4.55	95.45
chr21.43144291	chr21	43144291	F	62	61.29	38.71
chr21.43144352	chr21	43144352	R	48	62.5	37.5
chr21.43144366	chr21	43144366	R	49	91.84	8.16
chr21.43144392	chr21	43144392	R	48	83.33	16.67
chr21.43144999	chr21	43144999	F	23	39.13	60.87
chr21.43145168	chr21	43145168	R	190	94.21	5.79
chr21.43145207	chr21	43145207	R	198	88.89	11.11
chr21.43145311	chr21	43145311	R	65	96.92	3.08
chr21.43145348	chr21	43145348	R	65	67.69	32.31
chr21.43146356	chr21	43146356	F	45	91.11	8.89
chr21.43146400	chr21	43146400	F	44	100	0
chr21.43146551	chr21	43146551	R	37	100	0
chr21.43146554	chr21	43146554	R	37	78.38	21.62
chr21.43146566	chr21	43146566	R	11	100	0
chr21.43147022	chr21	43147022	F	92	94.57	5.43
chr21.43147045	chr21	43147045	F	89	96.63	3.37
chr21.43147045	chr21	43147045	R	61	96.72	3.28
chr21.43147063	chr21	43147063	F	86	100	0
chr21.43147063	chr21	43147063	R	62	98.39	1.61
chr21.43147079	chr21	43147079	R	61	95.08	4.92
chr21.43147710	chr21	43147710	F	13	92.31	7.69
chr21.43147728	chr21	43147728	F	13	92.31	7.69
chr21.43147731	chr21	43147731	F	12	100	0
chr21.43147742	chr21	43147742	F	13	100	0
chr21.43147745	chr21	43147745	F	11	100	0
chr21.43147755	chr21	43147755	F	12	75	25
chr21.43150240	chr21	43150240	F	20	100	0
chr21.43150483	chr21	43150483	F	33	100	0
chr21.43150509	chr21	43150509	F	33	84.85	15.15
chr21.43150522	chr21	43150522	F	33	93.94	6.06
chr21.43150529	chr21	43150529	F	32	96.88	3.12
chr21.43150582	chr21	43150582	R	48	97.92	2.08
chr21.43150621	chr21	43150621	R	49	95.92	4.08
chr21.43152864	chr21	43152864	F	139	94.96	5.04
chr21.43152882	chr21	43152882	F	137	97.81	2.19
chr21.43152890	chr21	43152890	F	138	98.55	1.45
chr21.43152911	chr21	43152911	R	41	92.68	7.32
chr21.43152911	chr21	43152911	F	129	99.22	0.78
chr21.43152921	chr21	43152921	R	39	94.87	5.13
chr21.43152933	chr21	43152933	R	41	97.56	2.44
chr21.43152942	chr21	43152942	R	42	95.24	4.76
chr21.43152946	chr21	43152946	R	42	100	0
chr21.43152955	chr21	43152955	R	43	100	0
chr21.43153469	chr21	43153469	F	12	91.67	8.33
chr21.43153669	chr21	43153669	R	74	91.89	8.11
chr21.43153678	chr21	43153678	F	50	98	2
chr21.43153678	chr21	43153678	R	74	100	0
chr21.43153702	chr21	43153702	F	50	92	8
chr21.43153758	chr21	43153758	R	124	95.16	4.84
chr21.43153760	chr21	43153760	R	124	96.77	3.23
chr21.43153767	chr21	43153767	R	124	98.39	1.61
chr21.43153773	chr21	43153773	F	25	100	0
chr21.43153779	chr21	43153779	F	25	92	8
chr21.43153788	chr21	43153788	F	23	100	0
chr21.43153797	chr21	43153797	F	23	95.65	4.35
chr21.43153855	chr21	43153855	R	25	84	16
chr21.43153868	chr21	43153868	R	26	100	0
chr21.43153890	chr21	43153890	R	26	92.31	7.69
chr21.43153903	chr21	43153903	R	25	92	8
chr21.43154317	chr21	43154317	R	17	100	0
chr21.43154349	chr21	43154349	R	17	100	0
chr21.43155158	chr21	43155158	F	14	0	100
chr21.43155200	chr21	43155200	F	80	10	90
chr21.43155200	chr21	43155200	R	22	18.18	81.82
chr21.43155221	chr21	43155221	R	144	14.58	85.42
chr21.43155221	chr21	43155221	F	80	15	85
chr21.43155257	chr21	43155257	F	10	10	90
chr21.43155257	chr21	43155257	R	142	2.82	97.18
chr21.43155267	chr21	43155267	F	10	30	70
chr21.43155486	chr21	43155486	R	28	21.43	78.57
chr21.43155499	chr21	43155499	R	27	100	0
chr21.43155502	chr21	43155502	R	28	67.86	32.14
chr21.43155504	chr21	43155504	R	27	55.56	44.44
chr21.43155518	chr21	43155518	R	28	21.43	78.57
chr21.43155528	chr21	43155528	R	28	0	100
chr21.43155533	chr21	43155533	R	28	7.14	92.86
chr21.43156066	chr21	43156066	F	74	94.59	5.41
chr21.43156081	chr21	43156081	F	68	97.06	2.94
chr21.43156196	chr21	43156196	R	29	86.21	13.79
chr21.43156390	chr21	43156390	R	123	91.87	8.13
chr21.43156417	chr21	43156417	R	124	83.87	16.13
chr21.43156432	chr21	43156432	R	129	93.8	6.2
chr21.43156958	chr21	43156958	R	12	33.33	66.67
chr21.43156978	chr21	43156978	R	12	25	75
chr21.43157007	chr21	43157007	R	12	91.67	8.33
chr21.43158729	chr21	43158729	F	65	98.46	1.54
chr21.43158769	chr21	43158769	F	64	95.31	4.69
chr21.43158865	chr21	43158865	R	24	100	0
chr21.43162938	chr21	43162938	F	24	100	0
chr21.43162954	chr21	43162954	F	24	95.83	4.17
chr21.43163333	chr21	43163333	F	17	94.12	5.88
chr21.43165972	chr21	43165972	F	205	97.07	2.93
chr21.43166040	chr21	43166040	F	33	96.97	3.03
chr21.43166048	chr21	43166048	F	33	90.91	9.09
chr21.43166056	chr21	43166056	F	33	96.97	3.03
chr21.43166070	chr21	43166070	F	33	100	0
chr21.43166072	chr21	43166072	F	33	90.91	9.09
chr21.43167923	chr21	43167923	F	34	100	0
chr21.43167977	chr21	43167977	R	57	92.98	7.02
chr21.43168007	chr21	43168007	R	59	96.61	3.39
chr21.43172083	chr21	43172083	F	19	0	100
chr21.43172121	chr21	43172121	F	19	0	100
chr21.43172123	chr21	43172123	F	19	0	100
chr21.43172181	chr21	43172181	R	15	0	100
chr21.43172188	chr21	43172188	R	14	0	100
chr21.43172211	chr21	43172211	R	15	0	100
chr21.43172217	chr21	43172217	R	15	0	100
chr21.43172221	chr21	43172221	R	32	0	100
chr21.43172221	chr21	43172221	F	25	0	100
chr21.43172242	chr21	43172242	F	24	0	100
chr21.43172242	chr21	43172242	R	17	0	100
chr21.43172245	chr21	43172245	R	11	0	100
chr21.43172245	chr21	43172245	F	25	0	100
chr21.43172252	chr21	43172252	F	25	0	100
chr21.43172252	chr21	43172252	R	17	0	100
chr21.43172267	chr21	43172267	F	25	0	100
chr21.43172267	chr21	43172267	R	17	0	100
chr21.43172432	chr21	43172432	R	64	0	100
chr21.43172440	chr21	43172440	R	64	0	100
chr21.43172443	chr21	43172443	R	65	0	100
chr21.43172452	chr21	43172452	R	65	0	100
chr21.43172464	chr21	43172464	R	65	0	100
chr21.43172474	chr21	43172474	R	65	0	100
chr21.43172474	chr21	43172474	F	38	0	100
chr21.43172496	chr21	43172496	F	36	0	100
chr21.43172509	chr21	43172509	F	36	0	100
chr21.43172518	chr21	43172518	F	33	0	100
chr21.43172730	chr21	43172730	R	80	0	100
chr21.43172735	chr21	43172735	F	135	0	100
chr21.43172735	chr21	43172735	R	80	0	100
chr21.43172739	chr21	43172739	F	135	0	100
chr21.43172745	chr21	43172745	F	135	0	100
chr21.43172752	chr21	43172752	F	129	0	100
chr21.43172758	chr21	43172758	F	136	0	100
chr21.43172761	chr21	43172761	F	136	0	100
chr21.43172771	chr21	43172771	F	135	0	100
chr21.43172782	chr21	43172782	F	135	0	100
chr21.43172803	chr21	43172803	R	76	0	100
chr21.43172822	chr21	43172822	R	76	0	100
chr21.43172840	chr21	43172840	R	66	0	100
chr21.43172847	chr21	43172847	R	69	1.45	98.55
chr21.43173074	chr21	43173074	F	48	0	100
chr21.43173081	chr21	43173081	F	48	0	100
chr21.43173106	chr21	43173106	F	48	0	100
chr21.43173631	chr21	43173631	R	34	97.06	2.94
chr21.43173637	chr21	43173637	R	35	94.29	5.71
chr21.43173657	chr21	43173657	R	34	79.41	20.59
chr21.43175463	chr21	43175463	R	11	72.73	27.27
chr21.43180980	chr21	43180980	R	101	95.05	4.95
chr21.43180989	chr21	43180989	R	100	98	2
chr21.43181021	chr21	43181021	R	105	94.29	5.71
chr21.43186180	chr21	43186180	F	181	0	100
chr21.43186188	chr21	43186188	F	199	0	100
chr21.43186194	chr21	43186194	F	204	0	100
chr21.43186221	chr21	43186221	F	203	0	100
chr21.43186231	chr21	43186231	F	23	0	100
chr21.43186234	chr21	43186234	F	23	0	100
chr21.43186250	chr21	43186250	R	86	0	100
chr21.43186258	chr21	43186258	R	94	0	100
chr21.43186262	chr21	43186262	R	96	0	100
chr21.43186278	chr21	43186278	R	100	0	100
chr21.43186288	chr21	43186288	R	124	0	100
chr21.43186288	chr21	43186288	F	19	0	100
chr21.43186294	chr21	43186294	R	24	0	100
chr21.43186294	chr21	43186294	F	19	0	100
chr21.43186305	chr21	43186305	F	19	0	100
chr21.43186305	chr21	43186305	R	24	0	100
chr21.43186330	chr21	43186330	F	19	0	100
chr21.43186330	chr21	43186330	R	24	0	100
chr21.43186335	chr21	43186335	R	24	0	100
chr21.43186335	chr21	43186335	F	298	0	100
chr21.43186340	chr21	43186340	F	270	2.59	97.41
chr21.43186378	chr21	43186378	F	278	0	100
chr21.43186380	chr21	43186380	F	276	0	100
chr21.43186382	chr21	43186382	F	276	0	100
chr21.43186509	chr21	43186509	R	214	0	100
chr21.43186523	chr21	43186523	R	221	0	100
chr21.43186534	chr21	43186534	R	220	0	100
chr21.43186543	chr21	43186543	R	221	0	100
chr21.43186548	chr21	43186548	R	220	0	100
chr21.43186548	chr21	43186548	F	293	0	100
chr21.43186553	chr21	43186553	F	290	0.69	99.31
chr21.43186590	chr21	43186590	F	287	0	100
chr21.43186592	chr21	43186592	F	289	0	100
chr21.43186598	chr21	43186598	R	17	0	100
chr21.43186606	chr21	43186606	R	18	0	100
chr21.43186628	chr21	43186628	R	17	0	100
chr21.43186630	chr21	43186630	R	18	0	100
chr21.43186646	chr21	43186646	R	16	0	100
chr21.43186646	chr21	43186646	F	189	0	100
chr21.43186656	chr21	43186656	F	190	0	100
chr21.43186658	chr21	43186658	F	188	0	100
chr21.43186669	chr21	43186669	F	189	0	100
chr21.43186683	chr21	43186683	F	189	0	100
chr21.43186692	chr21	43186692	R	72	0	100
chr21.43186692	chr21	43186692	F	190	0	100
chr21.43186715	chr21	43186715	R	231	0	100
chr21.43186720	chr21	43186720	R	231	0	100
chr21.43186732	chr21	43186732	R	224	0.89	99.11
chr21.43187109	chr21	43187109	F	41	0	100
chr21.43187113	chr21	43187113	F	41	0	100
chr21.43187115	chr21	43187115	F	40	0	100
chr21.43189581	chr21	43189581	R	15	93.33	6.67
chr21.43189586	chr21	43189586	R	17	94.12	5.88
chr21.43189614	chr21	43189614	R	18	100	0
chr21.43189619	chr21	43189619	R	18	100	0
chr21.43189621	chr21	43189621	R	18	94.44	5.56
chr21.43189625	chr21	43189625	R	18	94.44	5.56
chr21.43198321	chr21	43198321	F	28	96.43	3.57
chr21.43198321	chr21	43198321	R	58	96.55	3.45
chr21.43206599	chr21	43206599	F	420	85.24	14.76
chr21.43206610	chr21	43206610	F	419	82.58	17.42
chr21.43208428	chr21	43208428	F	98	97.96	2.04
chr21.43208432	chr21	43208432	F	95	91.58	8.42
chr21.43208444	chr21	43208444	F	96	93.75	6.25
chr21.43208464	chr21	43208464	F	96	93.75	6.25
chr21.43208472	chr21	43208472	F	91	94.51	5.49
chr21.43208477	chr21	43208477	F	69	100	0
chr21.43212811	chr21	43212811	F	57	91.23	8.77
chr21.43212857	chr21	43212857	F	55	96.36	3.64
chr21.43212857	chr21	43212857	R	11	100	0
chr21.43212890	chr21	43212890	R	11	72.73	27.27
chr21.43212896	chr21	43212896	R	11	90.91	9.09
chr21.43212901	chr21	43212901	F	228	98.68	1.32
chr21.43212901	chr21	43212901	R	11	100	0
chr21.43216208	chr21	43216208	R	161	93.79	6.21
chr21.43216217	chr21	43216217	R	161	97.52	2.48
chr21.43216226	chr21	43216226	R	161	91.93	8.07
chr21.43216241	chr21	43216241	R	164	98.78	1.22
chr21.43216241	chr21	43216241	F	34	82.35	17.65
chr21.43216262	chr21	43216262	F	34	100	0
chr21.43216278	chr21	43216278	F	16	75	25
chr21.43216289	chr21	43216289	F	22	90.91	9.09
chr21.43216322	chr21	43216322	R	28	85.71	14.29
chr21.43216362	chr21	43216362	R	27	77.78	22.22
chr21.43218419	chr21	43218419	F	65	96.92	3.08
chr21.43218482	chr21	43218482	R	59	89.83	10.17
chr21.43218486	chr21	43218486	R	59	96.61	3.39
chr21.43218505	chr21	43218505	F	75	96	4
chr21.43218505	chr21	43218505	R	59	100	0
chr21.43218532	chr21	43218532	F	70	97.14	2.86
chr21.43218545	chr21	43218545	F	70	94.29	5.71
chr21.43218595	chr21	43218595	F	41	97.56	2.44
chr21.43218664	chr21	43218664	R	25	92	8
chr21.43218710	chr21	43218710	R	26	96.15	3.85
chr21.43220822	chr21	43220822	R	152	95.39	4.61
chr21.43220827	chr21	43220827	R	153	90.2	9.8
chr21.43220832	chr21	43220832	R	151	94.7	5.3
chr21.43220847	chr21	43220847	R	154	94.81	5.19
chr21.43220948	chr21	43220948	R	94	96.81	3.19
chr21.43220956	chr21	43220956	R	100	94	6
chr21.43220980	chr21	43220980	R	100	98	2
chr21.43225386	chr21	43225386	R	17	52.94	47.06
chr21.43225702	chr21	43225702	R	13	100	0
chr21.43225725	chr21	43225725	R	15	93.33	6.67
chr21.43225730	chr21	43225730	R	15	100	0
chr21.43225749	chr21	43225749	R	16	93.75	6.25
chr21.43225766	chr21	43225766	F	171	95.91	4.09
chr21.43225774	chr21	43225774	F	169	91.12	8.88
chr21.43227393	chr21	43227393	F	24	66.67	33.33
chr21.43227415	chr21	43227415	F	23	100	0
chr21.43227419	chr21	43227419	F	23	100	0
chr21.43227439	chr21	43227439	F	24	100	0
chr21.43227441	chr21	43227441	F	24	95.83	4.17
chr21.43229094	chr21	43229094	F	19	94.74	5.26
chr21.43229117	chr21	43229117	F	19	94.74	5.26
chr21.43230477	chr21	43230477	R	13	0	100
chr21.43230504	chr21	43230504	R	13	0	100
chr21.43234491	chr21	43234491	F	83	95.18	4.82
chr21.43239956	chr21	43239956	F	24	95.83	4.17
chr21.43239970	chr21	43239970	F	24	100	0
chr21.43239998	chr21	43239998	F	24	95.83	4.17
chr21.43240080	chr21	43240080	R	23	95.65	4.35
chr21.43246748	chr21	43246748	F	27	100	0
chr21.43248941	chr21	43248941	F	73	98.63	1.37
chr21.43248945	chr21	43248945	F	73	98.63	1.37
chr21.43248950	chr21	43248950	F	72	100	0
chr21.43248973	chr21	43248973	F	73	98.63	1.37
chr21.43248979	chr21	43248979	F	68	97.06	2.94
chr21.43248999	chr21	43248999	R	88	100	0
chr21.43249005	chr21	43249005	R	90	100	0
chr21.43249029	chr21	43249029	R	93	97.85	2.15
chr21.43249034	chr21	43249034	R	93	97.85	2.15
chr21.43249045	chr21	43249045	R	93	96.77	3.23
chr21.43249480	chr21	43249480	F	29	93.1	6.9
chr21.43249510	chr21	43249510	F	27	96.3	3.7
chr21.43250706	chr21	43250706	F	47	100	0
chr21.43250714	chr21	43250714	F	47	100	0
chr21.43250714	chr21	43250714	R	18	94.44	5.56
chr21.43250738	chr21	43250738	F	45	100	0
chr21.43250738	chr21	43250738	R	18	94.44	5.56
chr21.43250756	chr21	43250756	R	19	100	0
chr21.43251238	chr21	43251238	R	14	92.86	7.14
chr21.43252900	chr21	43252900	F	11	100	0
chr21.43267022	chr21	43267022	F	320	17.81	82.19
chr21.43267039	chr21	43267039	F	305	10.49	89.51
chr21.43267178	chr21	43267178	R	60	0	100
chr21.43267196	chr21	43267196	R	58	0	100
chr21.43267205	chr21	43267205	R	62	1.61	98.39
chr21.43267215	chr21	43267215	R	62	0	100
chr21.43267215	chr21	43267215	F	70	0	100
chr21.43267244	chr21	43267244	F	71	0	100
