chrBase	chr	base	strand	coverage	freqC	freqT
chr21.9439017	chr21	9439017	*	54	94.4444444444444	5.55555555555556
chr21.9439019	chr21	9439019	*	54	98.1481481481482	1.85185185185185
chr21.9439022	chr21	9439022	*	53	88.6792452830189	11.3207547169811
chr21.9439220	chr21	9439220	*	141	90.0709219858156	9.9290780141844
chr21.9439238	chr21	9439238	*	141	68.7943262411348	31.2056737588652
chr21.9439247	chr21	9439247	*	141	55.3191489361702	44.6808510638298
chr21.9439293	chr21	9439293	*	86	77.9069767441861	22.093023255814
chr21.9439318	chr21	9439318	*	86	60.4651162790698	39.5348837209302
chr21.9439337	chr21	9439337	*	86	61.6279069767442	38.3720930232558
chr21.9439340	chr21	9439340	*	85	95.2941176470588	4.70588235294118
chr21.9439348	chr21	9439348	*	101	76.2376237623762	23.7623762376238
chr21.9439362	chr21	9439362	*	101	36.6336633663366	63.3663366336634
chr21.9439385	chr21	9439385	*	101	92.0792079207921	7.92079207920792
chr21.9439388	chr21	9439388	*	101	85.1485148514851	14.8514851485149
chr21.9439393	chr21	9439393	*	101	88.1188118811881	11.8811881188119
chr21.9439395	chr21	9439395	*	101	92.0792079207921	7.92079207920792
chr21.9439570	chr21	9439570	*	16	62.5	37.5
chr21.9439591	chr21	9439591	*	16	37.5	62.5
chr21.9439599	chr21	9439599	*	178	8.98876404494382	91.0112359550562
chr21.9439635	chr21	9439635	*	331	11.4803625377643	88.5196374622357
chr21.9439716	chr21	9439716	*	384	14.3229166666667	85.6770833333333
chr21.9439724	chr21	9439724	*	384	66.40625	33.59375
chr21.9439740	chr21	9439740	*	383	31.8537859007833	68.1462140992167
chr21.9469080	chr21	9469080	*	0	0	0
chr21.9469121	chr21	9469121	*	0	0	0
chr21.9476854	chr21	9476854	*	34	61.7647058823529	38.2352941176471
chr21.9476862	chr21	9476862	*	34	70.5882352941177	29.4117647058824
chr21.9476866	chr21	9476866	*	34	29.4117647058824	70.5882352941177
chr21.9476886	chr21	9476886	*	70	21.4285714285714	78.5714285714286
chr21.9476918	chr21	9476918	*	35	0	100
chr21.9483454	chr21	9483454	*	43	48.8372093023256	51.1627906976744
chr21.9483486	chr21	9483486	*	44	97.7272727272727	2.27272727272727
chr21.9483488	chr21	9483488	*	44	95.4545454545455	4.54545454545455
chr21.9483491	chr21	9483491	*	44	93.1818181818182	6.81818181818182
chr21.9483494	chr21	9483494	*	44	100	0
chr21.9483496	chr21	9483496	*	44	100	0
chr21.9483512	chr21	9483512	*	0	0	0
chr21.9483515	chr21	9483515	*	0	0	0
chr21.9483518	chr21	9483518	*	0	0	0
chr21.9483521	chr21	9483521	*	0	0	0
chr21.9483523	chr21	9483523	*	0	0	0
chr21.9483535	chr21	9483535	*	0	0	0
chr21.9483573	chr21	9483573	*	42	88.0952380952381	11.9047619047619
chr21.9483576	chr21	9483576	*	42	100	0
chr21.9483579	chr21	9483579	*	42	100	0
chr21.9483581	chr21	9483581	*	42	90.4761904761905	9.52380952380952
chr21.9483599	chr21	9483599	*	42	97.6190476190476	2.38095238095238
chr21.9483602	chr21	9483602	*	42	78.5714285714286	21.4285714285714
chr21.9483621	chr21	9483621	*	58	96.551724137931	3.44827586206897
chr21.9483637	chr21	9483637	*	16	6.25	93.75
chr21.9483640	chr21	9483640	*	16	93.75	6.25
chr21.9483643	chr21	9483643	*	16	56.25	43.75
chr21.9483660	chr21	9483660	*	16	87.5	12.5
chr21.9483663	chr21	9483663	*	16	100	0
chr21.9483666	chr21	9483666	*	16	93.75	6.25
chr21.9483668	chr21	9483668	*	16	100	0
chr21.9483728	chr21	9483728	*	41	97.5609756097561	2.4390243902439
chr21.9483731	chr21	9483731	*	42	97.6190476190476	2.38095238095238
chr21.9483733	chr21	9483733	*	42	100	0
chr21.9483751	chr21	9483751	*	42	100	0
chr21.9483754	chr21	9483754	*	42	100	0
chr21.9483756	chr21	9483756	*	42	100	0
chr21.9483768	chr21	9483768	*	42	92.8571428571429	7.14285714285714
chr21.9483773	chr21	9483773	*	42	95.2380952380952	4.76190476190476
chr21.9540128	chr21	9540128	*	188	6.38297872340426	93.6170212765958
chr21.9540174	chr21	9540174	*	267	13.4831460674157	86.5168539325843
chr21.9540219	chr21	9540219	*	80	8.75	91.25
chr21.9540282	chr21	9540282	*	50	32	68
chr21.9540320	chr21	9540320	*	50	64	36
chr21.9540324	chr21	9540324	*	96	45.8333333333333	54.1666666666667
chr21.9540330	chr21	9540330	*	96	47.9166666666667	52.0833333333333
chr21.9540372	chr21	9540372	*	45	24.4444444444444	75.5555555555556
chr21.9540739	chr21	9540739	*	13	69.2307692307692	30.7692307692308
chr21.9540742	chr21	9540742	*	13	53.8461538461538	46.1538461538462
chr21.9540763	chr21	9540763	*	13	69.2307692307692	30.7692307692308
chr21.9540771	chr21	9540771	*	13	76.9230769230769	23.0769230769231
chr21.9541149	chr21	9541149	*	11	54.5454545454545	45.4545454545455
chr21.9541171	chr21	9541171	*	29	17.2413793103448	82.7586206896552
chr21.9541212	chr21	9541212	*	18	44.4444444444444	55.5555555555556
chr21.9545015	chr21	9545015	*	198	5.55555555555556	94.4444444444444
chr21.9574704	chr21	9574704	*	39	2.56410256410256	97.4358974358974
chr21.9574716	chr21	9574716	*	39	0	100
chr21.9593701	chr21	9593701	*	27	0	100
chr21.9593781	chr21	9593781	*	99	11.1111111111111	88.8888888888889
chr21.9647763	chr21	9647763	*	78	85.8974358974359	14.1025641025641
chr21.9647766	chr21	9647766	*	78	73.0769230769231	26.9230769230769
chr21.9647779	chr21	9647779	*	78	85.8974358974359	14.1025641025641
chr21.9647787	chr21	9647787	*	78	80.7692307692308	19.2307692307692
chr21.9647867	chr21	9647867	*	405	79.2592592592593	20.7407407407407
chr21.9647873	chr21	9647873	*	405	80	20
chr21.9647876	chr21	9647876	*	405	85.679012345679	14.320987654321
chr21.9647880	chr21	9647880	*	405	69.8765432098765	30.1234567901235
chr21.9647890	chr21	9647890	*	208	63.4615384615385	36.5384615384615
chr21.9647903	chr21	9647903	*	206	78.6407766990291	21.3592233009709
chr21.9647924	chr21	9647924	*	0	0	0
chr21.9647941	chr21	9647941	*	163	9.20245398773006	90.7975460122699
chr21.9647974	chr21	9647974	*	369	7.31707317073171	92.6829268292683
chr21.9647997	chr21	9647997	*	209	3.34928229665072	96.6507177033493
chr21.9648024	chr21	9648024	*	208	4.32692307692308	95.6730769230769
chr21.9650410	chr21	9650410	*	11	0	100
chr21.9652867	chr21	9652867	*	45	0	100
chr21.9652926	chr21	9652926	*	314	0	100
chr21.9652937	chr21	9652937	*	318	0	100
chr21.9652972	chr21	9652972	*	318	0	100
chr21.9653101	chr21	9653101	*	115	15.6521739130435	84.3478260869565
chr21.9662046	chr21	9662046	*	52	0	100
chr21.9662054	chr21	9662054	*	52	32.6923076923077	67.3076923076923
chr21.9662060	chr21	9662060	*	52	38.4615384615385	61.5384615384615
chr21.9662072	chr21	9662072	*	52	42.3076923076923	57.6923076923077
chr21.9662084	chr21	9662084	*	50	56	44
chr21.9664821	chr21	9664821	*	224	0	100
chr21.9664867	chr21	9664867	*	80	0	100
chr21.9676591	chr21	9676591	*	13	7.69230769230769	92.3076923076923
chr21.9676609	chr21	9676609	*	13	0	100
chr21.9678294	chr21	9678294	*	0	0	0
chr21.9695485	chr21	9695485	*	51	15.6862745098039	84.3137254901961
chr21.9696110	chr21	9696110	*	27	92.5925925925926	7.40740740740741
chr21.9699571	chr21	9699571	*	42	4.76190476190476	95.2380952380952
chr21.9699585	chr21	9699585	*	43	20.9302325581395	79.0697674418605
chr21.9699607	chr21	9699607	*	42	54.7619047619048	45.2380952380952
chr21.9700244	chr21	9700244	*	71	32.3943661971831	67.6056338028169
chr21.9700274	chr21	9700274	*	84	80.9523809523809	19.047619047619
chr21.9700296	chr21	9700296	*	12	66.6666666666667	33.3333333333333
chr21.9700320	chr21	9700320	*	12	16.6666666666667	83.3333333333333
chr21.9700395	chr21	9700395	*	19	0	100
chr21.9701263	chr21	9701263	*	56	16.0714285714286	83.9285714285714
chr21.9701281	chr21	9701281	*	57	5.26315789473684	94.7368421052632
chr21.9701496	chr21	9701496	*	116	2.58620689655172	97.4137931034483
chr21.9701527	chr21	9701527	*	116	4.31034482758621	95.6896551724138
chr21.9701531	chr21	9701531	*	116	0.862068965517241	99.1379310344828
chr21.9704093	chr21	9704093	*	0	0	0
chr21.9704111	chr21	9704111	*	0	0	0
chr21.9704137	chr21	9704137	*	0	0	0
chr21.9704143	chr21	9704143	*	0	0	0
chr21.9704243	chr21	9704243	*	32	21.875	78.125
chr21.9704246	chr21	9704246	*	32	50	50
chr21.9704263	chr21	9704263	*	32	56.25	43.75
chr21.9704269	chr21	9704269	*	32	62.5	37.5
chr21.9704272	chr21	9704272	*	32	37.5	62.5
chr21.9704275	chr21	9704275	*	32	50	50
chr21.9704292	chr21	9704292	*	32	25	75
chr21.9708838	chr21	9708838	*	84	9.52380952380952	90.4761904761905
chr21.9708881	chr21	9708881	*	85	9.41176470588235	90.5882352941177
chr21.9708883	chr21	9708883	*	85	7.05882352941176	92.9411764705882
chr21.9708895	chr21	9708895	*	86	6.97674418604651	93.0232558139535
chr21.9708936	chr21	9708936	*	86	0	100
chr21.9708939	chr21	9708939	*	86	15.1162790697674	84.8837209302326
chr21.9708982	chr21	9708982	*	39	10.2564102564103	89.7435897435898
chr21.9708995	chr21	9708995	*	41	24.390243902439	75.609756097561
chr21.9709006	chr21	9709006	*	41	58.5365853658537	41.4634146341463
chr21.9709019	chr21	9709019	*	41	80.4878048780488	19.5121951219512
chr21.9709141	chr21	9709141	*	91	6.59340659340659	93.4065934065934
chr21.9709149	chr21	9709149	*	91	21.978021978022	78.021978021978
chr21.9709161	chr21	9709161	*	87	27.5862068965517	72.4137931034483
chr21.9709173	chr21	9709173	*	91	90.1098901098901	9.89010989010989
chr21.9709175	chr21	9709175	*	91	90.1098901098901	9.89010989010989
chr21.9709187	chr21	9709187	*	91	96.7032967032967	3.2967032967033
chr21.9825532	chr21	9825532	*	65	49.2307692307692	50.7692307692308
chr21.9825539	chr21	9825539	*	174	13.7931034482759	86.2068965517241
chr21.9825546	chr21	9825546	*	109	22.9357798165138	77.0642201834862
chr21.9825550	chr21	9825550	*	109	20.1834862385321	79.8165137614679
chr21.9825698	chr21	9825698	*	0	0	0
chr21.9825702	chr21	9825702	*	0	0	0
chr21.9825704	chr21	9825704	*	404	71.039603960396	28.960396039604
chr21.9825711	chr21	9825711	*	0	0	0
chr21.9825714	chr21	9825714	*	316	73.7341772151899	26.2658227848101
chr21.9825716	chr21	9825716	*	317	75.0788643533123	24.9211356466877
chr21.9825718	chr21	9825718	*	340	72.0588235294118	27.9411764705882
chr21.9825730	chr21	9825730	*	482	61.2033195020747	38.7966804979253
chr21.9825741	chr21	9825741	*	324	58.9506172839506	41.0493827160494
chr21.9825746	chr21	9825746	*	323	68.1114551083591	31.8885448916409
chr21.9825748	chr21	9825748	*	301	67.109634551495	32.890365448505
chr21.9825757	chr21	9825757	*	397	61.4609571788413	38.5390428211587
chr21.9825769	chr21	9825769	*	0	0	0
chr21.9825901	chr21	9825901	*	0	0	0
chr21.9825903	chr21	9825903	*	0	0	0
chr21.9825905	chr21	9825905	*	0	0	0
chr21.9825911	chr21	9825911	*	0	0	0
chr21.9825914	chr21	9825914	*	0	0	0
chr21.9825917	chr21	9825917	*	0	0	0
chr21.9825920	chr21	9825920	*	0	0	0
chr21.9825931	chr21	9825931	*	0	0	0
chr21.9825933	chr21	9825933	*	0	0	0
chr21.9825935	chr21	9825935	*	0	0	0
chr21.9826033	chr21	9826033	*	0	0	0
chr21.9826037	chr21	9826037	*	0	0	0
chr21.9826047	chr21	9826047	*	0	0	0
chr21.9826057	chr21	9826057	*	0	0	0
chr21.9826062	chr21	9826062	*	0	0	0
chr21.9826070	chr21	9826070	*	0	0	0
chr21.9826075	chr21	9826075	*	0	0	0
chr21.9826080	chr21	9826080	*	227	52.863436123348	47.136563876652
chr21.9826083	chr21	9826083	*	227	56.3876651982379	43.6123348017621
chr21.9826085	chr21	9826085	*	224	55.3571428571429	44.6428571428571
chr21.9826092	chr21	9826092	*	404	68.3168316831683	31.6831683168317
chr21.9826098	chr21	9826098	*	448	72.3214285714286	27.6785714285714
chr21.9826103	chr21	9826103	*	448	72.3214285714286	27.6785714285714
chr21.9826291	chr21	9826291	*	0	0	0
chr21.9826295	chr21	9826295	*	0	0	0
chr21.9826306	chr21	9826306	*	0	0	0
chr21.9826311	chr21	9826311	*	231	37.2294372294372	62.7705627705628
chr21.9826325	chr21	9826325	*	411	38.1995133819951	61.8004866180049
chr21.9826330	chr21	9826330	*	500	45	55
chr21.9826338	chr21	9826338	*	500	40	60
chr21.9826344	chr21	9826344	*	0	0	0
chr21.9826348	chr21	9826348	*	0	0	0
chr21.9826350	chr21	9826350	*	0	0	0
chr21.9826358	chr21	9826358	*	0	0	0
chr21.9826472	chr21	9826472	*	0	0	0
chr21.9826476	chr21	9826476	*	0	0	0
chr21.9826483	chr21	9826483	*	0	0	0
chr21.9826491	chr21	9826491	*	256	59.765625	40.234375
chr21.9826495	chr21	9826495	*	117	64.957264957265	35.042735042735
chr21.9826545	chr21	9826545	*	0	0	0
chr21.9826552	chr21	9826552	*	0	0	0
chr21.9826554	chr21	9826554	*	0	0	0
chr21.9826559	chr21	9826559	*	0	0	0
chr21.9826566	chr21	9826566	*	0	0	0
chr21.9826570	chr21	9826570	*	0	0	0
chr21.9826573	chr21	9826573	*	0	0	0
chr21.9826648	chr21	9826648	*	417	87.0503597122302	12.9496402877698
chr21.9826650	chr21	9826650	*	414	85.9903381642512	14.0096618357488
chr21.9826652	chr21	9826652	*	414	89.1304347826087	10.8695652173913
chr21.9826654	chr21	9826654	*	414	86.4734299516908	13.5265700483092
chr21.9826656	chr21	9826656	*	414	82.6086956521739	17.3913043478261
chr21.9826658	chr21	9826658	*	414	88.4057971014493	11.5942028985507
chr21.9826660	chr21	9826660	*	414	87.1980676328502	12.8019323671498
chr21.9826662	chr21	9826662	*	414	82.6086956521739	17.3913043478261
chr21.9826668	chr21	9826668	*	413	74.5762711864407	25.4237288135593
chr21.9826671	chr21	9826671	*	0	0	0
chr21.9826681	chr21	9826681	*	0	0	0
chr21.9826685	chr21	9826685	*	0	0	0
chr21.9826772	chr21	9826772	*	443	47.1783295711061	52.8216704288939
chr21.9826810	chr21	9826810	*	357	60.2240896358543	39.7759103641457
chr21.9826813	chr21	9826813	*	357	69.4677871148459	30.5322128851541
chr21.9826815	chr21	9826815	*	356	67.4157303370787	32.5842696629214
chr21.9826820	chr21	9826820	*	303	79.8679867986799	20.1320132013201
chr21.9826825	chr21	9826825	*	343	65.3061224489796	34.6938775510204
chr21.9826940	chr21	9826940	*	0	0	0
chr21.9826946	chr21	9826946	*	0	0	0
chr21.9826948	chr21	9826948	*	0	0	0
chr21.9827093	chr21	9827093	*	0	0	0
chr21.9827129	chr21	9827129	*	47	46.8085106382979	53.1914893617021
chr21.9827133	chr21	9827133	*	49	40.8163265306122	59.1836734693878
chr21.9827183	chr21	9827183	*	45	51.1111111111111	48.8888888888889
chr21.9827186	chr21	9827186	*	39	38.4615384615385	61.5384615384615
chr21.9827190	chr21	9827190	*	44	56.8181818181818	43.1818181818182
chr21.9827203	chr21	9827203	*	30	63.3333333333333	36.6666666666667
chr21.9827205	chr21	9827205	*	31	48.3870967741936	51.6129032258064
chr21.9827216	chr21	9827216	*	11	27.2727272727273	72.7272727272727
chr21.9827243	chr21	9827243	*	0	0	0
chr21.9827258	chr21	9827258	*	0	0	0
chr21.9827264	chr21	9827264	*	0	0	0
chr21.9827268	chr21	9827268	*	0	0	0
chr21.9827275	chr21	9827275	*	0	0	0
chr21.9827279	chr21	9827279	*	0	0	0
chr21.9827335	chr21	9827335	*	67	70.1492537313433	29.8507462686567
chr21.9827338	chr21	9827338	*	61	73.7704918032787	26.2295081967213
chr21.9827341	chr21	9827341	*	54	64.8148148148148	35.1851851851852
chr21.9827350	chr21	9827350	*	63	65.0793650793651	34.9206349206349
chr21.9827354	chr21	9827354	*	58	67.2413793103448	32.7586206896552
chr21.9827373	chr21	9827373	*	57	56.140350877193	43.859649122807
chr21.9827521	chr21	9827521	*	106	47.1698113207547	52.8301886792453
chr21.9827547	chr21	9827547	*	117	33.3333333333333	66.6666666666667
chr21.9829442	chr21	9829442	*	69	46.3768115942029	53.6231884057971
chr21.9829457	chr21	9829457	*	69	27.536231884058	72.463768115942
chr21.9829537	chr21	9829537	*	61	1.63934426229508	98.3606557377049
chr21.9830820	chr21	9830820	*	91	1.0989010989011	98.9010989010989
chr21.9846767	chr21	9846767	*	0	0	0
chr21.9846778	chr21	9846778	*	0	0	0
chr21.9856622	chr21	9856622	*	82	8.53658536585366	91.4634146341463
chr21.9868226	chr21	9868226	*	15	0	100
chr21.9876255	chr21	9876255	*	325	20.6153846153846	79.3846153846154
chr21.9876267	chr21	9876267	*	326	15.0306748466258	84.9693251533742
chr21.9876433	chr21	9876433	*	0	0	0
chr21.9876466	chr21	9876466	*	0	0	0
chr21.9876962	chr21	9876962	*	41	97.5609756097561	2.4390243902439
chr21.9876981	chr21	9876981	*	41	0	100
chr21.9876998	chr21	9876998	*	41	0	100
chr21.9877894	chr21	9877894	*	0	0	0
chr21.9877898	chr21	9877898	*	0	0	0
chr21.9877916	chr21	9877916	*	0	0	0
chr21.9877923	chr21	9877923	*	0	0	0
chr21.9877926	chr21	9877926	*	0	0	0
chr21.9877929	chr21	9877929	*	0	0	0
chr21.9877931	chr21	9877931	*	0	0	0
chr21.9878697	chr21	9878697	*	0	0	0
chr21.9878715	chr21	9878715	*	0	0	0
chr21.9878728	chr21	9878728	*	0	0	0
chr21.9878748	chr21	9878748	*	0	0	0
chr21.9879239	chr21	9879239	*	29	10.3448275862069	89.6551724137931
chr21.9879270	chr21	9879270	*	29	48.2758620689655	51.7241379310345
chr21.9879278	chr21	9879278	*	29	65.5172413793103	34.4827586206897
chr21.9879433	chr21	9879433	*	68	52.9411764705882	47.0588235294118
chr21.9879438	chr21	9879438	*	68	70.5882352941177	29.4117647058824
chr21.9879449	chr21	9879449	*	68	0	100
chr21.9880072	chr21	9880072	*	340	52.0588235294118	47.9411764705882
chr21.9880095	chr21	9880095	*	123	61.7886178861789	38.2113821138211
chr21.9880112	chr21	9880112	*	339	39.8230088495575	60.1769911504425
chr21.9880234	chr21	9880234	*	165	55.7575757575758	44.2424242424242
chr21.9880241	chr21	9880241	*	166	53.0120481927711	46.9879518072289
chr21.9880252	chr21	9880252	*	166	39.7590361445783	60.2409638554217
chr21.9880263	chr21	9880263	*	166	16.8674698795181	83.1325301204819
chr21.9880272	chr21	9880272	*	199	41.2060301507538	58.7939698492462
chr21.9880318	chr21	9880318	*	32	100	0
chr21.9880933	chr21	9880933	*	66	12.1212121212121	87.8787878787879
chr21.9880973	chr21	9880973	*	66	31.8181818181818	68.1818181818182
chr21.9881116	chr21	9881116	*	86	4.65116279069767	95.3488372093023
chr21.9881138	chr21	9881138	*	83	31.3253012048193	68.6746987951807
chr21.9881161	chr21	9881161	*	83	51.8072289156626	48.1927710843374
chr21.9881830	chr21	9881830	*	0	0	0
chr21.9881835	chr21	9881835	*	0	0	0
chr21.9881837	chr21	9881837	*	0	0	0
chr21.9881840	chr21	9881840	*	0	0	0
chr21.9882012	chr21	9882012	*	0	0	0
chr21.9882015	chr21	9882015	*	0	0	0
chr21.9882048	chr21	9882048	*	263	41.8250950570342	58.1749049429658
chr21.9882051	chr21	9882051	*	267	21.7228464419476	78.2771535580524
chr21.9882066	chr21	9882066	*	280	56.0714285714286	43.9285714285714
chr21.9882072	chr21	9882072	*	280	55.3571428571429	44.6428571428571
chr21.9882080	chr21	9882080	*	280	51.0714285714286	48.9285714285714
chr21.9882095	chr21	9882095	*	280	72.5	27.5
chr21.9882100	chr21	9882100	*	15	86.6666666666667	13.3333333333333
chr21.9882110	chr21	9882110	*	15	80	20
chr21.9882113	chr21	9882113	*	63	87.3015873015873	12.6984126984127
chr21.9882118	chr21	9882118	*	48	97.9166666666667	2.08333333333333
chr21.9882147	chr21	9882147	*	48	77.0833333333333	22.9166666666667
chr21.9882164	chr21	9882164	*	369	81.3008130081301	18.6991869918699
chr21.9882201	chr21	9882201	*	330	7.57575757575758	92.4242424242424
chr21.9882210	chr21	9882210	*	32	34.375	65.625
chr21.9882218	chr21	9882218	*	32	12.5	87.5
chr21.9882226	chr21	9882226	*	32	12.5	87.5
chr21.9882246	chr21	9882246	*	32	12.5	87.5
chr21.9887370	chr21	9887370	*	81	30.8641975308642	69.1358024691358
chr21.9906578	chr21	9906578	*	261	19.9233716475096	80.0766283524904
chr21.9907170	chr21	9907170	*	0	0	0
chr21.9907202	chr21	9907202	*	0	0	0
chr21.9907967	chr21	9907967	*	11	0	100
chr21.9908009	chr21	9908009	*	11	27.2727272727273	72.7272727272727
chr21.9908125	chr21	9908125	*	0	0	0
chr21.9908148	chr21	9908148	*	0	0	0
chr21.9908338	chr21	9908338	*	0	0	0
chr21.9908425	chr21	9908425	*	0	0	0
chr21.9908475	chr21	9908475	*	499	23.4468937875752	76.5531062124249
chr21.9909015	chr21	9909015	*	216	45.8333333333333	54.1666666666667
chr21.9909021	chr21	9909021	*	216	28.2407407407407	71.7592592592593
chr21.9909027	chr21	9909027	*	216	37.962962962963	62.037037037037
chr21.9909204	chr21	9909204	*	178	65.1685393258427	34.8314606741573
chr21.9909208	chr21	9909208	*	178	57.3033707865169	42.6966292134831
chr21.9909210	chr21	9909210	*	178	65.7303370786517	34.2696629213483
chr21.9909217	chr21	9909217	*	178	20.7865168539326	79.2134831460674
chr21.9909249	chr21	9909249	*	331	47.4320241691843	52.5679758308157
chr21.9909268	chr21	9909268	*	161	39.7515527950311	60.2484472049689
chr21.9909273	chr21	9909273	*	161	24.223602484472	75.7763975155279
chr21.9909450	chr21	9909450	*	387	29.4573643410853	70.5426356589147
chr21.9909491	chr21	9909491	*	385	37.6623376623377	62.3376623376623
chr21.9909697	chr21	9909697	*	56	39.2857142857143	60.7142857142857
chr21.9909700	chr21	9909700	*	58	29.3103448275862	70.6896551724138
chr21.9909714	chr21	9909714	*	62	75.8064516129032	24.1935483870968
chr21.9909737	chr21	9909737	*	62	82.258064516129	17.741935483871
chr21.9909863	chr21	9909863	*	55	72.7272727272727	27.2727272727273
chr21.9909866	chr21	9909866	*	55	70.9090909090909	29.0909090909091
chr21.9909892	chr21	9909892	*	53	67.9245283018868	32.0754716981132
chr21.9910169	chr21	9910169	*	129	17.8294573643411	82.1705426356589
chr21.9910192	chr21	9910192	*	457	27.5711159737418	72.4288840262582
chr21.9910217	chr21	9910217	*	329	87.5379939209726	12.4620060790274
chr21.9910228	chr21	9910228	*	329	77.2036474164134	22.7963525835866
chr21.9910350	chr21	9910350	*	363	21.763085399449	78.236914600551
chr21.9910499	chr21	9910499	*	14	21.4285714285714	78.5714285714286
chr21.9910529	chr21	9910529	*	14	7.14285714285714	92.8571428571429
chr21.9910547	chr21	9910547	*	199	44.7236180904523	55.2763819095477
chr21.9910627	chr21	9910627	*	182	24.1758241758242	75.8241758241758
chr21.9911633	chr21	9911633	*	0	0	0
chr21.9912328	chr21	9912328	*	70	92.8571428571429	7.14285714285714
chr21.9912335	chr21	9912335	*	71	63.3802816901408	36.6197183098592
chr21.9912343	chr21	9912343	*	71	80.2816901408451	19.7183098591549
chr21.9912347	chr21	9912347	*	71	81.6901408450704	18.3098591549296
chr21.9912354	chr21	9912354	*	71	88.7323943661972	11.2676056338028
chr21.9912385	chr21	9912385	*	35	65.7142857142857	34.2857142857143
chr21.9912404	chr21	9912404	*	35	77.1428571428572	22.8571428571429
chr21.9912410	chr21	9912410	*	35	68.5714285714286	31.4285714285714
chr21.9913589	chr21	9913589	*	73	41.0958904109589	58.9041095890411
chr21.9913613	chr21	9913613	*	73	57.5342465753425	42.4657534246575
chr21.9913629	chr21	9913629	*	73	67.1232876712329	32.8767123287671
chr21.9913712	chr21	9913712	*	0	0	0
chr21.9913738	chr21	9913738	*	0	0	0
chr21.9913766	chr21	9913766	*	135	25.9259259259259	74.0740740740741
chr21.9913769	chr21	9913769	*	135	24.4444444444444	75.5555555555556
chr21.9913799	chr21	9913799	*	132	49.2424242424242	50.7575757575758
chr21.9913833	chr21	9913833	*	314	54.140127388535	45.859872611465
chr21.9913849	chr21	9913849	*	235	43.4042553191489	56.5957446808511
chr21.9913885	chr21	9913885	*	275	39.2727272727273	60.7272727272727
chr21.9913890	chr21	9913890	*	275	40.7272727272727	59.2727272727273
chr21.9913936	chr21	9913936	*	274	40.8759124087591	59.1240875912409
chr21.9922572	chr21	9922572	*	0	0	0
chr21.9922579	chr21	9922579	*	0	0	0
chr21.9922704	chr21	9922704	*	0	0	0
chr21.9922710	chr21	9922710	*	0	0	0
chr21.9922713	chr21	9922713	*	0	0	0
chr21.9922720	chr21	9922720	*	0	0	0
chr21.9922736	chr21	9922736	*	0	0	0
chr21.9922744	chr21	9922744	*	0	0	0
chr21.9925249	chr21	9925249	*	0	0	0
chr21.9925600	chr21	9925600	*	0	0	0
chr21.9925618	chr21	9925618	*	0	0	0
chr21.9925628	chr21	9925628	*	0	0	0
chr21.9925634	chr21	9925634	*	0	0	0
chr21.9926528	chr21	9926528	*	12	0	100
