chrBase	chr	base	strand	coverage	freqC	freqT
chr21.43038407	chr21	43038407	F	30	63.33	36.67
chr21.43038416	chr21	43038416	F	28	75	25
chr21.43038431	chr21	43038431	F	28	67.86	32.14
chr21.43038435	chr21	43038435	F	28	92.86	7.14
chr21.43039286	chr21	43039286	F	14	85.71	14.29
chr21.43039310	chr21	43039310	F	14	14.29	85.71
chr21.43039327	chr21	43039327	F	14	50	50
chr21.43039910	chr21	43039910	R	16	56.25	43.75
chr21.43039957	chr21	43039957	R	20	20	80
chr21.43039960	chr21	43039960	R	19	21.05	78.95
chr21.43040258	chr21	43040258	R	12	16.67	83.33
chr21.43040260	chr21	43040260	R	13	0	100
chr21.43040277	chr21	43040277	F	59	5.08	94.92
chr21.43040277	chr21	43040277	R	13	0	100
chr21.43040280	chr21	43040280	F	56	0	100
chr21.43040460	chr21	43040460	F	77	62.34	37.66
chr21.43040460	chr21	43040460	R	127	40.16	59.84
chr21.43040514	chr21	43040514	F	73	54.79	45.21
chr21.43040731	chr21	43040731	R	10	40	60
chr21.43040738	chr21	43040738	R	10	50	50
chr21.43044391	chr21	43044391	F	18	94.44	5.56
chr21.43044428	chr21	43044428	F	18	100	0
chr21.43044448	chr21	43044448	F	18	88.89	11.11
chr21.43044609	chr21	43044609	R	71	92.96	7.04
chr21.43044625	chr21	43044625	R	72	100	0
chr21.43044631	chr21	43044631	F	55	100	0
chr21.43044668	chr21	43044668	F	53	96.23	3.77
chr21.43044689	chr21	43044689	F	53	96.23	3.77
chr21.43044843	chr21	43044843	R	10	100	0
chr21.43044860	chr21	43044860	R	10	100	0
chr21.43044868	chr21	43044868	F	39	100	0
chr21.43044868	chr21	43044868	R	10	100	0
chr21.43044876	chr21	43044876	F	39	94.87	5.13
chr21.43044876	chr21	43044876	R	56	96.43	3.57
chr21.43044883	chr21	43044883	R	55	98.18	1.82
chr21.43044883	chr21	43044883	F	39	100	0
chr21.43044912	chr21	43044912	R	57	100	0
chr21.43047566	chr21	43047566	F	57	94.74	5.26
chr21.43047578	chr21	43047578	F	56	91.07	8.93
chr21.43047631	chr21	43047631	R	47	95.74	4.26
chr21.43047686	chr21	43047686	R	48	100	0
chr21.43049996	chr21	43049996	F	30	83.33	16.67
chr21.43050013	chr21	43050013	R	29	89.66	10.34
chr21.43050013	chr21	43050013	F	30	80	20
chr21.43050033	chr21	43050033	R	29	96.55	3.45
chr21.43051867	chr21	43051867	F	11	100	0
chr21.43051871	chr21	43051871	F	11	100	0
chr21.43051898	chr21	43051898	F	11	100	0
chr21.43051914	chr21	43051914	F	11	100	0
chr21.43052133	chr21	43052133	F	27	92.59	7.41
chr21.43052301	chr21	43052301	R	118	88.14	11.86
chr21.43052356	chr21	43052356	F	40	95	5
chr21.43052356	chr21	43052356	R	124	98.39	1.61
chr21.43052368	chr21	43052368	R	37	94.59	5.41
chr21.43052368	chr21	43052368	F	39	92.31	7.69
chr21.43052398	chr21	43052398	R	41	100	0
chr21.43053230	chr21	43053230	F	83	97.59	2.41
chr21.43053297	chr21	43053297	F	14	85.71	14.29
chr21.43053297	chr21	43053297	R	134	94.78	5.22
chr21.43053304	chr21	43053304	F	14	100	0
chr21.43053316	chr21	43053316	F	14	85.71	14.29
chr21.43053323	chr21	43053323	F	14	85.71	14.29
chr21.43053502	chr21	43053502	R	14	100	0
chr21.43053512	chr21	43053512	R	15	100	0
chr21.43053518	chr21	43053518	R	15	86.67	13.33
chr21.43053552	chr21	43053552	R	15	93.33	6.67
chr21.43054072	chr21	43054072	F	29	93.1	6.9
chr21.43054086	chr21	43054086	F	29	96.55	3.45
chr21.43054272	chr21	43054272	F	53	96.23	3.77
chr21.43054272	chr21	43054272	R	290	93.79	6.21
chr21.43054327	chr21	43054327	R	95	95.79	4.21
chr21.43054327	chr21	43054327	F	51	100	0
chr21.43054353	chr21	43054353	R	100	92	8
chr21.43054370	chr21	43054370	R	100	96	4
chr21.43054373	chr21	43054373	R	100	99	1
chr21.43054877	chr21	43054877	R	184	94.57	5.43
chr21.43060507	chr21	43060507	R	117	94.87	5.13
chr21.43060527	chr21	43060527	F	12	100	0
chr21.43060527	chr21	43060527	R	135	90.37	9.63
chr21.43060566	chr21	43060566	R	34	100	0
chr21.43060566	chr21	43060566	F	141	95.74	4.26
chr21.43060742	chr21	43060742	R	92	95.65	4.35
chr21.43060768	chr21	43060768	R	95	96.84	3.16
chr21.43060775	chr21	43060775	F	46	100	0
chr21.43060775	chr21	43060775	R	95	95.79	4.21
chr21.43060884	chr21	43060884	R	252	21.83	78.17
chr21.43060884	chr21	43060884	F	76	94.74	5.26
chr21.43060901	chr21	43060901	F	76	98.68	1.32
chr21.43060901	chr21	43060901	R	203	94.09	5.91
chr21.43060906	chr21	43060906	F	76	93.42	6.58
chr21.43060906	chr21	43060906	R	201	97.01	2.99
chr21.43060934	chr21	43060934	R	202	95.05	4.95
chr21.43060934	chr21	43060934	F	68	94.12	5.88
chr21.43060941	chr21	43060941	F	73	0	100
chr21.43060941	chr21	43060941	R	204	98.04	1.96
chr21.43063007	chr21	43063007	R	124	97.58	2.42
chr21.43063007	chr21	43063007	F	10	90	10
chr21.43063014	chr21	43063014	F	10	100	0
chr21.43063023	chr21	43063023	F	10	100	0
chr21.43063152	chr21	43063152	R	100	95	5
chr21.43063158	chr21	43063158	R	100	95	5
chr21.43063447	chr21	43063447	R	67	100	0
chr21.43063570	chr21	43063570	R	67	98.51	1.49
chr21.43063725	chr21	43063725	R	28	100	0
chr21.43063749	chr21	43063749	R	28	96.43	3.57
chr21.43064447	chr21	43064447	F	70	97.14	2.86
chr21.43064548	chr21	43064548	R	34	94.12	5.88
chr21.43064561	chr21	43064561	R	34	100	0
chr21.43064572	chr21	43064572	R	34	100	0
chr21.43064572	chr21	43064572	F	14	100	0
chr21.43064705	chr21	43064705	R	109	95.41	4.59
chr21.43066966	chr21	43066966	R	19	100	0
chr21.43066974	chr21	43066974	R	19	100	0
chr21.43067005	chr21	43067005	R	19	100	0
chr21.43067099	chr21	43067099	R	33	100	0
chr21.43067140	chr21	43067140	R	34	97.06	2.94
chr21.43070556	chr21	43070556	R	99	97.98	2.02
chr21.43070562	chr21	43070562	R	100	98	2
chr21.43071355	chr21	43071355	F	45	62.22	37.78
chr21.43071362	chr21	43071362	F	48	54.17	45.83
chr21.43071389	chr21	43071389	F	48	54.17	45.83
chr21.43071406	chr21	43071406	F	46	73.91	26.09
chr21.43071596	chr21	43071596	R	81	54.32	45.68
chr21.43071599	chr21	43071599	R	81	64.2	35.8
chr21.43071610	chr21	43071610	F	63	74.6	25.4
chr21.43071610	chr21	43071610	R	80	75	25
chr21.43071703	chr21	43071703	R	24	87.5	12.5
chr21.43074581	chr21	43074581	F	82	6.1	93.9
chr21.43074601	chr21	43074601	F	81	4.94	95.06
chr21.43074603	chr21	43074603	F	80	6.25	93.75
chr21.43074605	chr21	43074605	F	77	5.19	94.81
chr21.43074611	chr21	43074611	F	82	9.76	90.24
chr21.43074617	chr21	43074617	F	63	14.29	85.71
chr21.43074620	chr21	43074620	F	82	4.88	95.12
chr21.43074649	chr21	43074649	R	99	4.04	95.96
chr21.43074659	chr21	43074659	R	99	5.05	94.95
chr21.43074667	chr21	43074667	R	100	7	93
chr21.43074683	chr21	43074683	R	95	7.37	92.63
chr21.43074694	chr21	43074694	R	99	10.1	89.9
chr21.43074702	chr21	43074702	F	18	16.67	83.33
chr21.43074702	chr21	43074702	R	100	6	94
chr21.43074717	chr21	43074717	F	16	12.5	87.5
chr21.43074758	chr21	43074758	F	18	11.11	88.89
chr21.43074898	chr21	43074898	R	318	39.94	60.06
chr21.43074900	chr21	43074900	R	322	17.39	82.61
chr21.43074905	chr21	43074905	R	323	28.48	71.52
chr21.43076279	chr21	43076279	F	46	95.65	4.35
chr21.43077523	chr21	43077523	R	51	3.92	96.08
chr21.43077566	chr21	43077566	R	52	40.38	59.62
chr21.43077577	chr21	43077577	R	53	5.66	94.34
chr21.43078173	chr21	43078173	F	30	100	0
chr21.43078183	chr21	43078183	R	171	98.83	1.17
chr21.43078183	chr21	43078183	F	30	93.33	6.67
chr21.43078185	chr21	43078185	R	172	97.09	2.91
chr21.43078185	chr21	43078185	F	30	100	0
chr21.43078237	chr21	43078237	F	27	100	0
chr21.43078237	chr21	43078237	R	174	97.7	2.3
chr21.43078292	chr21	43078292	F	26	76.92	23.08
chr21.43078301	chr21	43078301	R	85	97.65	2.35
chr21.43078332	chr21	43078332	R	91	92.31	7.69
chr21.43078346	chr21	43078346	R	92	96.74	3.26
chr21.43078352	chr21	43078352	R	91	95.6	4.4
chr21.43095960	chr21	43095960	F	218	94.95	5.05
chr21.43097654	chr21	43097654	F	91	95.6	4.4
chr21.43097710	chr21	43097710	F	91	95.6	4.4
chr21.43100199	chr21	43100199	F	90	60	40
chr21.43100236	chr21	43100236	F	90	38.89	61.11
chr21.43100244	chr21	43100244	F	82	96.34	3.66
chr21.43125746	chr21	43125746	R	29	89.66	10.34
chr21.43127186	chr21	43127186	F	78	97.44	2.56
chr21.43127209	chr21	43127209	F	82	96.34	3.66
chr21.43130302	chr21	43130302	F	140	95.71	4.29
chr21.43130365	chr21	43130365	R	87	95.4	4.6
chr21.43130853	chr21	43130853	F	27	92.59	7.41
chr21.43130872	chr21	43130872	F	27	92.59	7.41
chr21.43130879	chr21	43130879	F	26	96.15	3.85
chr21.43130885	chr21	43130885	F	26	96.15	3.85
chr21.43130893	chr21	43130893	F	27	81.48	18.52
chr21.43130900	chr21	43130900	F	26	100	0
chr21.43130955	chr21	43130955	R	83	100	0
chr21.43130971	chr21	43130971	R	83	96.39	3.61
chr21.43131005	chr21	43131005	F	51	98.04	1.96
chr21.43131036	chr21	43131036	F	49	95.92	4.08
chr21.43131038	chr21	43131038	F	50	100	0
chr21.43131043	chr21	43131043	F	49	100	0
chr21.43131168	chr21	43131168	R	70	94.29	5.71
chr21.43131193	chr21	43131193	R	137	95.62	4.38
chr21.43131210	chr21	43131210	R	143	94.41	5.59
chr21.43131214	chr21	43131214	R	143	50.35	49.65
chr21.43131232	chr21	43131232	F	12	91.67	8.33
chr21.43131232	chr21	43131232	R	71	97.18	2.82
chr21.43131249	chr21	43131249	F	12	91.67	8.33
chr21.43131249	chr21	43131249	R	13	84.62	15.38
chr21.43131264	chr21	43131264	R	13	100	0
chr21.43131279	chr21	43131279	F	16	93.75	6.25
chr21.43131285	chr21	43131285	F	16	87.5	12.5
chr21.43131299	chr21	43131299	F	16	87.5	12.5
chr21.43131315	chr21	43131315	F	16	87.5	12.5
chr21.43131321	chr21	43131321	F	16	100	0
chr21.43131332	chr21	43131332	F	16	100	0
chr21.43131499	chr21	43131499	R	107	95.33	4.67
chr21.43131512	chr21	43131512	R	104	80.77	19.23
chr21.43131524	chr21	43131524	R	108	94.44	5.56
chr21.43132017	chr21	43132017	R	17	100	0
chr21.43132028	chr21	43132028	R	18	100	0
chr21.43132057	chr21	43132057	R	18	100	0
chr21.43133196	chr21	43133196	F	106	53.77	46.23
chr21.43133201	chr21	43133201	F	106	54.72	45.28
chr21.43133201	chr21	43133201	R	10	80	20
chr21.43133255	chr21	43133255	R	14	57.14	42.86
chr21.43134644	chr21	43134644	F	30	100	0
chr21.43134679	chr21	43134679	F	30	93.33	6.67
chr21.43134936	chr21	43134936	F	14	92.86	7.14
chr21.43134946	chr21	43134946	F	14	85.71	14.29
chr21.43134951	chr21	43134951	F	14	92.86	7.14
chr21.43135050	chr21	43135050	R	34	100	0
chr21.43135094	chr21	43135094	R	35	100	0
chr21.43135094	chr21	43135094	F	56	100	0
chr21.43135146	chr21	43135146	F	56	96.43	3.57
chr21.43135437	chr21	43135437	R	41	87.8	12.2
chr21.43135485	chr21	43135485	R	40	95	5
chr21.43135980	chr21	43135980	F	39	100	0
chr21.43136003	chr21	43136003	F	39	94.87	5.13
chr21.43136025	chr21	43136025	F	37	97.3	2.7
chr21.43136200	chr21	43136200	R	101	99.01	0.99
chr21.43137809	chr21	43137809	F	158	97.47	2.53
chr21.43137809	chr21	43137809	R	61	0	100
chr21.43137863	chr21	43137863	R	65	98.46	1.54
chr21.43137863	chr21	43137863	F	151	2.65	97.35
chr21.43142948	chr21	43142948	F	13	100	0
chr21.43142957	chr21	43142957	F	13	92.31	7.69
chr21.43142966	chr21	43142966	F	13	100	0
chr21.43143220	chr21	43143220	R	15	100	0
chr21.43143225	chr21	43143225	R	15	93.33	6.67
chr21.43143240	chr21	43143240	R	15	100	0
chr21.43143243	chr21	43143243	R	15	100	0
chr21.43143252	chr21	43143252	R	15	100	0
chr21.43143252	chr21	43143252	F	66	95.45	4.55
chr21.43143275	chr21	43143275	F	66	96.97	3.03
chr21.43143275	chr21	43143275	R	74	98.65	1.35
chr21.43143278	chr21	43143278	F	65	95.38	4.62
chr21.43143278	chr21	43143278	R	74	91.89	8.11
chr21.43143288	chr21	43143288	F	60	98.33	1.67
chr21.43143288	chr21	43143288	R	74	95.95	4.05
chr21.43143298	chr21	43143298	F	21	100	0
chr21.43143298	chr21	43143298	R	74	95.95	4.05
chr21.43143301	chr21	43143301	F	21	100	0
chr21.43143304	chr21	43143304	F	21	100	0
chr21.43143365	chr21	43143365	R	42	100	0
chr21.43143371	chr21	43143371	R	42	100	0
chr21.43143375	chr21	43143375	R	41	100	0
chr21.43143404	chr21	43143404	R	42	95.24	4.76
chr21.43143410	chr21	43143410	R	42	100	0
chr21.43143413	chr21	43143413	R	42	100	0
chr21.43143413	chr21	43143413	F	40	100	0
chr21.43143712	chr21	43143712	F	288	96.53	3.47
chr21.43143740	chr21	43143740	F	285	95.44	4.56
chr21.43143843	chr21	43143843	R	233	95.71	4.29
chr21.43143901	chr21	43143901	R	250	98.8	1.2
chr21.43143901	chr21	43143901	F	211	97.16	2.84
chr21.43143957	chr21	43143957	F	200	87.5	12.5
chr21.43144060	chr21	43144060	R	101	7.92	92.08
chr21.43144101	chr21	43144101	F	30	6.67	93.33
chr21.43144101	chr21	43144101	R	103	17.48	82.52
chr21.43144109	chr21	43144109	F	31	12.9	87.1
chr21.43144111	chr21	43144111	F	29	13.79	86.21
chr21.43144119	chr21	43144119	F	31	16.13	83.87
chr21.43144152	chr21	43144152	F	29	82.76	17.24
chr21.43144163	chr21	43144163	R	96	91.67	8.33
chr21.43144174	chr21	43144174	R	138	50	50
chr21.43144215	chr21	43144215	R	144	61.81	38.19
chr21.43144230	chr21	43144230	R	53	73.58	26.42
chr21.43144248	chr21	43144248	R	53	98.11	1.89
chr21.43144251	chr21	43144251	R	53	88.68	11.32
chr21.43144251	chr21	43144251	F	49	75.51	24.49
chr21.43144291	chr21	43144291	F	48	97.92	2.08
chr21.43144352	chr21	43144352	R	43	97.67	2.33
chr21.43144366	chr21	43144366	R	43	93.02	6.98
chr21.43144392	chr21	43144392	R	43	97.67	2.33
chr21.43144999	chr21	43144999	F	23	82.61	17.39
chr21.43145055	chr21	43145055	F	23	56.52	43.48
chr21.43145168	chr21	43145168	R	406	73.89	26.11
chr21.43145207	chr21	43145207	R	442	71.72	28.28
chr21.43145290	chr21	43145290	R	89	80.9	19.1
chr21.43145311	chr21	43145311	R	88	75	25
chr21.43145348	chr21	43145348	R	90	82.22	17.78
chr21.43146334	chr21	43146334	R	21	90.48	9.52
chr21.43146356	chr21	43146356	R	24	95.83	4.17
chr21.43146356	chr21	43146356	F	36	97.22	2.78
chr21.43146400	chr21	43146400	F	36	86.11	13.89
chr21.43146551	chr21	43146551	R	108	99.07	0.93
chr21.43146554	chr21	43146554	R	108	100	0
chr21.43147022	chr21	43147022	R	135	0.74	99.26
chr21.43147022	chr21	43147022	F	65	96.92	3.08
chr21.43147045	chr21	43147045	F	64	96.88	3.12
chr21.43147045	chr21	43147045	R	148	99.32	0.68
chr21.43147063	chr21	43147063	F	62	95.16	4.84
chr21.43147063	chr21	43147063	R	147	98.64	1.36
chr21.43147079	chr21	43147079	F	62	69.35	30.65
chr21.43147079	chr21	43147079	R	148	100	0
chr21.43147392	chr21	43147392	R	23	100	0
chr21.43147416	chr21	43147416	R	23	86.96	13.04
chr21.43147426	chr21	43147426	R	23	100	0
chr21.43147431	chr21	43147431	R	23	100	0
chr21.43147659	chr21	43147659	R	14	78.57	21.43
chr21.43147678	chr21	43147678	R	14	100	0
chr21.43147710	chr21	43147710	R	14	100	0
chr21.43147835	chr21	43147835	R	26	100	0
chr21.43147852	chr21	43147852	R	26	96.15	3.85
chr21.43147855	chr21	43147855	R	26	96.15	3.85
chr21.43147858	chr21	43147858	R	26	88.46	11.54
chr21.43148767	chr21	43148767	R	47	78.72	21.28
chr21.43148776	chr21	43148776	R	48	75	25
chr21.43148779	chr21	43148779	R	48	91.67	8.33
chr21.43148806	chr21	43148806	R	48	87.5	12.5
chr21.43148813	chr21	43148813	R	48	95.83	4.17
chr21.43150240	chr21	43150240	F	35	97.14	2.86
chr21.43150432	chr21	43150432	R	22	100	0
chr21.43150483	chr21	43150483	R	22	100	0
chr21.43150483	chr21	43150483	F	39	97.44	2.56
chr21.43150509	chr21	43150509	F	39	97.44	2.56
chr21.43150522	chr21	43150522	F	38	94.74	5.26
chr21.43150529	chr21	43150529	F	38	97.37	2.63
chr21.43150582	chr21	43150582	R	62	91.94	8.06
chr21.43150621	chr21	43150621	R	62	95.16	4.84
chr21.43152864	chr21	43152864	F	108	92.59	7.41
chr21.43152882	chr21	43152882	F	107	98.13	1.87
chr21.43152890	chr21	43152890	F	104	97.12	2.88
chr21.43152911	chr21	43152911	R	58	100	0
chr21.43152911	chr21	43152911	F	103	100	0
chr21.43152921	chr21	43152921	R	55	100	0
chr21.43152921	chr21	43152921	F	99	97.98	2.02
chr21.43152933	chr21	43152933	R	58	96.55	3.45
chr21.43152942	chr21	43152942	R	58	98.28	1.72
chr21.43152946	chr21	43152946	R	58	93.1	6.9
chr21.43152955	chr21	43152955	R	58	98.28	1.72
chr21.43153678	chr21	43153678	F	44	100	0
chr21.43153678	chr21	43153678	R	220	98.18	1.82
chr21.43153702	chr21	43153702	F	44	97.73	2.27
chr21.43153758	chr21	43153758	R	107	97.2	2.8
chr21.43153760	chr21	43153760	R	106	97.17	2.83
chr21.43153767	chr21	43153767	F	16	93.75	6.25
chr21.43153767	chr21	43153767	R	107	97.2	2.8
chr21.43153773	chr21	43153773	F	44	63.64	36.36
chr21.43153779	chr21	43153779	F	44	97.73	2.27
chr21.43153788	chr21	43153788	F	44	93.18	6.82
chr21.43153797	chr21	43153797	F	43	100	0
chr21.43153850	chr21	43153850	R	70	100	0
chr21.43153855	chr21	43153855	R	68	91.18	8.82
chr21.43153868	chr21	43153868	R	70	97.14	2.86
chr21.43153890	chr21	43153890	R	71	97.18	2.82
chr21.43153903	chr21	43153903	R	71	100	0
chr21.43154158	chr21	43154158	R	39	89.74	10.26
chr21.43154203	chr21	43154203	R	39	89.74	10.26
chr21.43154212	chr21	43154212	R	40	95	5
chr21.43154317	chr21	43154317	R	14	100	0
chr21.43154349	chr21	43154349	R	14	100	0
chr21.43155158	chr21	43155158	F	38	55.26	44.74
chr21.43155200	chr21	43155200	F	78	76.92	23.08
chr21.43155200	chr21	43155200	R	163	14.11	85.89
chr21.43155221	chr21	43155221	R	128	92.97	7.03
chr21.43155221	chr21	43155221	F	79	91.14	8.86
chr21.43155257	chr21	43155257	F	103	12.62	87.38
chr21.43155257	chr21	43155257	R	128	48.44	51.56
chr21.43155267	chr21	43155267	F	25	92	8
chr21.43155312	chr21	43155312	F	26	84.62	15.38
chr21.43155315	chr21	43155315	F	25	92	8
chr21.43155486	chr21	43155486	R	52	94.23	5.77
chr21.43155499	chr21	43155499	R	54	100	0
chr21.43155502	chr21	43155502	R	53	98.11	1.89
chr21.43155504	chr21	43155504	R	50	94	6
chr21.43155518	chr21	43155518	R	55	98.18	1.82
chr21.43155528	chr21	43155528	R	54	100	0
chr21.43155533	chr21	43155533	R	55	96.36	3.64
chr21.43156066	chr21	43156066	F	63	100	0
chr21.43156081	chr21	43156081	F	61	96.72	3.28
chr21.43156117	chr21	43156117	F	59	98.31	1.69
chr21.43156196	chr21	43156196	R	21	90.48	9.52
chr21.43156390	chr21	43156390	R	258	94.57	5.43
chr21.43156417	chr21	43156417	R	257	91.44	8.56
chr21.43156432	chr21	43156432	R	259	95.37	4.63
chr21.43156866	chr21	43156866	F	13	100	0
chr21.43156958	chr21	43156958	R	17	88.24	11.76
chr21.43156978	chr21	43156978	R	16	50	50
chr21.43157007	chr21	43157007	R	17	100	0
chr21.43158134	chr21	43158134	R	19	100	0
chr21.43158165	chr21	43158165	R	19	100	0
chr21.43158169	chr21	43158169	R	19	100	0
chr21.43158729	chr21	43158729	F	104	98.08	1.92
chr21.43158769	chr21	43158769	F	108	99.07	0.93
chr21.43158780	chr21	43158780	F	105	95.24	4.76
chr21.43158865	chr21	43158865	R	28	100	0
chr21.43162938	chr21	43162938	F	21	100	0
chr21.43162954	chr21	43162954	F	21	95.24	4.76
chr21.43163048	chr21	43163048	R	16	100	0
chr21.43165972	chr21	43165972	F	130	98.46	1.54
chr21.43166040	chr21	43166040	F	24	100	0
chr21.43166048	chr21	43166048	F	24	100	0
chr21.43166056	chr21	43166056	F	24	100	0
chr21.43166070	chr21	43166070	F	24	95.83	4.17
chr21.43166072	chr21	43166072	F	24	95.83	4.17
chr21.43166453	chr21	43166453	R	22	100	0
chr21.43169525	chr21	43169525	R	55	100	0
chr21.43169549	chr21	43169549	R	56	92.86	7.14
chr21.43172083	chr21	43172083	F	35	0	100
chr21.43172121	chr21	43172121	F	23	0	100
chr21.43172123	chr21	43172123	F	23	0	100
chr21.43172181	chr21	43172181	R	39	0	100
chr21.43172188	chr21	43172188	R	34	0	100
chr21.43172211	chr21	43172211	R	40	0	100
chr21.43172217	chr21	43172217	R	40	0	100
chr21.43172221	chr21	43172221	R	40	0	100
chr21.43172221	chr21	43172221	F	77	0	100
chr21.43172242	chr21	43172242	F	69	0	100
chr21.43172242	chr21	43172242	R	151	0	100
chr21.43172245	chr21	43172245	R	111	0	100
chr21.43172245	chr21	43172245	F	75	0	100
