chrBase	chr	base	strand	coverage	freqC	freqT
chr21.43060901	chr21	43060901	R	280	90	10
chr21.43060906	chr21	43060906	F	87	98.85	1.15
chr21.43060906	chr21	43060906	R	274	97.81	2.19
chr21.43060934	chr21	43060934	R	303	93.73	6.27
chr21.43060941	chr21	43060941	R	305	96.72	3.28
chr21.43063152	chr21	43063152	R	268	99.63	0.37
chr21.43063158	chr21	43063158	R	268	90.3	9.7
chr21.43063570	chr21	43063570	R	171	99.42	0.58
chr21.43064447	chr21	43064447	F	21	100	0
chr21.43064548	chr21	43064548	R	17	100	0
chr21.43064561	chr21	43064561	R	17	100	0
chr21.43064572	chr21	43064572	R	17	94.12	5.88
chr21.43064705	chr21	43064705	R	228	99.56	0.44
chr21.43071610	chr21	43071610	F	67	10.45	89.55
chr21.43071703	chr21	43071703	R	34	29.41	70.59
chr21.43074581	chr21	43074581	F	73	63.01	36.99
chr21.43074601	chr21	43074601	F	72	55.56	44.44
chr21.43074603	chr21	43074603	F	71	56.34	43.66
chr21.43074605	chr21	43074605	F	74	58.11	41.89
chr21.43074611	chr21	43074611	F	72	58.33	41.67
chr21.43074617	chr21	43074617	F	59	62.71	37.29
chr21.43074620	chr21	43074620	F	69	53.62	46.38
chr21.43074659	chr21	43074659	R	93	22.58	77.42
chr21.43074667	chr21	43074667	R	92	41.3	58.7
chr21.43074683	chr21	43074683	R	90	41.11	58.89
chr21.43074694	chr21	43074694	R	92	40.22	59.78
chr21.43074702	chr21	43074702	R	93	27.96	72.04
chr21.43076499	chr21	43076499	R	19	100	0
chr21.43076523	chr21	43076523	R	19	100	0
chr21.43077566	chr21	43077566	R	17	5.88	94.12
chr21.43077577	chr21	43077577	R	17	0	100
chr21.43078173	chr21	43078173	F	68	82.35	17.65
chr21.43078183	chr21	43078183	F	68	92.65	7.35
chr21.43078185	chr21	43078185	F	67	95.52	4.48
chr21.43078237	chr21	43078237	F	24	95.83	4.17
chr21.43078237	chr21	43078237	R	521	93.86	6.14
chr21.43078332	chr21	43078332	R	74	98.65	1.35
chr21.43078346	chr21	43078346	R	75	92	8
chr21.43078352	chr21	43078352	R	75	100	0
chr21.43080378	chr21	43080378	R	13	100	0
chr21.43080395	chr21	43080395	R	13	100	0
chr21.43080407	chr21	43080407	R	13	100	0
chr21.43130302	chr21	43130302	F	206	97.09	2.91
chr21.43130365	chr21	43130365	R	174	98.28	1.72
chr21.43130853	chr21	43130853	F	17	94.12	5.88
chr21.43130872	chr21	43130872	F	16	93.75	6.25
chr21.43130879	chr21	43130879	F	15	100	0
chr21.43130885	chr21	43130885	F	15	100	0
chr21.43130893	chr21	43130893	F	16	100	0
chr21.43130900	chr21	43130900	F	13	100	0
chr21.43130955	chr21	43130955	R	27	100	0
chr21.43130971	chr21	43130971	R	32	96.88	3.12
chr21.43133044	chr21	43133044	F	19	0	100
chr21.43133074	chr21	43133074	F	17	0	100
chr21.43135050	chr21	43135050	R	15	100	0
chr21.43135094	chr21	43135094	R	17	100	0
chr21.43135094	chr21	43135094	F	140	96.43	3.57
chr21.43137809	chr21	43137809	F	190	96.32	3.68
chr21.43137863	chr21	43137863	R	89	100	0
chr21.43143252	chr21	43143252	R	53	0	100
chr21.43143252	chr21	43143252	F	23	100	0
chr21.43143275	chr21	43143275	F	23	100	0
chr21.43143275	chr21	43143275	R	53	92.45	7.55
chr21.43143278	chr21	43143278	F	23	91.3	8.7
chr21.43143278	chr21	43143278	R	53	92.45	7.55
chr21.43143288	chr21	43143288	F	22	100	0
chr21.43143288	chr21	43143288	R	53	94.34	5.66
chr21.43143298	chr21	43143298	F	26	11.54	88.46
chr21.43143298	chr21	43143298	R	53	98.11	1.89
chr21.43143365	chr21	43143365	R	59	91.53	8.47
chr21.43143371	chr21	43143371	R	58	96.55	3.45
chr21.43143375	chr21	43143375	R	57	89.47	10.53
chr21.43143404	chr21	43143404	R	59	93.22	6.78
chr21.43143410	chr21	43143410	R	59	100	0
chr21.43143413	chr21	43143413	R	59	100	0
chr21.43143712	chr21	43143712	F	305	98.03	1.97
chr21.43143740	chr21	43143740	F	301	100	0
chr21.43143901	chr21	43143901	F	23	100	0
chr21.43144101	chr21	43144101	F	55	0	100
chr21.43144109	chr21	43144109	F	55	0	100
chr21.43144111	chr21	43144111	F	55	0	100
chr21.43144119	chr21	43144119	F	52	0	100
chr21.43144174	chr21	43144174	R	186	2.15	97.85
chr21.43144215	chr21	43144215	R	188	6.38	93.62
chr21.43144251	chr21	43144251	F	83	7.23	92.77
chr21.43144291	chr21	43144291	F	79	45.57	54.43
chr21.43144352	chr21	43144352	R	69	94.2	5.8
chr21.43144366	chr21	43144366	R	69	81.16	18.84
chr21.43144392	chr21	43144392	R	68	67.65	32.35
chr21.43145168	chr21	43145168	R	11	100	0
chr21.43145207	chr21	43145207	R	12	50	50
chr21.43145311	chr21	43145311	R	127	92.13	7.87
chr21.43145348	chr21	43145348	R	125	77.6	22.4
chr21.43147022	chr21	43147022	F	176	100	0
chr21.43147045	chr21	43147045	F	171	98.83	1.17
chr21.43147045	chr21	43147045	R	68	97.06	2.94
chr21.43147063	chr21	43147063	F	168	95.83	4.17
chr21.43147063	chr21	43147063	R	72	93.06	6.94
chr21.43147079	chr21	43147079	R	71	100	0
chr21.43147710	chr21	43147710	F	32	90.62	9.38
chr21.43147728	chr21	43147728	F	32	100	0
chr21.43147731	chr21	43147731	F	31	93.55	6.45
chr21.43147742	chr21	43147742	F	31	93.55	6.45
chr21.43147745	chr21	43147745	F	30	100	0
chr21.43147755	chr21	43147755	F	29	82.76	17.24
chr21.43150483	chr21	43150483	F	61	100	0
chr21.43150509	chr21	43150509	F	57	91.23	8.77
chr21.43150522	chr21	43150522	F	58	94.83	5.17
chr21.43150529	chr21	43150529	F	57	100	0
chr21.43150582	chr21	43150582	R	57	100	0
chr21.43150621	chr21	43150621	R	57	94.74	5.26
chr21.43152864	chr21	43152864	F	280	96.07	3.93
chr21.43152882	chr21	43152882	F	278	95.32	4.68
chr21.43152890	chr21	43152890	F	271	98.15	1.85
chr21.43152911	chr21	43152911	F	251	99.2	0.8
chr21.43152921	chr21	43152921	R	62	95.16	4.84
chr21.43152933	chr21	43152933	R	60	100	0
chr21.43152942	chr21	43152942	R	62	100	0
chr21.43152946	chr21	43152946	R	62	80.65	19.35
chr21.43152955	chr21	43152955	R	62	96.77	3.23
chr21.43153678	chr21	43153678	F	97	100	0
chr21.43153702	chr21	43153702	F	95	95.79	4.21
chr21.43153758	chr21	43153758	R	170	94.71	5.29
chr21.43153760	chr21	43153760	R	172	94.77	5.23
chr21.43153767	chr21	43153767	R	172	97.67	2.33
chr21.43153773	chr21	43153773	F	35	82.86	17.14
chr21.43153779	chr21	43153779	F	35	100	0
chr21.43153788	chr21	43153788	F	35	82.86	17.14
chr21.43153797	chr21	43153797	F	34	88.24	11.76
chr21.43153855	chr21	43153855	R	28	92.86	7.14
chr21.43153868	chr21	43153868	R	28	85.71	14.29
chr21.43153890	chr21	43153890	R	29	86.21	13.79
chr21.43153903	chr21	43153903	R	29	100	0
chr21.43155158	chr21	43155158	F	18	5.56	94.44
chr21.43155200	chr21	43155200	F	154	8.44	91.56
chr21.43155200	chr21	43155200	R	17	11.76	88.24
chr21.43155221	chr21	43155221	R	145	0.69	99.31
chr21.43155221	chr21	43155221	F	157	8.28	91.72
chr21.43155257	chr21	43155257	R	146	0.68	99.32
chr21.43156066	chr21	43156066	F	149	81.88	18.12
chr21.43156081	chr21	43156081	F	149	94.63	5.37
chr21.43156196	chr21	43156196	R	36	77.78	22.22
chr21.43156390	chr21	43156390	R	42	90.48	9.52
chr21.43156417	chr21	43156417	R	43	81.4	18.6
chr21.43156432	chr21	43156432	R	44	100	0
chr21.43158729	chr21	43158729	F	58	98.28	1.72
chr21.43158769	chr21	43158769	F	57	100	0
chr21.43158865	chr21	43158865	R	37	94.59	5.41
chr21.43162938	chr21	43162938	F	33	93.94	6.06
chr21.43162954	chr21	43162954	F	33	93.94	6.06
chr21.43163333	chr21	43163333	F	20	100	0
chr21.43165972	chr21	43165972	F	304	98.36	1.64
chr21.43166040	chr21	43166040	F	47	100	0
chr21.43166048	chr21	43166048	F	47	91.49	8.51
chr21.43166056	chr21	43166056	F	47	100	0
chr21.43166070	chr21	43166070	F	46	100	0
chr21.43166072	chr21	43166072	F	47	97.87	2.13
chr21.43167923	chr21	43167923	F	10	100	0
chr21.43167977	chr21	43167977	R	59	100	0
chr21.43168007	chr21	43168007	R	63	96.83	3.17
chr21.43172083	chr21	43172083	F	18	0	100
chr21.43172121	chr21	43172121	F	18	0	100
chr21.43172123	chr21	43172123	F	16	0	100
chr21.43172221	chr21	43172221	R	78	0	100
chr21.43172221	chr21	43172221	F	40	0	100
chr21.43172242	chr21	43172242	F	38	0	100
chr21.43172242	chr21	43172242	R	70	0	100
chr21.43172245	chr21	43172245	R	59	0	100
chr21.43172245	chr21	43172245	F	40	0	100
chr21.43172252	chr21	43172252	F	40	0	100
chr21.43172252	chr21	43172252	R	72	0	100
chr21.43172267	chr21	43172267	F	40	0	100
chr21.43172267	chr21	43172267	R	72	0	100
chr21.43172432	chr21	43172432	R	46	0	100
chr21.43172440	chr21	43172440	R	46	0	100
chr21.43172443	chr21	43172443	R	46	2.17	97.83
chr21.43172452	chr21	43172452	R	46	0	100
chr21.43172464	chr21	43172464	R	46	0	100
chr21.43172474	chr21	43172474	R	46	0	100
chr21.43172730	chr21	43172730	R	55	0	100
chr21.43172735	chr21	43172735	F	192	0	100
chr21.43172735	chr21	43172735	R	55	0	100
chr21.43172739	chr21	43172739	F	191	0	100
chr21.43172745	chr21	43172745	F	192	0	100
chr21.43172752	chr21	43172752	F	187	0	100
chr21.43172758	chr21	43172758	F	191	0	100
chr21.43172761	chr21	43172761	F	192	0	100
chr21.43172771	chr21	43172771	F	192	0	100
chr21.43172782	chr21	43172782	F	191	0	100
chr21.43172803	chr21	43172803	R	56	0	100
chr21.43172822	chr21	43172822	R	56	0	100
chr21.43172840	chr21	43172840	R	50	0	100
chr21.43172847	chr21	43172847	R	56	0	100
chr21.43173074	chr21	43173074	F	52	0	100
chr21.43173081	chr21	43173081	F	52	0	100
chr21.43173106	chr21	43173106	F	52	13.46	86.54
chr21.43173574	chr21	43173574	F	10	100	0
chr21.43173631	chr21	43173631	R	19	94.74	5.26
chr21.43173637	chr21	43173637	R	17	64.71	35.29
chr21.43173657	chr21	43173657	R	20	55	45
chr21.43175463	chr21	43175463	R	22	100	0
chr21.43180980	chr21	43180980	R	131	96.18	3.82
chr21.43180989	chr21	43180989	R	130	93.85	6.15
chr21.43181021	chr21	43181021	R	136	99.26	0.74
chr21.43186180	chr21	43186180	F	226	0	100
chr21.43186188	chr21	43186188	F	235	0	100
chr21.43186194	chr21	43186194	F	241	0	100
chr21.43186221	chr21	43186221	F	240	0	100
chr21.43186231	chr21	43186231	F	12	0	100
chr21.43186234	chr21	43186234	F	11	0	100
chr21.43186242	chr21	43186242	R	105	0	100
chr21.43186258	chr21	43186258	R	167	0	100
chr21.43186262	chr21	43186262	R	177	0	100
chr21.43186278	chr21	43186278	R	178	0	100
chr21.43186288	chr21	43186288	R	290	0.34	99.66
chr21.43186288	chr21	43186288	F	65	0	100
chr21.43186294	chr21	43186294	R	113	0	100
chr21.43186294	chr21	43186294	F	65	0	100
chr21.43186305	chr21	43186305	F	65	0	100
chr21.43186305	chr21	43186305	R	107	0	100
chr21.43186330	chr21	43186330	F	65	0	100
chr21.43186330	chr21	43186330	R	113	0	100
chr21.43186335	chr21	43186335	R	108	0	100
chr21.43186335	chr21	43186335	F	121	0	100
chr21.43186340	chr21	43186340	F	56	0	100
chr21.43186378	chr21	43186378	F	56	0	100
chr21.43186380	chr21	43186380	F	57	0	100
chr21.43186382	chr21	43186382	F	56	0	100
chr21.43186500	chr21	43186500	R	15	0	100
chr21.43186509	chr21	43186509	R	27	0	100
chr21.43186523	chr21	43186523	R	29	0	100
chr21.43186534	chr21	43186534	R	29	0	100
chr21.43186543	chr21	43186543	R	29	0	100
chr21.43186548	chr21	43186548	R	29	0	100
chr21.43186548	chr21	43186548	F	384	0.52	99.48
chr21.43186553	chr21	43186553	F	373	0	100
chr21.43186592	chr21	43186592	F	381	0.26	99.74
chr21.43186598	chr21	43186598	F	10	0	100
chr21.43186598	chr21	43186598	R	11	0	100
chr21.43186606	chr21	43186606	R	11	0	100
chr21.43186606	chr21	43186606	F	10	0	100
chr21.43186628	chr21	43186628	R	11	0	100
chr21.43186630	chr21	43186630	R	11	0	100
chr21.43186646	chr21	43186646	R	11	0	100
chr21.43186646	chr21	43186646	F	241	0	100
chr21.43186656	chr21	43186656	F	241	0	100
chr21.43186658	chr21	43186658	F	239	0	100
chr21.43186669	chr21	43186669	F	241	0	100
chr21.43186683	chr21	43186683	F	241	0	100
chr21.43186692	chr21	43186692	F	239	0	100
chr21.43186715	chr21	43186715	R	310	0	100
chr21.43186720	chr21	43186720	R	315	0	100
chr21.43186732	chr21	43186732	R	313	0.64	99.36
chr21.43186745	chr21	43186745	R	13	0	100
chr21.43186749	chr21	43186749	R	12	0	100
chr21.43186754	chr21	43186754	R	13	0	100
chr21.43186756	chr21	43186756	R	13	0	100
chr21.43186765	chr21	43186765	R	13	0	100
chr21.43186770	chr21	43186770	R	13	0	100
chr21.43189581	chr21	43189581	R	28	100	0
chr21.43189586	chr21	43189586	R	33	87.88	12.12
chr21.43189614	chr21	43189614	R	32	96.88	3.12
chr21.43189619	chr21	43189619	R	36	97.22	2.78
chr21.43189621	chr21	43189621	R	35	91.43	8.57
chr21.43189625	chr21	43189625	R	36	100	0
chr21.43189746	chr21	43189746	R	27	96.3	3.7
chr21.43189778	chr21	43189778	R	30	96.67	3.33
chr21.43198321	chr21	43198321	R	86	100	0
chr21.43206599	chr21	43206599	F	129	89.92	10.08
chr21.43206610	chr21	43206610	F	127	83.46	16.54
chr21.43208428	chr21	43208428	F	124	95.97	4.03
chr21.43208432	chr21	43208432	F	124	90.32	9.68
chr21.43208444	chr21	43208444	F	124	93.55	6.45
chr21.43208464	chr21	43208464	F	122	98.36	1.64
chr21.43208472	chr21	43208472	F	116	95.69	4.31
chr21.43208477	chr21	43208477	F	67	100	0
chr21.43212811	chr21	43212811	F	36	97.22	2.78
chr21.43212857	chr21	43212857	F	33	93.94	6.06
chr21.43212857	chr21	43212857	R	21	95.24	4.76
chr21.43212890	chr21	43212890	R	22	100	0
chr21.43212896	chr21	43212896	R	21	95.24	4.76
chr21.43212901	chr21	43212901	F	20	100	0
chr21.43212901	chr21	43212901	R	22	100	0
chr21.43216208	chr21	43216208	R	203	93.6	6.4
chr21.43216217	chr21	43216217	R	200	94	6
chr21.43216241	chr21	43216241	R	204	97.06	2.94
chr21.43216241	chr21	43216241	F	24	95.83	4.17
chr21.43216278	chr21	43216278	F	11	90.91	9.09
chr21.43216289	chr21	43216289	F	15	93.33	6.67
chr21.43216322	chr21	43216322	R	22	100	0
chr21.43216362	chr21	43216362	R	24	91.67	8.33
chr21.43218419	chr21	43218419	F	34	100	0
chr21.43218482	chr21	43218482	R	68	95.59	4.41
chr21.43218486	chr21	43218486	R	68	85.29	14.71
chr21.43218505	chr21	43218505	F	47	100	0
chr21.43218505	chr21	43218505	R	68	100	0
chr21.43218532	chr21	43218532	F	45	93.33	6.67
chr21.43218545	chr21	43218545	F	47	97.87	2.13
chr21.43218595	chr21	43218595	F	29	96.55	3.45
chr21.43218664	chr21	43218664	R	30	96.67	3.33
chr21.43218710	chr21	43218710	R	32	96.88	3.12
chr21.43220182	chr21	43220182	R	13	100	0
chr21.43220194	chr21	43220194	R	13	84.62	15.38
chr21.43220214	chr21	43220214	R	13	100	0
chr21.43220224	chr21	43220224	R	13	92.31	7.69
chr21.43220226	chr21	43220226	R	13	100	0
chr21.43220230	chr21	43220230	R	13	84.62	15.38
chr21.43220822	chr21	43220822	R	198	95.96	4.04
chr21.43220827	chr21	43220827	R	203	98.03	1.97
chr21.43220847	chr21	43220847	R	207	99.52	0.48
chr21.43220948	chr21	43220948	R	110	79.09	20.91
chr21.43220956	chr21	43220956	R	108	93.52	6.48
chr21.43220980	chr21	43220980	R	112	91.96	8.04
chr21.43225702	chr21	43225702	R	16	100	0
chr21.43225725	chr21	43225725	R	17	94.12	5.88
chr21.43225730	chr21	43225730	R	17	100	0
chr21.43225749	chr21	43225749	R	17	100	0
chr21.43225766	chr21	43225766	F	245	98.37	1.63
chr21.43225774	chr21	43225774	F	242	96.28	3.72
chr21.43229094	chr21	43229094	F	15	93.33	6.67
chr21.43229117	chr21	43229117	F	14	92.86	7.14
chr21.43232029	chr21	43232029	R	11	100	0
chr21.43232061	chr21	43232061	R	11	100	0
chr21.43234491	chr21	43234491	F	49	95.92	4.08
chr21.43239956	chr21	43239956	F	21	100	0
chr21.43239970	chr21	43239970	F	21	100	0
chr21.43239998	chr21	43239998	F	21	100	0
chr21.43240080	chr21	43240080	R	14	85.71	14.29
chr21.43246748	chr21	43246748	F	27	100	0
chr21.43246827	chr21	43246827	R	10	100	0
chr21.43248941	chr21	43248941	F	68	94.12	5.88
chr21.43248945	chr21	43248945	F	68	91.18	8.82
chr21.43248950	chr21	43248950	F	68	86.76	13.24
chr21.43248966	chr21	43248966	F	59	91.53	8.47
chr21.43248973	chr21	43248973	F	66	89.39	10.61
chr21.43248979	chr21	43248979	F	63	93.65	6.35
chr21.43248999	chr21	43248999	R	36	94.44	5.56
chr21.43249005	chr21	43249005	R	36	97.22	2.78
chr21.43249029	chr21	43249029	R	37	94.59	5.41
chr21.43249034	chr21	43249034	R	36	97.22	2.78
chr21.43249045	chr21	43249045	R	37	100	0
chr21.43249480	chr21	43249480	F	54	96.3	3.7
chr21.43249510	chr21	43249510	F	52	98.08	1.92
chr21.43250706	chr21	43250706	F	29	93.1	6.9
chr21.43250714	chr21	43250714	F	30	86.67	13.33
chr21.43250714	chr21	43250714	R	26	88.46	11.54
chr21.43250738	chr21	43250738	F	29	100	0
chr21.43250738	chr21	43250738	R	25	88	12
chr21.43250756	chr21	43250756	R	26	92.31	7.69
chr21.43267022	chr21	43267022	F	148	70.95	29.05
chr21.43267039	chr21	43267039	F	142	69.01	30.99
chr21.43267215	chr21	43267215	F	101	0.99	99.01
chr21.43267244	chr21	43267244	F	95	0	100
chr21.43267244	chr21	43267244	R	58	0	100
chr21.43267255	chr21	43267255	R	58	0	100
chr21.43267255	chr21	43267255	F	99	0	100
chr21.43267272	chr21	43267272	F	31	0	100
chr21.43267272	chr21	43267272	R	58	0	100
chr21.43267287	chr21	43267287	R	26	0	100
chr21.43267287	chr21	43267287	F	31	0	100
chr21.43267297	chr21	43267297	F	30	0	100
chr21.43267297	chr21	43267297	R	26	0	100
chr21.43267303	chr21	43267303	F	31	0	100
chr21.43267303	chr21	43267303	R	26	0	100
chr21.43267308	chr21	43267308	R	26	0	100
chr21.43267308	chr21	43267308	F	30	0	100
chr21.43267312	chr21	43267312	R	26	0	100
chr21.43267349	chr21	43267349	R	193	0	100
chr21.43267357	chr21	43267357	R	216	0	100
chr21.43267372	chr21	43267372	R	214	0	100
chr21.43267376	chr21	43267376	F	87	0	100
chr21.43267376	chr21	43267376	R	216	1.39	98.61
chr21.43267399	chr21	43267399	F	81	0	100
chr21.43267406	chr21	43267406	F	87	0	100
chr21.43267412	chr21	43267412	F	75	0	100
chr21.43267414	chr21	43267414	F	82	0	100
chr21.43267483	chr21	43267483	R	107	0	100
chr21.43267488	chr21	43267488	R	107	0	100
chr21.43267505	chr21	43267505	R	105	0	100
chr21.43267507	chr21	43267507	R	107	0	100
chr21.43267511	chr21	43267511	R	107	0	100
chr21.43267515	chr21	43267515	R	107	0	100
chr21.43267517	chr21	43267517	R	107	0	100
chr21.43267521	chr21	43267521	R	106	0	100
chr21.43267583	chr21	43267583	F	45	0	100
chr21.43267590	chr21	43267590	F	48	0	100
chr21.43267596	chr21	43267596	F	48	0	100
chr21.43267612	chr21	43267612	F	31	0	100
chr21.43267623	chr21	43267623	F	45	0	100
chr21.43267628	chr21	43267628	F	45	0	100
chr21.43267630	chr21	43267630	F	33	0	100
chr21.43267634	chr21	43267634	R	233	0	100
chr21.43267637	chr21	43267637	R	285	0	100
chr21.43267640	chr21	43267640	R	294	0	100
chr21.43267642	chr21	43267642	R	292	0	100
chr21.43267654	chr21	43267654	R	306	0	100
chr21.43267667	chr21	43267667	F	17	0	100
chr21.43267667	chr21	43267667	R	307	0	100
chr21.43267677	chr21	43267677	F	17	0	100
chr21.43267700	chr21	43267700	F	16	0	100
chr21.43267703	chr21	43267703	F	11	0	100
chr21.43267705	chr21	43267705	F	16	0	100
chr21.43267707	chr21	43267707	F	14	0	100
chr21.43267710	chr21	43267710	F	16	0	100
chr21.43267713	chr21	43267713	F	12	0	100
chr21.43267716	chr21	43267716	F	13	0	100
chr21.43267914	chr21	43267914	F	34	0	100
chr21.43267919	chr21	43267919	F	34	0	100
chr21.43267921	chr21	43267921	F	34	0	100
chr21.43267925	chr21	43267925	F	34	0	100
chr21.43267928	chr21	43267928	F	34	0	100
chr21.43267932	chr21	43267932	F	34	0	100
chr21.43267935	chr21	43267935	F	33	0	100
chr21.43267938	chr21	43267938	F	34	0	100
chr21.43267941	chr21	43267941	F	34	0	100
chr21.43267947	chr21	43267947	F	33	0	100
chr21.43267968	chr21	43267968	R	15	0	100
chr21.43267977	chr21	43267977	R	16	0	100
chr21.43267985	chr21	43267985	R	16	0	100
chr21.43267996	chr21	43267996	R	16	0	100
chr21.43267999	chr21	43267999	R	16	0	100
chr21.43268003	chr21	43268003	R	16	0	100
chr21.43268003	chr21	43268003	F	94	0	100
chr21.43268015	chr21	43268015	F	83	0	100
chr21.43268026	chr21	43268026	F	77	0	100
chr21.43268028	chr21	43268028	F	71	0	100
chr21.43268045	chr21	43268045	F	13	0	100
chr21.43268045	chr21	43268045	R	39	0	100
chr21.43268053	chr21	43268053	R	24	0	100
chr21.43268055	chr21	43268055	R	39	0	100
chr21.43268067	chr21	43268067	R	38	0	100
chr21.43268082	chr21	43268082	F	17	0	100
chr21.43268082	chr21	43268082	R	40	0	100
chr21.43268085	chr21	43268085	F	17	0	100
chr21.43268087	chr21	43268087	F	17	0	100
chr21.43268093	chr21	43268093	F	16	0	100
chr21.43268095	chr21	43268095	F	17	0	100
chr21.43268128	chr21	43268128	F	16	0	100
chr21.43268130	chr21	43268130	F	16	0	100
chr21.43268174	chr21	43268174	R	39	0	100
chr21.43268179	chr21	43268179	R	39	0	100
chr21.43268181	chr21	43268181	R	40	0	100
chr21.43268183	chr21	43268183	R	38	0	100
chr21.43268193	chr21	43268193	R	40	0	100
chr21.43268202	chr21	43268202	R	40	0	100
chr21.43268209	chr21	43268209	R	40	0	100
chr21.43268212	chr21	43268212	R	40	0	100
chr21.43268214	chr21	43268214	R	40	0	100
chr21.43268216	chr21	43268216	R	39	0	100
chr21.43268221	chr21	43268221	R	40	0	100
chr21.43268248	chr21	43268248	F	72	1.39	98.61
chr21.43268251	chr21	43268251	F	71	0	100
chr21.43268253	chr21	43268253	R	140	0	100
chr21.43268253	chr21	43268253	F	72	0	100
chr21.43268257	chr21	43268257	F	69	0	100
chr21.43268257	chr21	43268257	R	142	0	100
chr21.43268262	chr21	43268262	F	61	0	100
chr21.43268262	chr21	43268262	R	142	0	100
chr21.43268265	chr21	43268265	F	66	0	100
chr21.43268265	chr21	43268265	R	142	0	100
chr21.43268269	chr21	43268269	R	140	0	100
chr21.43268269	chr21	43268269	F	53	0	100
chr21.43268278	chr21	43268278	F	72	0	100
chr21.43268278	chr21	43268278	R	142	0	100
chr21.43268284	chr21	43268284	R	139	0	100
