chrBase	chr	base	strand	coverage	freqC	freqT
chr21.43037762	chr21	43037762	F	52	88.46	11.54
chr21.43037877	chr21	43037877	F	28	100	0
chr21.43037942	chr21	43037942	R	53	90.57	9.43
chr21.43037957	chr21	43037957	R	54	100	0
chr21.43037981	chr21	43037981	R	55	100	0
chr21.43037981	chr21	43037981	F	80	100	0
chr21.43037998	chr21	43037998	F	80	97.5	2.5
chr21.43038001	chr21	43038001	F	80	90	10
chr21.43038019	chr21	43038019	F	65	0	100
chr21.43038046	chr21	43038046	R	62	100	0
chr21.43038050	chr21	43038050	R	62	100	0
chr21.43038092	chr21	43038092	R	64	100	0
chr21.43038092	chr21	43038092	F	127	87.4	12.6
chr21.43038111	chr21	43038111	F	147	87.76	12.24
chr21.43038177	chr21	43038177	R	89	84.27	15.73
chr21.43038177	chr21	43038177	F	114	100	0
chr21.43038362	chr21	43038362	R	13	100	0
chr21.43038365	chr21	43038365	R	13	100	0
chr21.43038393	chr21	43038393	R	13	100	0
chr21.43038615	chr21	43038615	F	21	100	0
chr21.43039631	chr21	43039631	R	16	75	25
chr21.43039910	chr21	43039910	R	17	11.76	88.24
chr21.43039957	chr21	43039957	R	18	0	100
chr21.43039960	chr21	43039960	R	18	0	100
chr21.43040258	chr21	43040258	R	12	0	100
chr21.43040260	chr21	43040260	R	12	0	100
chr21.43040277	chr21	43040277	F	37	0	100
chr21.43040277	chr21	43040277	R	12	16.67	83.33
chr21.43040280	chr21	43040280	F	36	0	100
chr21.43040460	chr21	43040460	F	41	51.22	48.78
chr21.43040460	chr21	43040460	R	127	57.48	42.52
chr21.43040514	chr21	43040514	F	38	15.79	84.21
chr21.43044609	chr21	43044609	R	115	77.39	22.61
chr21.43044625	chr21	43044625	R	117	100	0
chr21.43044631	chr21	43044631	F	24	100	0
chr21.43044668	chr21	43044668	F	24	100	0
chr21.43044689	chr21	43044689	F	23	100	0
chr21.43044868	chr21	43044868	F	45	100	0
chr21.43044876	chr21	43044876	F	45	100	0
chr21.43044876	chr21	43044876	R	38	94.74	5.26
chr21.43044883	chr21	43044883	R	39	100	0
chr21.43044883	chr21	43044883	F	45	100	0
chr21.43044912	chr21	43044912	R	42	76.19	23.81
chr21.43047566	chr21	43047566	F	63	100	0
chr21.43047578	chr21	43047578	F	63	68.25	31.75
chr21.43047631	chr21	43047631	R	25	88	12
chr21.43047686	chr21	43047686	R	25	100	0
chr21.43047719	chr21	43047719	R	15	46.67	53.33
chr21.43048698	chr21	43048698	F	32	34.38	65.62
chr21.43048703	chr21	43048703	F	31	35.48	64.52
chr21.43048711	chr21	43048711	F	33	100	0
chr21.43048755	chr21	43048755	F	33	66.67	33.33
chr21.43049901	chr21	43049901	R	16	100	0
chr21.43049926	chr21	43049926	R	17	100	0
chr21.43049996	chr21	43049996	F	43	79.07	20.93
chr21.43050013	chr21	43050013	R	74	86.49	13.51
chr21.43050013	chr21	43050013	F	43	72.09	27.91
chr21.43050033	chr21	43050033	R	74	87.84	12.16
chr21.43052133	chr21	43052133	F	16	75	25
chr21.43052301	chr21	43052301	R	29	96.55	3.45
chr21.43052356	chr21	43052356	F	52	100	0
chr21.43052356	chr21	43052356	R	30	100	0
chr21.43052368	chr21	43052368	R	91	94.51	5.49
chr21.43052368	chr21	43052368	F	53	77.36	22.64
chr21.43052398	chr21	43052398	R	93	91.4	8.6
chr21.43052459	chr21	43052459	R	10	100	0
chr21.43052463	chr21	43052463	R	10	40	60
chr21.43053230	chr21	43053230	F	88	90.91	9.09
chr21.43053297	chr21	43053297	F	12	100	0
chr21.43053297	chr21	43053297	R	192	85.42	14.58
chr21.43053304	chr21	43053304	F	12	100	0
chr21.43053316	chr21	43053316	F	12	100	0
chr21.43053323	chr21	43053323	F	11	100	0
chr21.43054072	chr21	43054072	F	20	100	0
chr21.43054086	chr21	43054086	F	20	100	0
chr21.43054191	chr21	43054191	R	21	100	0
chr21.43054194	chr21	43054194	R	21	100	0
chr21.43054272	chr21	43054272	F	32	87.5	12.5
chr21.43054272	chr21	43054272	R	177	96.05	3.95
chr21.43054327	chr21	43054327	R	121	97.52	2.48
chr21.43054327	chr21	43054327	F	30	96.67	3.33
chr21.43054353	chr21	43054353	R	128	96.09	3.91
chr21.43054370	chr21	43054370	R	128	84.38	15.62
chr21.43054373	chr21	43054373	R	129	98.45	1.55
chr21.43054816	chr21	43054816	F	50	28	72
chr21.43054877	chr21	43054877	R	97	85.57	14.43
chr21.43060236	chr21	43060236	F	106	100	0
chr21.43060238	chr21	43060238	F	102	0	100
chr21.43060260	chr21	43060260	F	104	72.12	27.88
chr21.43060271	chr21	43060271	F	104	85.58	14.42
chr21.43060284	chr21	43060284	F	104	85.58	14.42
chr21.43060400	chr21	43060400	R	18	50	50
chr21.43060439	chr21	43060439	F	71	85.92	14.08
chr21.43060507	chr21	43060507	R	100	92	8
chr21.43060527	chr21	43060527	F	31	100	0
chr21.43060527	chr21	43060527	R	122	72.95	27.05
chr21.43060566	chr21	43060566	R	57	100	0
chr21.43060566	chr21	43060566	F	130	100	0
chr21.43060742	chr21	43060742	R	91	90.11	9.89
chr21.43060768	chr21	43060768	R	93	79.57	20.43
chr21.43060775	chr21	43060775	F	160	78.12	21.88
chr21.43060775	chr21	43060775	R	92	93.48	6.52
chr21.43060884	chr21	43060884	R	269	34.2	65.8
chr21.43060884	chr21	43060884	F	48	100	0
chr21.43060901	chr21	43060901	F	47	91.49	8.51
chr21.43060901	chr21	43060901	R	169	88.76	11.24
chr21.43060906	chr21	43060906	F	48	95.83	4.17
chr21.43060906	chr21	43060906	R	164	95.12	4.88
chr21.43060934	chr21	43060934	R	170	95.88	4.12
chr21.43060934	chr21	43060934	F	43	88.37	11.63
chr21.43060941	chr21	43060941	F	44	0	100
chr21.43060941	chr21	43060941	R	169	95.27	4.73
chr21.43061405	chr21	43061405	F	22	100	0
chr21.43061412	chr21	43061412	F	22	36.36	63.64
chr21.43061426	chr21	43061426	F	22	100	0
chr21.43063007	chr21	43063007	R	76	100	0
chr21.43063007	chr21	43063007	F	22	100	0
chr21.43063014	chr21	43063014	F	21	100	0
chr21.43063023	chr21	43063023	F	22	81.82	18.18
chr21.43063152	chr21	43063152	R	94	94.68	5.32
chr21.43063158	chr21	43063158	R	94	95.74	4.26
chr21.43063260	chr21	43063260	R	17	0	100
chr21.43063296	chr21	43063296	R	16	0	100
chr21.43063447	chr21	43063447	R	32	56.25	43.75
chr21.43063478	chr21	43063478	R	10	100	0
chr21.43063497	chr21	43063497	R	10	100	0
chr21.43063502	chr21	43063502	R	10	100	0
chr21.43063570	chr21	43063570	R	44	95.45	4.55
chr21.43063725	chr21	43063725	R	76	100	0
chr21.43063749	chr21	43063749	R	76	100	0
chr21.43064447	chr21	43064447	F	63	93.65	6.35
chr21.43064548	chr21	43064548	R	31	100	0
chr21.43064561	chr21	43064561	R	31	96.77	3.23
chr21.43064572	chr21	43064572	R	31	77.42	22.58
chr21.43064572	chr21	43064572	F	21	90.48	9.52
chr21.43064705	chr21	43064705	R	99	100	0
chr21.43066966	chr21	43066966	R	54	100	0
chr21.43066974	chr21	43066974	R	53	100	0
chr21.43067005	chr21	43067005	R	54	100	0
chr21.43067099	chr21	43067099	R	62	93.55	6.45
chr21.43067140	chr21	43067140	R	64	93.75	6.25
chr21.43070556	chr21	43070556	F	17	100	0
chr21.43070556	chr21	43070556	R	42	97.62	2.38
chr21.43070562	chr21	43070562	R	42	97.62	2.38
chr21.43070681	chr21	43070681	R	18	100	0
chr21.43070698	chr21	43070698	R	18	100	0
chr21.43071355	chr21	43071355	F	30	36.67	63.33
chr21.43071362	chr21	43071362	F	30	36.67	63.33
chr21.43071389	chr21	43071389	F	29	37.93	62.07
chr21.43071406	chr21	43071406	F	29	37.93	62.07
chr21.43071596	chr21	43071596	R	50	62	38
chr21.43071599	chr21	43071599	R	50	52	48
chr21.43071610	chr21	43071610	F	106	76.42	23.58
chr21.43071610	chr21	43071610	R	50	70	30
chr21.43071703	chr21	43071703	R	21	85.71	14.29
chr21.43074542	chr21	43074542	R	14	35.71	64.29
chr21.43074550	chr21	43074550	R	14	0	100
chr21.43074581	chr21	43074581	F	50	24	76
chr21.43074601	chr21	43074601	F	49	0	100
chr21.43074603	chr21	43074603	F	45	0	100
chr21.43074605	chr21	43074605	F	43	20.93	79.07
chr21.43074611	chr21	43074611	F	50	20	80
chr21.43074617	chr21	43074617	F	41	0	100
chr21.43074620	chr21	43074620	F	49	4.08	95.92
chr21.43074649	chr21	43074649	R	95	2.11	97.89
chr21.43074659	chr21	43074659	R	95	0	100
chr21.43074667	chr21	43074667	R	98	0	100
chr21.43074694	chr21	43074694	R	97	0	100
chr21.43074702	chr21	43074702	F	11	0	100
chr21.43074702	chr21	43074702	R	100	0	100
chr21.43074758	chr21	43074758	F	11	0	100
chr21.43074898	chr21	43074898	R	198	59.09	40.91
chr21.43074900	chr21	43074900	R	202	20.3	79.7
chr21.43074905	chr21	43074905	R	202	33.17	66.83
chr21.43076240	chr21	43076240	R	17	100	0
chr21.43076246	chr21	43076246	R	18	94.44	5.56
chr21.43076255	chr21	43076255	R	18	100	0
chr21.43076270	chr21	43076270	R	18	100	0
chr21.43076279	chr21	43076279	R	18	94.44	5.56
chr21.43076279	chr21	43076279	F	35	60	40
chr21.43076682	chr21	43076682	R	17	100	0
chr21.43076711	chr21	43076711	R	19	100	0
chr21.43077159	chr21	43077159	R	14	0	100
chr21.43077189	chr21	43077189	F	17	0	100
chr21.43077189	chr21	43077189	R	14	0	100
chr21.43077203	chr21	43077203	F	17	0	100
chr21.43077235	chr21	43077235	F	14	0	100
chr21.43077238	chr21	43077238	F	14	0	100
chr21.43078173	chr21	43078173	F	50	90	10
chr21.43078183	chr21	43078183	R	153	92.16	7.84
chr21.43078183	chr21	43078183	F	49	100	0
chr21.43078185	chr21	43078185	R	147	95.24	4.76
chr21.43078185	chr21	43078185	F	50	78	22
chr21.43078237	chr21	43078237	F	44	100	0
chr21.43078237	chr21	43078237	R	153	97.39	2.61
chr21.43078292	chr21	43078292	F	43	100	0
chr21.43078301	chr21	43078301	R	50	100	0
chr21.43078332	chr21	43078332	R	50	94	6
chr21.43078346	chr21	43078346	R	50	100	0
chr21.43078352	chr21	43078352	R	50	94	6
chr21.43078512	chr21	43078512	F	19	100	0
chr21.43078531	chr21	43078531	F	18	100	0
chr21.43078546	chr21	43078546	F	19	100	0
chr21.43079532	chr21	43079532	R	13	0	100
chr21.43080438	chr21	43080438	R	23	100	0
chr21.43080480	chr21	43080480	R	23	100	0
chr21.43091924	chr21	43091924	F	12	100	0
chr21.43091929	chr21	43091929	F	12	100	0
chr21.43091935	chr21	43091935	F	12	100	0
chr21.43091975	chr21	43091975	F	12	100	0
chr21.43095960	chr21	43095960	F	161	78.26	21.74
chr21.43097654	chr21	43097654	F	79	100	0
chr21.43097710	chr21	43097710	F	73	90.41	9.59
chr21.43100199	chr21	43100199	F	59	50.85	49.15
chr21.43100236	chr21	43100236	F	57	40.35	59.65
chr21.43100244	chr21	43100244	F	47	89.36	10.64
chr21.43100450	chr21	43100450	R	11	81.82	18.18
chr21.43125746	chr21	43125746	R	55	87.27	12.73
chr21.43127186	chr21	43127186	F	45	91.11	8.89
chr21.43127209	chr21	43127209	F	45	93.33	6.67
chr21.43127623	chr21	43127623	F	19	100	0
chr21.43127640	chr21	43127640	F	19	0	100
chr21.43130302	chr21	43130302	F	91	100	0
chr21.43130365	chr21	43130365	R	90	100	0
chr21.43130853	chr21	43130853	F	54	81.48	18.52
chr21.43130872	chr21	43130872	F	53	75.47	24.53
chr21.43130879	chr21	43130879	F	53	81.13	18.87
chr21.43130885	chr21	43130885	F	53	92.45	7.55
chr21.43130893	chr21	43130893	F	54	55.56	44.44
chr21.43130893	chr21	43130893	R	10	100	0
chr21.43130900	chr21	43130900	F	41	95.12	4.88
chr21.43130900	chr21	43130900	R	10	10	90
chr21.43130955	chr21	43130955	R	171	98.25	1.75
chr21.43130971	chr21	43130971	R	180	97.78	2.22
chr21.43131005	chr21	43131005	F	14	71.43	28.57
chr21.43131036	chr21	43131036	F	14	71.43	28.57
chr21.43131038	chr21	43131038	F	14	71.43	28.57
chr21.43131043	chr21	43131043	F	14	71.43	28.57
chr21.43131193	chr21	43131193	R	48	97.92	2.08
chr21.43131210	chr21	43131210	R	48	100	0
chr21.43131214	chr21	43131214	R	48	0	100
chr21.43131232	chr21	43131232	F	12	58.33	41.67
chr21.43131232	chr21	43131232	R	47	100	0
chr21.43131249	chr21	43131249	F	11	54.55	45.45
chr21.43131249	chr21	43131249	R	24	100	0
chr21.43131264	chr21	43131264	R	24	100	0
chr21.43131279	chr21	43131279	F	45	62.22	37.78
chr21.43131285	chr21	43131285	F	44	100	0
chr21.43131299	chr21	43131299	F	44	100	0
chr21.43131315	chr21	43131315	F	45	64.44	35.56
chr21.43131321	chr21	43131321	F	43	65.12	34.88
chr21.43131332	chr21	43131332	F	43	51.16	48.84
chr21.43131499	chr21	43131499	R	39	61.54	38.46
chr21.43131512	chr21	43131512	R	40	80	20
chr21.43131524	chr21	43131524	R	40	100	0
chr21.43131524	chr21	43131524	F	10	100	0
chr21.43132017	chr21	43132017	R	39	92.31	7.69
chr21.43132028	chr21	43132028	R	40	85	15
chr21.43132057	chr21	43132057	R	40	100	0
chr21.43133127	chr21	43133127	F	19	100	0
chr21.43134611	chr21	43134611	R	20	100	0
chr21.43134620	chr21	43134620	R	22	100	0
chr21.43134644	chr21	43134644	R	22	100	0
chr21.43134644	chr21	43134644	F	32	100	0
chr21.43134679	chr21	43134679	F	32	93.75	6.25
chr21.43134883	chr21	43134883	R	15	100	0
chr21.43134905	chr21	43134905	R	15	100	0
chr21.43134936	chr21	43134936	F	10	100	0
chr21.43134936	chr21	43134936	R	15	33.33	66.67
chr21.43134946	chr21	43134946	F	10	100	0
chr21.43134951	chr21	43134951	F	10	100	0
chr21.43135050	chr21	43135050	R	24	100	0
chr21.43135094	chr21	43135094	R	24	100	0
chr21.43135094	chr21	43135094	F	137	100	0
chr21.43135146	chr21	43135146	F	135	71.11	28.89
chr21.43135980	chr21	43135980	F	42	100	0
chr21.43136003	chr21	43136003	F	42	100	0
chr21.43136025	chr21	43136025	F	42	100	0
chr21.43136200	chr21	43136200	R	46	84.78	15.22
chr21.43137809	chr21	43137809	F	114	94.74	5.26
chr21.43137809	chr21	43137809	R	57	0	100
chr21.43137863	chr21	43137863	R	59	100	0
chr21.43137863	chr21	43137863	F	110	1.82	98.18
chr21.43139173	chr21	43139173	R	13	100	0
chr21.43139225	chr21	43139225	R	14	100	0
chr21.43139557	chr21	43139557	F	14	100	0
chr21.43139597	chr21	43139597	F	14	100	0
chr21.43143252	chr21	43143252	F	104	100	0
chr21.43143275	chr21	43143275	F	104	81.73	18.27
chr21.43143275	chr21	43143275	R	105	99.05	0.95
chr21.43143278	chr21	43143278	F	103	100	0
chr21.43143278	chr21	43143278	R	107	93.46	6.54
chr21.43143288	chr21	43143288	F	100	100	0
chr21.43143288	chr21	43143288	R	107	99.07	0.93
chr21.43143298	chr21	43143298	F	15	100	0
chr21.43143298	chr21	43143298	R	107	99.07	0.93
chr21.43143301	chr21	43143301	F	13	100	0
chr21.43143304	chr21	43143304	F	15	100	0
chr21.43143365	chr21	43143365	R	67	95.52	4.48
chr21.43143371	chr21	43143371	R	68	89.71	10.29
chr21.43143375	chr21	43143375	R	68	100	0
chr21.43143404	chr21	43143404	R	68	86.76	13.24
chr21.43143410	chr21	43143410	R	67	85.07	14.93
chr21.43143413	chr21	43143413	R	68	100	0
chr21.43143413	chr21	43143413	F	50	100	0
chr21.43143712	chr21	43143712	F	235	100	0
chr21.43143740	chr21	43143740	F	231	90.91	9.09
chr21.43143843	chr21	43143843	R	158	77.22	22.78
chr21.43143901	chr21	43143901	R	169	100	0
chr21.43143901	chr21	43143901	F	230	93.91	6.09
chr21.43144060	chr21	43144060	R	85	24.71	75.29
chr21.43144101	chr21	43144101	F	48	10.42	89.58
chr21.43144101	chr21	43144101	R	85	49.41	50.59
chr21.43144109	chr21	43144109	F	48	4.17	95.83
chr21.43144111	chr21	43144111	F	47	4.26	95.74
chr21.43144119	chr21	43144119	F	46	4.35	95.65
chr21.43144152	chr21	43144152	F	54	90.74	9.26
chr21.43144163	chr21	43144163	R	105	84.76	15.24
chr21.43144174	chr21	43144174	R	166	56.63	43.37
chr21.43144215	chr21	43144215	R	171	68.42	31.58
chr21.43144230	chr21	43144230	F	30	66.67	33.33
chr21.43144230	chr21	43144230	R	59	86.44	13.56
chr21.43144248	chr21	43144248	R	61	100	0
chr21.43144248	chr21	43144248	F	27	100	0
chr21.43144251	chr21	43144251	R	61	100	0
chr21.43144251	chr21	43144251	F	52	84.62	15.38
chr21.43144291	chr21	43144291	F	53	94.34	5.66
chr21.43144352	chr21	43144352	R	36	100	0
chr21.43144366	chr21	43144366	R	35	100	0
chr21.43144392	chr21	43144392	R	36	100	0
chr21.43144999	chr21	43144999	F	29	51.72	48.28
chr21.43145055	chr21	43145055	F	29	62.07	37.93
chr21.43145168	chr21	43145168	R	124	91.13	8.87
chr21.43145207	chr21	43145207	F	12	66.67	33.33
chr21.43145207	chr21	43145207	R	136	92.65	7.35
chr21.43145225	chr21	43145225	F	18	16.67	83.33
chr21.43145290	chr21	43145290	R	137	90.51	9.49
chr21.43145311	chr21	43145311	R	138	98.55	1.45
chr21.43145348	chr21	43145348	R	140	96.43	3.57
chr21.43146334	chr21	43146334	R	17	100	0
chr21.43146356	chr21	43146356	R	17	100	0
chr21.43146356	chr21	43146356	F	56	100	0
chr21.43146400	chr21	43146400	F	56	73.21	26.79
chr21.43146551	chr21	43146551	R	104	100	0
chr21.43146554	chr21	43146554	R	104	100	0
chr21.43147022	chr21	43147022	R	126	0	100
chr21.43147022	chr21	43147022	F	49	100	0
chr21.43147045	chr21	43147045	F	49	100	0
chr21.43147045	chr21	43147045	R	139	94.96	5.04
chr21.43147063	chr21	43147063	F	48	100	0
chr21.43147063	chr21	43147063	R	138	98.55	1.45
chr21.43147079	chr21	43147079	F	49	73.47	26.53
chr21.43147079	chr21	43147079	R	139	100	0
chr21.43147392	chr21	43147392	R	13	100	0
chr21.43147416	chr21	43147416	R	13	100	0
chr21.43147426	chr21	43147426	R	13	100	0
chr21.43147431	chr21	43147431	F	16	100	0
chr21.43147431	chr21	43147431	R	13	46.15	53.85
chr21.43147453	chr21	43147453	F	16	87.5	12.5
chr21.43147659	chr21	43147659	R	22	100	0
chr21.43147678	chr21	43147678	R	22	100	0
chr21.43147710	chr21	43147710	R	22	100	0
chr21.43147710	chr21	43147710	F	12	100	0
chr21.43147728	chr21	43147728	F	12	100	0
chr21.43147731	chr21	43147731	F	12	100	0
chr21.43147742	chr21	43147742	F	12	50	50
chr21.43147745	chr21	43147745	F	12	100	0
chr21.43147755	chr21	43147755	F	12	83.33	16.67
chr21.43147760	chr21	43147760	F	12	100	0
chr21.43147835	chr21	43147835	R	52	88.46	11.54
chr21.43147852	chr21	43147852	R	54	100	0
chr21.43147855	chr21	43147855	R	54	100	0
chr21.43147858	chr21	43147858	R	54	79.63	20.37
chr21.43148767	chr21	43148767	R	17	58.82	41.18
chr21.43148776	chr21	43148776	R	17	64.71	35.29
chr21.43148779	chr21	43148779	R	19	100	0
chr21.43148806	chr21	43148806	R	19	100	0
chr21.43148813	chr21	43148813	R	19	100	0
chr21.43149116	chr21	43149116	F	22	100	0
chr21.43149141	chr21	43149141	F	22	100	0
chr21.43149151	chr21	43149151	F	20	100	0
chr21.43150240	chr21	43150240	F	34	94.12	5.88
chr21.43150432	chr21	43150432	R	13	100	0
chr21.43150483	chr21	43150483	R	13	100	0
chr21.43150483	chr21	43150483	F	65	100	0
chr21.43150509	chr21	43150509	F	64	84.38	15.62
chr21.43150522	chr21	43150522	F	64	76.56	23.44
chr21.43150529	chr21	43150529	F	63	87.3	12.7
chr21.43150582	chr21	43150582	R	76	88.16	11.84
chr21.43150621	chr21	43150621	R	77	98.7	1.3
chr21.43152864	chr21	43152864	F	76	100	0
chr21.43152882	chr21	43152882	F	76	93.42	6.58
chr21.43152890	chr21	43152890	F	75	100	0
chr21.43152911	chr21	43152911	R	46	100	0
chr21.43152911	chr21	43152911	F	75	100	0
chr21.43152921	chr21	43152921	R	46	100	0
chr21.43152921	chr21	43152921	F	73	97.26	2.74
chr21.43152933	chr21	43152933	R	46	100	0
chr21.43152942	chr21	43152942	R	46	100	0
chr21.43152946	chr21	43152946	R	45	100	0
chr21.43152955	chr21	43152955	R	46	100	0
chr21.43153669	chr21	43153669	R	71	74.65	25.35
chr21.43153678	chr21	43153678	F	69	92.75	7.25
chr21.43153678	chr21	43153678	R	71	100	0
chr21.43153702	chr21	43153702	F	69	92.75	7.25
chr21.43153758	chr21	43153758	R	61	85.25	14.75
chr21.43153760	chr21	43153760	R	62	100	0
chr21.43153767	chr21	43153767	R	62	100	0
chr21.43153773	chr21	43153773	F	31	100	0
chr21.43153779	chr21	43153779	F	31	100	0
chr21.43153788	chr21	43153788	F	31	90.32	9.68
chr21.43153797	chr21	43153797	F	31	100	0
chr21.43153850	chr21	43153850	R	74	83.78	16.22
chr21.43153855	chr21	43153855	R	78	100	0
chr21.43153868	chr21	43153868	R	78	100	0
chr21.43153890	chr21	43153890	R	74	100	0
chr21.43153903	chr21	43153903	R	74	98.65	1.35
chr21.43154317	chr21	43154317	R	21	100	0
chr21.43154349	chr21	43154349	R	21	100	0
chr21.43155119	chr21	43155119	R	11	100	0
chr21.43155147	chr21	43155147	R	15	80	20
chr21.43155158	chr21	43155158	R	15	46.67	53.33
chr21.43155158	chr21	43155158	F	69	75.36	24.64
chr21.43155200	chr21	43155200	F	66	56.06	43.94
chr21.43155200	chr21	43155200	R	188	20.74	79.26
chr21.43155221	chr21	43155221	R	125	88	12
chr21.43155221	chr21	43155221	F	67	95.52	4.48
chr21.43155257	chr21	43155257	F	80	1.25	98.75
chr21.43155257	chr21	43155257	R	125	18.4	81.6
chr21.43155267	chr21	43155267	F	14	50	50
chr21.43155312	chr21	43155312	F	14	50	50
chr21.43155315	chr21	43155315	F	14	100	0
chr21.43155486	chr21	43155486	R	27	85.19	14.81
chr21.43155499	chr21	43155499	R	29	100	0
chr21.43155502	chr21	43155502	R	29	100	0
chr21.43155504	chr21	43155504	R	29	100	0
chr21.43155518	chr21	43155518	R	30	100	0
chr21.43155528	chr21	43155528	R	30	100	0
chr21.43155533	chr21	43155533	R	30	100	0
chr21.43156066	chr21	43156066	F	105	94.29	5.71
chr21.43156081	chr21	43156081	F	103	100	0
chr21.43156117	chr21	43156117	F	102	100	0
chr21.43156196	chr21	43156196	R	26	92.31	7.69
chr21.43156390	chr21	43156390	R	103	78.64	21.36
chr21.43156417	chr21	43156417	R	102	84.31	15.69
chr21.43156432	chr21	43156432	R	103	100	0
