chrBase	chr	base	strand	coverage	freqC	freqT
chr21.43053297	chr21	43053297	R	140	95.71	4.29
chr21.43053304	chr21	43053304	F	67	100	0
chr21.43053316	chr21	43053316	F	67	73.13	26.87
chr21.43053323	chr21	43053323	F	66	100	0
chr21.43053681	chr21	43053681	R	41	100	0
chr21.43053713	chr21	43053713	R	40	100	0
chr21.43054072	chr21	43054072	F	42	100	0
chr21.43054086	chr21	43054086	F	42	100	0
chr21.43054194	chr21	43054194	R	22	100	0
chr21.43054272	chr21	43054272	F	118	100	0
chr21.43054272	chr21	43054272	R	166	81.93	18.07
chr21.43054327	chr21	43054327	R	83	100	0
chr21.43054327	chr21	43054327	F	114	100	0
chr21.43054353	chr21	43054353	R	89	94.38	5.62
chr21.43054370	chr21	43054370	R	89	95.51	4.49
chr21.43054373	chr21	43054373	R	90	100	0
chr21.43054816	chr21	43054816	F	23	78.26	21.74
chr21.43054877	chr21	43054877	R	118	99.15	0.85
chr21.43060439	chr21	43060439	F	59	94.92	5.08
chr21.43060507	chr21	43060507	R	62	98.39	1.61
chr21.43060527	chr21	43060527	F	51	92.16	7.84
chr21.43060527	chr21	43060527	R	61	100	0
chr21.43060566	chr21	43060566	R	31	100	0
chr21.43060566	chr21	43060566	F	83	100	0
chr21.43060742	chr21	43060742	R	70	100	0
chr21.43060768	chr21	43060768	R	73	78.08	21.92
chr21.43060775	chr21	43060775	F	102	95.1	4.9
chr21.43060775	chr21	43060775	R	73	95.89	4.11
chr21.43060884	chr21	43060884	R	246	23.17	76.83
chr21.43060884	chr21	43060884	F	84	100	0
chr21.43060901	chr21	43060901	F	84	100	0
chr21.43060901	chr21	43060901	R	192	92.71	7.29
chr21.43060906	chr21	43060906	F	84	100	0
chr21.43060906	chr21	43060906	R	188	92.02	7.98
chr21.43060934	chr21	43060934	R	191	98.43	1.57
chr21.43060934	chr21	43060934	F	80	100	0
chr21.43060941	chr21	43060941	F	82	0	100
chr21.43060941	chr21	43060941	R	191	94.76	5.24
chr21.43062948	chr21	43062948	R	17	100	0
chr21.43063007	chr21	43063007	R	73	100	0
chr21.43063007	chr21	43063007	F	45	100	0
chr21.43063014	chr21	43063014	F	45	100	0
chr21.43063023	chr21	43063023	F	45	100	0
chr21.43063152	chr21	43063152	R	68	82.35	17.65
chr21.43063158	chr21	43063158	R	70	100	0
chr21.43063447	chr21	43063447	R	55	80	20
chr21.43063570	chr21	43063570	R	55	94.55	5.45
chr21.43063725	chr21	43063725	R	22	100	0
chr21.43063749	chr21	43063749	R	22	100	0
chr21.43064396	chr21	43064396	R	10	100	0
chr21.43064407	chr21	43064407	R	10	100	0
chr21.43064429	chr21	43064429	R	10	100	0
chr21.43064447	chr21	43064447	F	78	96.15	3.85
chr21.43064548	chr21	43064548	R	52	100	0
chr21.43064561	chr21	43064561	R	52	100	0
chr21.43064572	chr21	43064572	R	52	100	0
chr21.43064705	chr21	43064705	R	127	89.76	10.24
chr21.43066966	chr21	43066966	R	73	100	0
chr21.43066974	chr21	43066974	R	72	100	0
chr21.43067005	chr21	43067005	R	73	100	0
chr21.43067099	chr21	43067099	R	98	100	0
chr21.43067140	chr21	43067140	R	99	100	0
chr21.43070300	chr21	43070300	F	12	100	0
chr21.43070308	chr21	43070308	F	12	100	0
chr21.43070556	chr21	43070556	R	26	100	0
chr21.43070562	chr21	43070562	R	26	100	0
chr21.43071355	chr21	43071355	F	68	47.06	52.94
chr21.43071362	chr21	43071362	F	69	47.83	52.17
chr21.43071389	chr21	43071389	F	68	23.53	76.47
chr21.43071406	chr21	43071406	F	65	38.46	61.54
chr21.43071610	chr21	43071610	F	38	76.32	23.68
chr21.43071703	chr21	43071703	R	43	51.16	48.84
chr21.43072637	chr21	43072637	F	32	100	0
chr21.43074581	chr21	43074581	F	131	52.67	47.33
chr21.43074601	chr21	43074601	F	132	51.52	48.48
chr21.43074603	chr21	43074603	F	131	52.67	47.33
chr21.43074605	chr21	43074605	F	125	55.2	44.8
chr21.43074611	chr21	43074611	F	129	53.49	46.51
chr21.43074617	chr21	43074617	F	117	64.1	35.9
chr21.43074620	chr21	43074620	F	125	52.8	47.2
chr21.43074649	chr21	43074649	R	49	14.29	85.71
chr21.43074659	chr21	43074659	R	51	13.73	86.27
chr21.43074667	chr21	43074667	R	51	13.73	86.27
chr21.43074683	chr21	43074683	R	49	6.12	93.88
chr21.43074694	chr21	43074694	R	50	14	86
chr21.43074702	chr21	43074702	F	45	0	100
chr21.43074702	chr21	43074702	R	51	13.73	86.27
chr21.43074758	chr21	43074758	F	45	0	100
chr21.43074898	chr21	43074898	R	253	54.55	45.45
chr21.43074900	chr21	43074900	R	257	8.17	91.83
chr21.43074905	chr21	43074905	R	258	21.71	78.29
chr21.43076279	chr21	43076279	F	29	82.76	17.24
chr21.43078173	chr21	43078173	F	43	86.05	13.95
chr21.43078183	chr21	43078183	R	90	100	0
chr21.43078183	chr21	43078183	F	43	97.67	2.33
chr21.43078185	chr21	43078185	R	86	93.02	6.98
chr21.43078185	chr21	43078185	F	43	100	0
chr21.43078237	chr21	43078237	F	56	100	0
chr21.43078237	chr21	43078237	R	91	100	0
chr21.43078292	chr21	43078292	F	54	40.74	59.26
chr21.43078301	chr21	43078301	R	44	86.36	13.64
chr21.43078332	chr21	43078332	R	48	97.92	2.08
chr21.43078346	chr21	43078346	R	48	93.75	6.25
chr21.43078352	chr21	43078352	R	48	100	0
chr21.43085743	chr21	43085743	F	11	100	0
chr21.43085759	chr21	43085759	F	11	63.64	36.36
chr21.43085787	chr21	43085787	F	10	70	30
chr21.43095960	chr21	43095960	F	147	93.88	6.12
chr21.43097654	chr21	43097654	F	48	100	0
chr21.43097710	chr21	43097710	F	45	100	0
chr21.43100199	chr21	43100199	F	120	43.33	56.67
chr21.43100236	chr21	43100236	F	116	31.9	68.1
chr21.43100244	chr21	43100244	F	115	100	0
chr21.43100450	chr21	43100450	R	10	100	0
chr21.43106109	chr21	43106109	F	29	100	0
chr21.43125633	chr21	43125633	F	12	75	25
chr21.43125746	chr21	43125746	R	33	100	0
chr21.43127186	chr21	43127186	F	80	100	0
chr21.43127209	chr21	43127209	F	80	100	0
chr21.43127436	chr21	43127436	R	11	100	0
chr21.43127474	chr21	43127474	R	11	100	0
chr21.43127705	chr21	43127705	R	21	95.24	4.76
chr21.43127714	chr21	43127714	R	20	80	20
chr21.43130302	chr21	43130302	F	105	93.33	6.67
chr21.43130365	chr21	43130365	R	87	85.06	14.94
chr21.43130853	chr21	43130853	F	31	96.77	3.23
chr21.43130872	chr21	43130872	F	31	67.74	32.26
chr21.43130879	chr21	43130879	F	31	90.32	9.68
chr21.43130885	chr21	43130885	F	31	100	0
chr21.43130893	chr21	43130893	F	28	57.14	42.86
chr21.43130900	chr21	43130900	F	21	95.24	4.76
chr21.43130955	chr21	43130955	R	135	100	0
chr21.43130971	chr21	43130971	R	137	100	0
chr21.43131005	chr21	43131005	F	26	88.46	11.54
chr21.43131036	chr21	43131036	F	24	70.83	29.17
chr21.43131038	chr21	43131038	F	23	69.57	30.43
chr21.43131043	chr21	43131043	F	24	66.67	33.33
chr21.43131155	chr21	43131155	R	24	100	0
chr21.43131168	chr21	43131168	R	51	100	0
chr21.43131193	chr21	43131193	R	54	98.15	1.85
chr21.43131210	chr21	43131210	R	55	100	0
chr21.43131214	chr21	43131214	R	55	36.36	63.64
chr21.43131232	chr21	43131232	F	12	66.67	33.33
chr21.43131232	chr21	43131232	R	27	100	0
chr21.43131249	chr21	43131249	F	12	91.67	8.33
chr21.43131249	chr21	43131249	R	26	69.23	30.77
chr21.43131264	chr21	43131264	R	26	100	0
chr21.43131279	chr21	43131279	F	37	100	0
chr21.43131285	chr21	43131285	F	37	100	0
chr21.43131299	chr21	43131299	F	37	100	0
chr21.43131315	chr21	43131315	F	36	100	0
chr21.43131321	chr21	43131321	F	37	100	0
chr21.43131332	chr21	43131332	F	32	100	0
chr21.43131499	chr21	43131499	R	74	67.57	32.43
chr21.43131512	chr21	43131512	R	73	91.78	8.22
chr21.43131524	chr21	43131524	R	74	72.97	27.03
chr21.43132017	chr21	43132017	R	52	92.31	7.69
chr21.43132028	chr21	43132028	R	52	100	0
chr21.43132057	chr21	43132057	R	52	100	0
chr21.43133196	chr21	43133196	F	86	89.53	10.47
chr21.43133201	chr21	43133201	F	86	90.7	9.3
chr21.43133255	chr21	43133255	R	11	81.82	18.18
chr21.43134644	chr21	43134644	F	38	100	0
chr21.43134679	chr21	43134679	F	37	81.08	18.92
chr21.43134936	chr21	43134936	F	40	100	0
chr21.43134946	chr21	43134946	F	41	100	0
chr21.43134951	chr21	43134951	F	41	100	0
chr21.43135050	chr21	43135050	R	37	100	0
chr21.43135094	chr21	43135094	R	37	100	0
chr21.43135094	chr21	43135094	F	39	100	0
chr21.43135146	chr21	43135146	F	39	100	0
chr21.43135980	chr21	43135980	F	29	6.9	93.1
chr21.43136003	chr21	43136003	F	29	100	0
chr21.43136025	chr21	43136025	F	29	93.1	6.9
chr21.43136200	chr21	43136200	R	73	94.52	5.48
chr21.43137809	chr21	43137809	F	85	94.12	5.88
chr21.43137809	chr21	43137809	R	49	0	100
chr21.43137863	chr21	43137863	R	50	100	0
chr21.43137863	chr21	43137863	F	85	0	100
chr21.43142587	chr21	43142587	R	10	100	0
chr21.43142628	chr21	43142628	R	10	0	100
chr21.43143252	chr21	43143252	F	92	94.57	5.43
chr21.43143275	chr21	43143275	F	92	91.3	8.7
chr21.43143275	chr21	43143275	R	106	95.28	4.72
chr21.43143278	chr21	43143278	F	90	100	0
chr21.43143278	chr21	43143278	R	108	95.37	4.63
chr21.43143288	chr21	43143288	F	86	84.88	15.12
chr21.43143288	chr21	43143288	R	108	100	0
chr21.43143298	chr21	43143298	R	108	100	0
chr21.43143365	chr21	43143365	R	39	100	0
chr21.43143371	chr21	43143371	R	39	94.87	5.13
chr21.43143404	chr21	43143404	R	39	100	0
chr21.43143410	chr21	43143410	R	39	97.44	2.56
chr21.43143413	chr21	43143413	R	39	100	0
chr21.43143413	chr21	43143413	F	42	100	0
chr21.43143712	chr21	43143712	F	208	100	0
chr21.43143740	chr21	43143740	F	207	100	0
chr21.43143843	chr21	43143843	R	191	100	0
chr21.43143901	chr21	43143901	R	208	100	0
chr21.43143901	chr21	43143901	F	114	100	0
chr21.43143957	chr21	43143957	F	113	75.22	24.78
chr21.43144060	chr21	43144060	R	74	0	100
chr21.43144101	chr21	43144101	F	31	0	100
chr21.43144101	chr21	43144101	R	75	17.33	82.67
chr21.43144109	chr21	43144109	F	31	0	100
chr21.43144111	chr21	43144111	F	30	6.67	93.33
chr21.43144119	chr21	43144119	F	31	0	100
chr21.43144152	chr21	43144152	F	30	93.33	6.67
chr21.43144163	chr21	43144163	R	38	84.21	15.79
chr21.43144174	chr21	43144174	R	60	78.33	21.67
chr21.43144215	chr21	43144215	R	59	62.71	37.29
chr21.43144215	chr21	43144215	F	14	64.29	35.71
chr21.43144230	chr21	43144230	F	16	37.5	62.5
chr21.43144248	chr21	43144248	R	42	92.86	7.14
chr21.43144248	chr21	43144248	F	17	88.24	11.76
chr21.43144251	chr21	43144251	R	41	68.29	31.71
chr21.43144251	chr21	43144251	F	73	100	0
chr21.43144291	chr21	43144291	F	74	100	0
chr21.43144352	chr21	43144352	R	40	100	0
chr21.43144366	chr21	43144366	R	40	87.5	12.5
chr21.43144392	chr21	43144392	R	40	100	0
chr21.43145168	chr21	43145168	R	264	92.8	7.2
chr21.43145207	chr21	43145207	F	30	66.67	33.33
chr21.43145207	chr21	43145207	R	279	90.68	9.32
chr21.43145225	chr21	43145225	F	31	16.13	83.87
chr21.43145290	chr21	43145290	R	57	100	0
chr21.43145311	chr21	43145311	R	57	100	0
chr21.43145348	chr21	43145348	R	58	100	0
chr21.43146334	chr21	43146334	R	36	100	0
chr21.43146356	chr21	43146356	R	36	100	0
chr21.43146356	chr21	43146356	F	44	100	0
chr21.43146400	chr21	43146400	F	44	100	0
chr21.43146551	chr21	43146551	R	11	63.64	36.36
chr21.43146554	chr21	43146554	R	11	100	0
chr21.43147022	chr21	43147022	R	56	0	100
chr21.43147022	chr21	43147022	F	36	100	0
chr21.43147045	chr21	43147045	F	35	100	0
chr21.43147045	chr21	43147045	R	66	89.39	10.61
chr21.43147063	chr21	43147063	F	36	86.11	13.89
chr21.43147063	chr21	43147063	R	67	100	0
chr21.43147079	chr21	43147079	F	35	74.29	25.71
chr21.43147079	chr21	43147079	R	66	95.45	4.55
chr21.43147392	chr21	43147392	R	14	100	0
chr21.43147416	chr21	43147416	R	14	100	0
chr21.43147426	chr21	43147426	R	14	100	0
chr21.43147431	chr21	43147431	R	14	100	0
chr21.43147710	chr21	43147710	F	30	100	0
chr21.43147728	chr21	43147728	F	30	100	0
chr21.43147731	chr21	43147731	F	30	100	0
chr21.43147742	chr21	43147742	F	30	100	0
chr21.43147745	chr21	43147745	F	30	100	0
chr21.43147755	chr21	43147755	F	30	100	0
chr21.43147760	chr21	43147760	F	30	100	0
chr21.43148813	chr21	43148813	F	10	100	0
chr21.43148834	chr21	43148834	F	10	100	0
chr21.43149116	chr21	43149116	F	37	100	0
chr21.43149141	chr21	43149141	F	38	100	0
chr21.43149151	chr21	43149151	F	38	100	0
chr21.43149162	chr21	43149162	F	37	100	0
chr21.43149449	chr21	43149449	R	41	100	0
chr21.43149456	chr21	43149456	R	42	100	0
chr21.43150240	chr21	43150240	F	28	100	0
chr21.43150432	chr21	43150432	R	26	100	0
chr21.43150483	chr21	43150483	R	27	100	0
chr21.43150483	chr21	43150483	F	53	100	0
chr21.43150509	chr21	43150509	F	52	100	0
chr21.43150522	chr21	43150522	F	52	98.08	1.92
chr21.43150529	chr21	43150529	F	52	100	0
chr21.43150582	chr21	43150582	R	61	100	0
chr21.43150621	chr21	43150621	R	61	100	0
chr21.43151622	chr21	43151622	R	10	100	0
chr21.43151632	chr21	43151632	R	10	100	0
chr21.43151652	chr21	43151652	R	10	100	0
chr21.43152864	chr21	43152864	F	81	95.06	4.94
chr21.43152882	chr21	43152882	F	80	95	5
chr21.43152890	chr21	43152890	F	81	95.06	4.94
chr21.43152911	chr21	43152911	R	72	95.83	4.17
chr21.43152911	chr21	43152911	F	77	97.4	2.6
chr21.43152921	chr21	43152921	R	71	95.77	4.23
chr21.43152921	chr21	43152921	F	78	92.31	7.69
chr21.43152933	chr21	43152933	R	73	95.89	4.11
chr21.43152942	chr21	43152942	R	74	100	0
chr21.43152946	chr21	43152946	R	74	94.59	5.41
chr21.43152955	chr21	43152955	R	74	100	0
chr21.43153669	chr21	43153669	R	192	92.19	7.81
chr21.43153678	chr21	43153678	F	46	86.96	13.04
chr21.43153678	chr21	43153678	R	191	86.39	13.61
chr21.43153702	chr21	43153702	F	45	100	0
chr21.43153758	chr21	43153758	R	74	91.89	8.11
chr21.43153760	chr21	43153760	R	74	95.95	4.05
chr21.43153767	chr21	43153767	R	74	100	0
chr21.43153773	chr21	43153773	F	29	68.97	31.03
chr21.43153779	chr21	43153779	F	29	100	0
chr21.43153788	chr21	43153788	F	29	100	0
chr21.43153797	chr21	43153797	F	29	100	0
chr21.43153850	chr21	43153850	R	32	96.88	3.12
chr21.43153855	chr21	43153855	R	32	96.88	3.12
chr21.43153868	chr21	43153868	R	33	100	0
chr21.43153890	chr21	43153890	R	32	100	0
chr21.43153903	chr21	43153903	R	33	100	0
chr21.43154158	chr21	43154158	R	40	100	0
chr21.43154203	chr21	43154203	R	42	100	0
chr21.43154212	chr21	43154212	R	42	100	0
chr21.43154317	chr21	43154317	R	17	100	0
chr21.43154349	chr21	43154349	R	19	100	0
chr21.43155158	chr21	43155158	F	43	39.53	60.47
chr21.43155200	chr21	43155200	F	81	38.27	61.73
chr21.43155200	chr21	43155200	R	90	15.56	84.44
chr21.43155221	chr21	43155221	R	43	81.4	18.6
chr21.43155221	chr21	43155221	F	81	77.78	22.22
chr21.43155257	chr21	43155257	F	100	16	84
chr21.43155257	chr21	43155257	R	43	9.3	90.7
chr21.43155267	chr21	43155267	F	24	66.67	33.33
chr21.43155312	chr21	43155312	F	25	72	28
chr21.43155315	chr21	43155315	F	24	100	0
chr21.43155486	chr21	43155486	R	12	100	0
chr21.43155499	chr21	43155499	R	12	100	0
chr21.43155502	chr21	43155502	R	13	7.69	92.31
chr21.43155504	chr21	43155504	R	13	92.31	7.69
chr21.43155518	chr21	43155518	R	14	14.29	85.71
chr21.43155528	chr21	43155528	R	14	100	0
chr21.43155533	chr21	43155533	R	14	100	0
chr21.43156066	chr21	43156066	F	101	89.11	10.89
chr21.43156081	chr21	43156081	F	101	99.01	0.99
chr21.43156117	chr21	43156117	F	97	100	0
chr21.43156196	chr21	43156196	R	19	100	0
chr21.43156390	chr21	43156390	R	129	93.8	6.2
chr21.43156417	chr21	43156417	R	128	91.41	8.59
chr21.43156432	chr21	43156432	R	131	100	0
chr21.43156656	chr21	43156656	F	17	100	0
chr21.43156666	chr21	43156666	F	17	0	100
chr21.43156682	chr21	43156682	F	17	100	0
chr21.43156696	chr21	43156696	F	15	100	0
chr21.43156711	chr21	43156711	F	15	100	0
chr21.43156866	chr21	43156866	F	10	100	0
chr21.43157007	chr21	43157007	R	10	100	0
chr21.43158134	chr21	43158134	R	11	100	0
chr21.43158165	chr21	43158165	R	11	100	0
chr21.43158169	chr21	43158169	R	11	100	0
chr21.43158729	chr21	43158729	F	99	95.96	4.04
chr21.43158769	chr21	43158769	F	97	100	0
chr21.43158780	chr21	43158780	F	98	94.9	5.1
chr21.43158865	chr21	43158865	R	30	100	0
chr21.43162938	chr21	43162938	F	32	100	0
chr21.43162954	chr21	43162954	F	32	81.25	18.75
chr21.43163048	chr21	43163048	R	85	100	0
chr21.43163304	chr21	43163304	R	40	100	0
chr21.43163333	chr21	43163333	R	42	100	0
chr21.43163333	chr21	43163333	F	11	100	0
chr21.43165835	chr21	43165835	F	18	100	0
chr21.43165879	chr21	43165879	F	18	100	0
chr21.43165888	chr21	43165888	F	16	75	25
chr21.43165972	chr21	43165972	R	34	100	0
chr21.43165972	chr21	43165972	F	90	100	0
chr21.43166040	chr21	43166040	F	25	100	0
chr21.43166048	chr21	43166048	F	25	100	0
chr21.43166056	chr21	43166056	F	25	68	32
chr21.43166070	chr21	43166070	F	24	100	0
chr21.43166072	chr21	43166072	F	25	100	0
chr21.43166453	chr21	43166453	R	13	100	0
chr21.43167923	chr21	43167923	F	44	88.64	11.36
chr21.43167977	chr21	43167977	F	42	88.1	11.9
chr21.43167977	chr21	43167977	R	78	71.79	28.21
chr21.43168007	chr21	43168007	R	78	93.59	6.41
chr21.43169525	chr21	43169525	R	24	100	0
chr21.43169549	chr21	43169549	R	24	4.17	95.83
chr21.43172083	chr21	43172083	F	88	0	100
chr21.43172121	chr21	43172121	F	66	0	100
chr21.43172123	chr21	43172123	F	79	0	100
chr21.43172181	chr21	43172181	R	43	0	100
chr21.43172188	chr21	43172188	R	37	0	100
chr21.43172211	chr21	43172211	R	44	0	100
chr21.43172217	chr21	43172217	R	45	0	100
chr21.43172221	chr21	43172221	R	44	0	100
chr21.43172221	chr21	43172221	F	76	0	100
chr21.43172242	chr21	43172242	F	70	0	100
chr21.43172242	chr21	43172242	R	113	0	100
chr21.43172245	chr21	43172245	R	98	0	100
chr21.43172245	chr21	43172245	F	75	0	100
chr21.43172252	chr21	43172252	F	76	0	100
chr21.43172252	chr21	43172252	R	119	0	100
chr21.43172267	chr21	43172267	R	119	4.2	95.8
chr21.43172316	chr21	43172316	F	81	0	100
chr21.43172329	chr21	43172329	R	115	0	100
chr21.43172329	chr21	43172329	F	80	0	100
